agi,agiint,agistr,agistrint,arcres,armor,classes,cooldown,critstrkrtng,dmg,dmgmax1,dmgmin1,dodgertng,dps,dura,firres,frores,hastertng,int,lifesteal,mastrtng,mledmgmax,mledmgmin,mledps,mlespeed,name_enus,natres,nsockets,parryrtng,pvppower,quality,reqlevel,slotbak,socket1,socket2,socket3,speed,splcritstrkrtng,splpwr,sta,str,versatility
,,,,,,,,,,47.0,36.0,,11.57,85.0,,,,,,,47.0,36.0,11.57,3.6,Fierce Mauler,,,,,Uncommon,56.0,17.0,,,,3.6,,,23.0,15.0,
,,,,,,,,23.0,,59.0,45.0,,14.56,85.0,,,26.0,,,,59.0,45.0,14.56,3.6,Shell Smasher,,,,,Uncommon,,17.0,,,,3.6,,,,19.0,
,,,,,,,,31.0,,59.0,45.0,,14.56,85.0,,,,,,,59.0,45.0,14.56,3.6,Blubber Grinder,,,,,Uncommon,,17.0,,,,3.6,,,,13.0,
,,,,,,Monk,,11.0,,26.0,19.0,,6.28,85.0,,,,75.0,,,26.0,19.0,6.28,3.6,Staff of Meditation,,,,,Uncommon,60.0,17.0,,,,3.6,,,25.0,,11.0
,,,,,,,,,,50.0,36.0,,12.08,85.0,,,,72.0,,,50.0,36.0,12.08,3.6,Jinbali Warp-Staff,,,,,Uncommon,59.0,17.0,,,,3.6,,,24.0,,
16.0,,,,,,,,,,50.0,36.0,,12.08,85.0,,,,,,,50.0,36.0,12.08,3.6,Primal Lore-Staff,,,,,Uncommon,59.0,17.0,,,,3.6,,,24.0,,
,,,,,,,,,,58.0,28.0,,11.95,85.0,,,,,,,58.0,28.0,11.95,3.6,Fel-Touched Axe,,,,,Uncommon,58.0,17.0,,,,3.6,,,24.0,16.0,
,,,,,,,,,,50.0,30.0,,11.12,85.0,,,,,,,50.0,30.0,11.12,3.6,Draenic Warblade,,,,,Common,60.0,17.0,,,,3.6,,,,,
,,,,,,,,,,45.0,34.0,,11.11,85.0,,,,,,,45.0,34.0,11.11,3.6,Backbreaker,,,,,Uncommon,51.0,17.0,,,,3.6,,,22.0,15.0,
18.0,,,,,,,,,,70.0,33.0,,14.41,120.0,,,,,,,70.0,33.0,14.41,3.6,Gorehowl,,,,,Epic,70.0,17.0,,,,3.6,,,22.0,21.0,
,,,,,,,0.016666666666666666,11.0,,70.0,33.0,,14.41,120.0,,,,,,,70.0,33.0,14.41,3.6,Arcanite Ripper,,,,,Epic,70.0,17.0,,,,3.6,,,22.0,19.0,
10.0,,,,,,,,10.0,,68.0,32.0,,13.96,100.0,,,18.0,,,,68.0,32.0,13.96,3.6,Torn-Heart Axe of Battle,,,,,Rare,,17.0,,,,3.6,,,16.0,18.0,
,,,,,,,,14.0,,67.0,40.0,,14.87,120.0,,,,,,,67.0,40.0,14.87,3.6,Twinblade of the Phoenix,,3.0,,,Epic,70.0,17.0,Prismatic socket,Prismatic socket,Prismatic socket,3.6,,,20.0,19.0,
,,,,,,,,,,30.0,22.0,,7.23,120.0,,,,84.0,,,30.0,22.0,7.23,3.6,Exodar Life-Staff,,3.0,,,Epic,70.0,17.0,Prismatic socket,Prismatic socket,Prismatic socket,3.6,,,28.0,,21.0
,,,,,,,,,,31.0,22.0,,7.46,120.0,,,,86.0,,,31.0,22.0,7.46,3.6,Staff of Immaculate Recovery,,,,,Epic,70.0,17.0,,,,3.6,,,29.0,,20.0
,,,,,,,,,,28.0,21.0,,6.8100000000000005,100.0,,,,81.0,,,28.0,21.0,6.8100000000000005,3.6,Staff of the Redeemer,,,,,Rare,,17.0,,,,3.6,,,28.0,,15.0
,,,,,,,,16.0,,58.0,45.0,,14.37,120.0,,,,,,,58.0,45.0,14.37,3.6,Hammer of the Naaru,,3.0,,,Epic,70.0,17.0,Prismatic socket,Prismatic socket,Prismatic socket,3.6,,,18.0,19.0,
,,,,,,,0.016666666666666666,16.0,,29.0,21.0,,7.01,120.0,,,,81.0,,,29.0,21.0,7.01,3.6,Frostscythe of Lord Ahune,,,,,Epic,70.0,17.0,,,,3.6,,,28.0,,15.0
,,,,,,,,18.0,,58.0,45.0,,14.37,100.0,,,15.0,,,,58.0,45.0,14.37,3.6,The Oathkeeper,,,,,Rare,68.0,17.0,,,,3.6,,,14.0,20.0,
20.0,,,,,,,,13.0,,63.0,46.0,,15.17,100.0,,,,,,,63.0,46.0,15.17,3.6,Staff of the Forest Lord,,,,,Rare,70.0,17.0,,,,3.6,,,30.0,,13.0
,,,,,,,,17.0,,70.0,41.0,,15.55,120.0,,,,,,,70.0,41.0,15.55,3.6,Cataclysm's Edge,,,,,Epic,70.0,17.0,,,,3.6,,,18.0,27.0,
,,,,,,,,13.0,,73.0,35.0,,15.05,100.0,,,13.0,,,,73.0,35.0,15.05,3.6,The Blade of Harbingers,,,,,Rare,70.0,17.0,,,,3.6,,,30.0,20.0,
,,,,,,,,,,64.0,30.0,,13.16,120.0,,,,,,,64.0,30.0,13.16,3.6,Singing Crystal Axe,,,,,Epic,70.0,17.0,,,,3.6,,,,,
,,,,,,,,,,64.0,38.0,,14.25,85.0,,,,,,,64.0,38.0,14.25,3.6,Nethersteel Claymore,,,,,Uncommon,68.0,17.0,,,,3.6,,,28.0,19.0,
,,,,,,,,14.0,,70.0,33.0,,14.41,120.0,,,,,,,70.0,33.0,14.41,3.6,Ethereum Nexus-Reaver,,3.0,,,Epic,70.0,17.0,Prismatic socket,Prismatic socket,Prismatic socket,3.6,,,,23.0,
,,,,,,,,17.0,,31.0,22.0,,7.46,100.0,,,9.0,86.0,,,31.0,22.0,7.46,3.6,Staff of the Soul-Eater,,,,,Rare,70.0,17.0,,,,3.6,,,29.0,,
,,,,,,,,,,32.0,23.0,,7.75,120.0,,,,92.0,,,32.0,23.0,7.75,3.6,Apostle of Argus,,,,,Epic,70.0,17.0,,,,3.6,,,31.0,,21.0
,,,,,,,,13.0,,32.0,23.0,,7.75,120.0,,,20.0,92.0,,,32.0,23.0,7.75,3.6,"Zhar'doom, Greatstaff of the Devourer",,,,,Epic,70.0,17.0,,,,3.6,,,31.0,,
,,,,,,,,15.0,,74.0,44.0,,16.44,120.0,,,11.0,,,,74.0,44.0,16.44,3.6,"Apolyon, the Soul-Render",,3.0,,,Epic,70.0,17.0,Prismatic socket,Prismatic socket,Prismatic socket,3.6,,,26.0,22.0,
,,,,,,,,,,34.0,25.0,,8.21,120.0,,,20.0,98.0,,,34.0,25.0,8.21,3.6,Golden Staff of the Sin'dorei,,3.0,,,Epic,70.0,17.0,Prismatic socket,Prismatic socket,Prismatic socket,3.6,,,33.0,,11.0
,,,,,,,,11.0,,30.0,22.0,,7.23,120.0,,,,84.0,,,30.0,22.0,7.23,3.6,Staff of Infinite Mysteries,,,,,Epic,70.0,17.0,,,,3.6,,,28.0,,
,,,,,,,,16.0,,65.0,38.0,,14.44,120.0,,,7.0,,,,65.0,38.0,14.44,3.6,Merciless Gladiator's Greatsword,,,,,Epic,70.0,17.0,,,,3.6,,,21.0,16.0,13.0
20.0,,,,,,,,14.0,,67.0,36.0,,14.35,100.0,,,,,,,67.0,36.0,14.35,3.6,Sonic Spear,,,,,Rare,70.0,17.0,,,,3.6,,,33.0,,
,,,,,,,,17.0,,68.0,40.0,,15.11,120.0,,,11.0,,,,68.0,40.0,15.11,3.6,Vengeful Gladiator's Greatsword,,,,,Epic,70.0,17.0,,,,3.6,,,23.0,17.0,12.0
,,,,,,,,,,65.0,38.0,,14.44,120.0,,,,,,,65.0,38.0,14.44,3.6,Despair,,,,,Epic,70.0,17.0,,,,3.6,,,,24.0,
16.0,,,,,,,,,,58.0,45.0,,14.37,120.0,,,,,,,58.0,45.0,14.37,3.6,Stormherald,,,,,Epic,70.0,17.0,,,,3.6,,,24.0,16.0,
,,,,,,,,,,30.0,22.0,,7.23,120.0,,,,84.0,,,30.0,22.0,7.23,3.6,Nightstaff of the Everliving,,,,,Epic,70.0,17.0,,,,3.6,,,28.0,,26.0
,,,,,,,,22.0,,59.0,35.0,,13.08,85.0,,,,,,,59.0,35.0,13.08,3.6,Fel Iron Greatsword,,,,,Uncommon,63.0,17.0,,,,3.6,,,,17.0,
,,,,,,,,,,66.0,39.0,,14.63,120.0,,,18.0,,,,66.0,39.0,14.63,3.6,"Jin'rohk, The Great Apocalypse",,,,,Epic,70.0,17.0,,,,3.6,,,19.0,19.0,
,,,,,,,,17.0,,72.0,34.0,,14.82,120.0,,,,,,,72.0,34.0,14.82,3.6,Soul Cleaver,,,,,Epic,70.0,17.0,,,,3.6,,,24.0,25.0,
,,,,,,,,18.0,,71.0,42.0,,15.74,120.0,,,12.0,,,,71.0,42.0,15.74,3.6,Brutal Gladiator's Greatsword,,,,,Epic,70.0,17.0,,,,3.6,,,24.0,18.0,12.0
,,,,,,,,,,65.0,38.0,,14.44,100.0,,,,,,,65.0,38.0,14.44,3.6,Greatsword of Forlorn Visions,,,,,Rare,70.0,17.0,,,,3.6,,,16.0,15.0,
,,,,,,,,19.0,,31.0,22.0,,7.46,120.0,,,,86.0,,,31.0,22.0,7.46,3.6,The Nexus Key,,,,,Epic,70.0,17.0,,,,3.6,,,29.0,,
,,,,,,,,,,61.0,36.0,,13.54,120.0,,,18.0,,,,61.0,36.0,13.54,3.6,Khorium Champion,,,,,Epic,70.0,17.0,,,,3.6,,,,24.0,
,,,,,,,,,,57.0,44.0,,14.11,100.0,,,,,,,57.0,44.0,14.11,3.6,Firemaul of Destruction,,,,,Rare,68.0,17.0,,,,3.6,,,29.0,18.0,23.0
,,,,,,,,26.0,,65.0,38.0,,14.44,100.0,,,,,,,65.0,38.0,14.44,3.6,Endbringer,,,,,Rare,70.0,17.0,,,,3.6,,,16.0,17.0,
21.0,,,,,,,,,,62.0,37.0,,13.77,120.0,,,,,,,62.0,37.0,13.77,3.6,Lionheart Blade,,,,,Epic,70.0,17.0,,,,3.6,,,,23.0,
,,,,,,,,16.0,,84.0,40.0,,17.31,145.0,,,,,,,84.0,40.0,17.31,3.6,Devastation,,,,,Legendary,70.0,17.0,,,,3.6,,,25.0,23.0,
,,,,,,,,15.0,,65.0,38.0,,14.44,120.0,,,9.0,,,,65.0,38.0,14.44,3.6,Gladiator's Greatsword,,,,,Epic,70.0,17.0,,,,3.6,,,21.0,14.0,12.0
16.0,,,,,,,,15.0,,68.0,32.0,,13.96,100.0,,,10.0,,,,68.0,32.0,13.96,3.6,The Burning Crusader,,,,,Rare,,17.0,,,,3.6,,,16.0,16.0,
17.0,,,,,,,,12.0,,53.0,41.0,13.0,13.11,120.0,,,,,,,53.0,41.0,13.11,3.6,Earthwarden,,,,,Epic,70.0,17.0,,,,3.6,,,19.0,,5.0
,,,,,,,,,,59.0,28.0,,12.16,100.0,,,,,,,59.0,28.0,12.16,3.6,Warsong Howling Axe,,,,,Rare,61.0,17.0,,,,3.6,,,22.0,16.0,
19.0,,,,,,,,,,73.0,39.0,,15.63,120.0,,,19.0,,,,73.0,39.0,15.63,3.6,Shivering Felspine,,1.0,,,Epic,70.0,17.0,Prismatic socket,,,3.6,,,32.0,,
,,,,,,,,20.0,,70.0,33.0,,14.41,100.0,,,,,,,70.0,33.0,14.41,3.6,Axe of the Nexus-Kings,,,,,Rare,70.0,17.0,,,,3.6,,,19.0,19.0,
17.0,,,,,,,,,,65.0,38.0,,14.44,120.0,,,,,,,65.0,38.0,14.44,3.6,Lionheart Executioner,,,,,Epic,70.0,17.0,,,,3.6,,,,20.0,
,,,,,,,0.008333333333333333,25.0,,36.0,26.0,,8.69,145.0,,,,103.0,,,36.0,26.0,8.69,3.6,Staff of Disintegration,,,,,Legendary,70.0,17.0,,,,3.6,,,35.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,Titanium Weapon Chain,,,,,Uncommon,70.0,,,,,,,,,,
,,,,,,,,17.0,,31.0,23.0,,7.52,120.0,,,10.0,89.0,,,31.0,23.0,7.52,3.6,Vengeful Gladiator's Battle Staff,,,,,Epic,70.0,17.0,,,,3.6,,,30.0,,
18.0,,,,,,,,,,65.0,31.0,,13.38,100.0,,,,,,,65.0,31.0,13.38,3.6,Honed Voidaxe,,,,,Rare,,17.0,,,,3.6,,,26.0,18.0,
23.0,,,,,,,,23.0,,81.0,43.0,,17.33,100.0,,,,,,,81.0,43.0,17.33,3.6,Icier Barbed Spear,,,,,Rare,,17.0,,,,3.6,,,33.0,,
,,,,,,,,11.0,,84.0,40.0,,17.31,100.0,,,18.0,,,,84.0,40.0,17.31,3.6,De-Raged Waraxe,,,,,Rare,,17.0,,,,3.6,,,35.0,23.0,
,,,,,,,,,,59.0,39.0,,15.91,65.0,,,,,,,59.0,39.0,15.91,3.1,The Fire Extinguisher,,,,,Rare,,17.0,,,,3.1,,,32.0,,
,,,,,,,,,,30.0,22.0,,7.23,120.0,,,,84.0,,,30.0,22.0,7.23,3.6,Ethereum Life-Staff,,,,,Epic,70.0,17.0,,,,3.6,,,28.0,,24.0
,,,,,,,,14.0,,60.0,46.0,,14.82,120.0,,,19.0,,,,60.0,46.0,14.82,3.6,Torch of the Damned,,,,,Epic,70.0,17.0,,,,3.6,,,17.0,19.0,
,,,,,,,,20.0,,73.0,35.0,,15.05,120.0,,,20.0,,,,73.0,35.0,15.05,3.6,The Blade of Harbingers,,,,,Epic,70.0,17.0,,,,3.6,,,,20.0,
,,,,,,,,,,30.0,22.0,,7.23,120.0,,,,84.0,,,30.0,22.0,7.23,3.6,Crystalheart Pulse-Staff,,,,,Epic,70.0,17.0,,,,3.6,,,28.0,,17.0
,,,,,,,,18.0,,64.0,38.0,,14.25,85.0,,,,,,,64.0,38.0,14.25,3.6,Arkadian Claymore,,,,,Uncommon,66.0,17.0,,,,3.6,,,29.0,19.0,
19.0,,,,,,,,,,61.0,45.0,,14.78,120.0,,,,,,,61.0,45.0,14.78,3.6,Pillar of Ferocity,,,,,Epic,70.0,17.0,,,,3.6,,,36.0,,6.0
,,,,,,,,18.0,,64.0,38.0,,14.25,85.0,,,,,,,64.0,38.0,14.25,3.6,Halaani Claymore,,,,,Uncommon,66.0,17.0,,,,3.6,,,29.0,19.0,
,,,,,,,,16.0,,69.0,33.0,,14.18,100.0,,,,,,,69.0,33.0,14.18,3.6,Crystalforged War Axe,,,,,Rare,69.0,17.0,,,,3.6,,,29.0,19.0,
,,,,,,,,,,58.0,45.0,,14.37,120.0,,,,,,,58.0,45.0,14.37,3.6,World Breaker,,,,,Epic,70.0,17.0,,,,3.6,,,20.0,20.0,
,,,,,,,,16.0,,30.0,22.0,,7.23,120.0,,,9.0,84.0,,,30.0,22.0,7.23,3.6,Merciless Gladiator's War Staff,,,,,Epic,70.0,17.0,,,,3.6,,,28.0,,
18.0,,,,,,,,13.0,,60.0,44.0,,14.46,100.0,,,,,,,60.0,44.0,14.46,3.6,Draenic Wildstaff,,,,,Rare,70.0,17.0,,,,3.6,,,36.0,,
19.0,,,,,,,,,,63.0,46.0,,15.17,120.0,,,,,,,63.0,46.0,15.17,3.6,Staff of the Forest Lord,,,,,Epic,70.0,17.0,,,,3.6,,,42.0,,
,,,,,,,,15.0,,28.0,21.0,,6.8100000000000005,100.0,,,,81.0,,,28.0,21.0,6.8100000000000005,3.6,Oronok's Ancient Scepter,,,,,Rare,,17.0,,,,3.6,,,28.0,,
,,,,,,,,17.0,,73.0,35.0,,15.05,120.0,,,11.0,,,,73.0,35.0,15.05,3.6,Vengeful Gladiator's Decapitator,,,,,Epic,70.0,17.0,,,,3.6,,,23.0,17.0,12.0
,,,,,,,,15.0,,67.0,36.0,,14.35,100.0,,,,,,,67.0,36.0,14.35,3.6,Plasma Rat's Hyper-Scythe,,,,,Rare,68.0,17.0,,,,3.6,,,26.0,24.0,
16.0,,,,,,,,,,60.0,32.0,,12.85,100.0,,,,,,,60.0,32.0,12.85,3.6,Lantresor's Warblade,,,,,Rare,,17.0,,,,3.6,,,,25.0,
,,,,,,,,,,27.0,19.0,,6.52,85.0,,,,77.0,,,27.0,19.0,6.52,3.6,Invincible Stave,,,,,Uncommon,,17.0,,,,3.6,,,26.0,,
16.0,,,,,,,,,,58.0,45.0,,14.37,120.0,,,,,,,58.0,45.0,14.37,3.6,Deep Thunder,,,,,Epic,70.0,17.0,,,,3.6,,,24.0,16.0,
31.0,,,,,,,,,,67.0,36.0,,14.35,100.0,,,,,,,67.0,36.0,14.35,3.6,Terokk's Quill,,,,,Rare,,17.0,,,,3.6,,,19.0,,
,,,,,,,,16.0,,30.0,22.0,,7.23,120.0,,,9.0,84.0,,,30.0,22.0,7.23,3.6,Gladiator's War Staff,,,,,Epic,70.0,17.0,,,,3.6,,,28.0,,
,,,,,,,,13.0,,51.0,39.0,,12.62,100.0,,,,,,,51.0,39.0,12.62,3.6,Hatebringer,,3.0,,,Rare,63.0,17.0,Prismatic socket,Prismatic socket,Prismatic socket,3.6,,,12.0,15.0,
,,,,,,,,15.0,,66.0,31.0,,13.56,120.0,,,,,,,66.0,31.0,13.56,3.6,Felsteel Reaper,,,,,Epic,70.0,17.0,,,,3.6,,,,18.0,
,,,,,,,,18.0,,32.0,23.0,,7.78,120.0,,,18.0,93.0,,,32.0,23.0,7.78,3.6,Grand Magister's Staff of Torrents,,3.0,,,Epic,70.0,17.0,Prismatic socket,Prismatic socket,Prismatic socket,3.6,,,32.0,,
16.0,,,,,,,,,,70.0,33.0,,14.41,120.0,,,,,,,70.0,33.0,14.41,3.6,Trollbane,,2.0,,,Epic,70.0,17.0,Prismatic socket,Prismatic socket,,3.6,,,38.0,,
17.0,,,,,,,,12.0,,60.0,44.0,,14.46,120.0,,,,,,,60.0,44.0,14.46,3.6,Terestian's Stranglestaff,,,,,Epic,70.0,17.0,,,,3.6,,,37.0,,
,,,,,,,,18.0,,28.0,20.0,,6.76,120.0,,,,80.0,,,28.0,20.0,6.76,3.6,Terokk's Shadowstaff,,,,,Epic,70.0,17.0,,,,3.6,,,27.0,,
17.0,,,,,,,,,,66.0,31.0,,13.56,85.0,,,,,,,66.0,31.0,13.56,3.6,Adamantite Cleaver,,,,,Uncommon,65.0,17.0,,,,3.6,,,41.0,,
,,,,,,,,,,67.0,36.0,,14.35,120.0,,,,,,,67.0,36.0,14.35,3.6,Glaive of the Pit,,3.0,,,Epic,70.0,17.0,Prismatic socket,Prismatic socket,Prismatic socket,3.6,,,,,
,,,,,,,,15.0,,30.0,22.0,,7.23,100.0,,,,84.0,,,30.0,22.0,7.23,3.6,Flaming Quartz Staff,,,,,Rare,70.0,17.0,,,,3.6,,,28.0,,
,,,,,,,,12.0,,58.0,45.0,,14.37,100.0,,,16.0,,,,58.0,45.0,14.37,3.6,Warmaul of Infused Light,,3.0,,,Rare,70.0,17.0,Prismatic socket,Prismatic socket,Prismatic socket,3.6,,,17.0,11.0,
19.0,,,,,,,,9.0,,70.0,33.0,,14.41,120.0,,,,,,,70.0,33.0,14.41,3.6,Legacy,,,,,Epic,70.0,17.0,,,,3.6,,,37.0,,
,,,,,,,,21.0,,65.0,38.0,,14.44,100.0,,,,,,,65.0,38.0,14.44,3.6,Illidari-Bane Claymore,,,,,Rare,,17.0,,,,3.6,,,19.0,,
,,,,,,,,15.0,,70.0,33.0,,14.41,120.0,,,9.0,,,,70.0,33.0,14.41,3.6,Gladiator's Decapitator,,,,,Epic,70.0,17.0,,,,3.6,,,21.0,14.0,12.0
,,,,,,,,,,59.0,35.0,,13.08,85.0,,,,,,,59.0,35.0,13.08,3.6,Darkened Broadsword,,,,,Uncommon,63.0,17.0,,,,3.6,,,26.0,17.0,
19.0,,19.0,,,,,,19.0,,70.0,33.0,,14.41,100.0,,,,,,,70.0,33.0,14.41,3.6,Crow Wing Reaper,,3.0,,,Rare,68.0,17.0,Prismatic socket,Prismatic socket,Prismatic socket,3.6,,,28.0,19.0,
,,,,,,,,16.0,,70.0,33.0,,14.41,120.0,,,7.0,,,,70.0,33.0,14.41,3.6,Merciless Gladiator's Decapitator,,,,,Epic,70.0,17.0,,,,3.6,,,21.0,16.0,13.0
19.0,,,,,,,,,,65.0,38.0,,14.44,120.0,,,,,,,65.0,38.0,14.44,3.6,Lionheart Champion,,,,,Epic,70.0,17.0,,,,3.6,,,,21.0,
17.0,,,,,,,,17.0,,73.0,35.0,,15.05,120.0,,,11.0,,,,73.0,35.0,15.05,3.6,Vengeful Gladiator's Waraxe,,,,,Epic,70.0,17.0,,,,3.6,,,23.0,,12.0
19.0,,,,,,,,,,60.0,44.0,,14.46,85.0,,,,,,,60.0,44.0,14.46,3.6,Conifer Cone Staff,,,,,Uncommon,68.0,17.0,,,,3.6,,,28.0,,
,,,,,,,,,,66.0,35.0,,14.08,85.0,,,,,,,66.0,35.0,14.08,3.6,Grim Scythe,,,,,Uncommon,67.0,17.0,,,,3.6,,,28.0,18.0,
18.0,,,,,,,,,,56.0,43.0,,13.8,120.0,,,,,,,56.0,43.0,13.8,3.6,Thunder,,,,,Epic,70.0,17.0,,,,3.6,,,27.0,18.0,
16.0,,,,,,,,,,60.0,32.0,,12.85,100.0,,,,,,,60.0,32.0,12.85,3.6,Lantresor's Warblade,,,,,Rare,,17.0,,,,3.6,,,,25.0,
,,,,,,,,,,28.0,21.0,,6.92,85.0,,,,,,,28.0,21.0,6.92,3.6,The Stoppable Force,,,,,Poor,64.0,17.0,,,,3.6,,,,,
19.0,,,,,,,,11.0,,69.0,37.0,,14.77,120.0,,,,,,,69.0,37.0,14.77,3.6,Halberd of Desolation,,,,,Epic,70.0,17.0,,,,3.6,,,37.0,,
,,,,,,,,22.0,,70.0,33.0,,14.41,120.0,,,,,,,70.0,33.0,14.41,3.6,Bloodmoon,,,,,Epic,70.0,17.0,,,,3.6,,,,19.0,
,,,,,,,,17.0,,61.0,33.0,,13.07,120.0,,,,,,,61.0,33.0,13.07,3.6,Trident of the Outcast Tribe,,,,,Epic,70.0,17.0,,,,3.6,,,26.0,18.0,
,,,,,,,,17.0,,31.0,23.0,,7.52,120.0,,,,89.0,,,31.0,23.0,7.52,3.6,Vengeful Gladiator's War Staff,,,,,Epic,70.0,17.0,,,,3.6,,,30.0,,
8.0,,,,,,,,,,60.0,35.0,,13.31,85.0,,,,,,,60.0,35.0,13.31,3.6,Dragonbone Greatsword,,,,,Uncommon,,17.0,,,,3.6,,,11.0,29.0,
16.0,,,,,,,,,,51.0,38.0,,12.36,100.0,,,,,,,51.0,38.0,12.36,3.6,Explorer's Walking Stick,,,,,Rare,62.0,17.0,,,,3.6,,,30.0,,
,,,,,,,,14.0,,53.0,41.0,,13.11,120.0,,,,,,,53.0,41.0,13.11,3.6,The Hammer of Destiny,,,,,Epic,70.0,17.0,,,,3.6,,,15.0,16.0,
19.0,,,,,,,,,,60.0,44.0,21.0,14.46,120.0,,,,,,,60.0,44.0,14.46,3.6,Wildfury Greatstaff,,,,,Epic,70.0,17.0,,,,3.6,,,29.0,,6.0
,,,,,,,,16.0,,30.0,22.0,,7.23,100.0,,,,84.0,,,30.0,22.0,7.23,3.6,Bloodfire Greatstaff,,,,,Rare,70.0,17.0,,,,3.6,,,28.0,,
,,,,,,,,24.0,,70.0,33.0,,14.41,100.0,,,,,,,70.0,33.0,14.41,3.6,Hellscream's Will,,,,,Rare,70.0,17.0,,,,3.6,,,,19.0,
,,,,,,,,15.0,,70.0,33.0,,14.41,100.0,,,11.0,,,,70.0,33.0,14.41,3.6,Legionfoe,,,,,Rare,70.0,17.0,,,,3.6,,,26.0,18.0,
,,,,,,,,24.0,,58.0,45.0,,14.37,100.0,,,,,,,58.0,45.0,14.37,3.6,Arechron's Gift,,,,,Rare,70.0,17.0,,,,3.6,,,,19.0,
,,,,,,,,13.0,,30.0,22.0,,7.23,100.0,,,,84.0,,,30.0,22.0,7.23,3.6,Sun-Infused Focus Staff,,3.0,,,Rare,68.0,17.0,Prismatic socket,Prismatic socket,Prismatic socket,3.6,,,28.0,,
,,,,,,,,,,29.0,21.0,,6.98,100.0,,,,81.0,,,29.0,21.0,6.98,3.6,Staff of Divine Infusion,,,,,Rare,68.0,17.0,,,,3.6,,,28.0,,29.0
12.0,,,,,,,,17.0,,71.0,38.0,,15.15,100.0,,,,,,,71.0,38.0,15.15,3.6,Tidebreaker Trident,,,,,Rare,70.0,17.0,,,,3.6,,,42.0,,
,,,,,,,,17.0,,58.0,45.0,,14.37,100.0,,,15.0,,,,58.0,45.0,14.37,3.6,Scepter of Sha'tar,,,,,Rare,70.0,17.0,,,,3.6,,,16.0,18.0,
,,,,,,,,18.0,,28.0,20.0,,6.73,100.0,,,,80.0,,,28.0,20.0,6.73,3.6,Battle Mage's Baton,,,,,Rare,,17.0,,,,3.6,,,27.0,,
,,,,,,,,23.0,,67.0,32.0,,13.78,120.0,,,,,,,67.0,32.0,13.78,3.6,Lunar Crescent,,,,,Epic,70.0,17.0,,,,3.6,,,,18.0,
17.0,,,,,,,,,,54.0,40.0,,13.08,120.0,,,,,,,54.0,40.0,13.08,3.6,Staff of Natural Fury,,,,,Epic,70.0,17.0,,,,3.6,,,15.0,,4.0
,,,,,,,,17.0,,58.0,34.0,,12.89,100.0,,,,,,,58.0,34.0,12.89,3.6,Shaarde the Greater,,,,,Rare,64.0,17.0,,,,3.6,,,20.0,20.0,
,,,,,,,,18.0,,76.0,36.0,,15.65,120.0,,,12.0,,,,76.0,36.0,15.65,3.6,Brutal Gladiator's Decapitator,,,,,Epic,70.0,17.0,,,,3.6,,,24.0,18.0,12.0
27.0,,,,,,,,18.0,,65.0,47.0,,15.69,120.0,,,,,,,65.0,47.0,15.69,3.6,Stanchion of Primal Instinct,,,,,Epic,70.0,17.0,,,,3.6,,,32.0,,
,,,,,,,,,,29.0,21.0,,6.98,100.0,,,,81.0,,,29.0,21.0,6.98,3.6,Staff of the Ashtongue Deathsworn,,,,,Rare,,17.0,,,,3.6,,,28.0,,15.0
17.0,,,,,,,,,,52.0,38.0,,12.55,85.0,,,,,,,52.0,38.0,12.55,3.6,Faerie-Kind Staff,,,,,Uncommon,61.0,17.0,,,,3.6,,,25.0,,
,,,,,,,,17.0,,61.0,47.0,,15.08,120.0,,,11.0,,,,61.0,47.0,15.08,3.6,Vengeful Gladiator's Bonegrinder,,,,,Epic,70.0,17.0,,,,3.6,,,23.0,17.0,12.0
,,,,,,,,,,70.0,33.0,,14.41,120.0,,,,,,,70.0,33.0,14.41,3.6,Axe of the Gronn Lords,,,,,Epic,70.0,17.0,,,,3.6,,,28.0,19.0,
,,,,,,,,,,27.0,21.0,,6.71,120.0,,,,80.0,,,27.0,21.0,6.71,3.6,Hammer of Righteous Might,,,,,Epic,70.0,17.0,,,,3.6,,,27.0,,18.0
18.0,,,,,,,,,,55.0,40.0,,13.33,100.0,,,,,,,55.0,40.0,13.33,3.6,Staff of Beasts,,,,,Rare,,17.0,,,,3.6,,,40.0,,
,,,,,,,,,,62.0,33.0,,13.25,85.0,,,,,,,62.0,33.0,13.25,3.6,Battle Scythe,,,,,Uncommon,64.0,17.0,,,,3.6,,,27.0,18.0,
20.0,,,,,,,,,,59.0,35.0,,13.12,100.0,,,,,,,59.0,35.0,13.12,3.6,Stoneforged Claymore,,,,,Rare,65.0,17.0,,,,3.6,,,,23.0,
,,,,,,,,,,27.0,19.0,,6.49,100.0,,,,77.0,,,27.0,19.0,6.49,3.6,Braxxis' Staff of Slumber,,,,,Rare,64.0,17.0,,,,3.6,,,26.0,,13.0
,,,,,,,,18.0,,64.0,49.0,,15.75,120.0,,,12.0,,,,64.0,49.0,15.75,3.6,Brutal Gladiator's Bonegrinder,,,,,Epic,70.0,17.0,,,,3.6,,,24.0,18.0,12.0
,,,,,,,,23.0,,70.0,33.0,,14.41,120.0,,,,,,,70.0,33.0,14.41,3.6,Mooncleaver,,,,,Epic,70.0,17.0,,,,3.6,,,,19.0,
