agi,agiint,agistr,agistrint,arcres,classes,cooldown,critstrkrtng,dmg,dodgertng,firres,frores,hastertng,healthrgn,int,itemset,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqlevel,rgdhastepct,slotbak,socket1,socket2,speed,splhastepct,sta,str,strint,versatility
13.0,,13.0,,,,,9.0,,,,,,,,,,Scarlet Signet,,,,Rare,80.0,,11.0,,,,,20.0,13.0,,9.0
,,,,,,,10.0,,,,,8.0,,,,,Bladebearer's Signet,,,,Epic,80.0,,11.0,,,,,20.0,13.0,,
10.0,,,,,,,9.0,,,,,8.0,,,,,Band of Callous Aggression,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,15.0,,,
13.0,,,,,,,,,,,,,,,,,Gondria's Spectral Claw,,,,Rare,77.0,,11.0,,,,,20.0,,,
,,,,,,,7.0,,,,,,,13.0,,,Renewal of Life,,,,Rare,80.0,,11.0,,,,,20.0,,,11.0
,,,,,,,,,,,,,,13.0,,,Puzzle Ring,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
,,,,,,,,,,,,7.0,,10.0,,,Ashen Band of Unmatched Wisdom,,,,Epic,80.0,,11.0,,,,,15.0,,,7.0
,,,,,,,10.0,,,,,8.0,,,,,Power Enhancing Loop,,,,Epic,80.0,,11.0,,,,,19.0,13.0,,
,,,,,,,6.0,,5.0,,,,,,,,Mark of the Relentless,,1.0,7.0,Epic,80.0,,11.0,Prismatic socket,,,,20.0,13.0,,
13.0,,,,,,,9.0,,,,,8.0,,,,,Ring of Invincibility,,,,Rare,80.0,,11.0,,,,,20.0,,,
13.0,,,,,,,,,,,,9.0,,,,,Bjarngrim Family Signet,,,,Rare,78.0,,11.0,,,,,20.0,,,
13.0,,,,,,,,,,,,,,,,,Lost Ring,,,,Rare,78.0,,11.0,,,,,20.0,,,
,,,,,,,10.0,,,,,8.0,,,,,Bloodshed Band,,,,Rare,80.0,,11.0,,,,,20.0,13.0,,
,,,,,,,,,,,,9.0,,13.0,,,Circle of Life,,,,Epic,80.0,,11.0,,,,,19.0,,,8.0
,,,,,,,7.0,,,,,10.0,,13.0,,,Firestorm Ring,,,,Epic,80.0,,11.0,,,,,19.0,,,
,,,,,,,10.0,,,,,8.0,,13.0,,,Nebula Band,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,16.0,,,
,,,,,,,,,,,,,,13.0,,,Band of Eyes,,,,Rare,75.0,,11.0,,,,,20.0,,,13.0
,,,,,,,4.0,,,,,6.0,,,,,Carnivorous Band,,2.0,,Epic,80.0,,11.0,Prismatic socket,Prismatic socket,,,20.0,7.0,,
,,,,,,,,,,,,,,,,,Woeful Band,,,13.0,Rare,80.0,,11.0,,,,,20.0,13.0,,
,,,,,,,,,,,,6.0,,10.0,,,Signet of Putrefaction,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,19.0,,,9.0
13.0,,,,,,,10.0,,,,,8.0,,,,,Band of Draconic Guile,,,,Epic,80.0,,11.0,,,,,19.0,,,
11.0,,,,,,,8.0,,,,,5.0,,,,,Planestalker Signet,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,21.0,,,
,,,,,,,9.0,,,,,8.0,,,,,Purloined Wedding Ring,,,,Epic,80.0,,11.0,,,,,20.0,13.0,,
,,,,,,,,,,,,9.0,,13.0,,,Relentless Gladiator's Band of Ascendancy,,,,Epic,80.0,,11.0,,,,,19.0,,,9.0
,,,,,,,6.0,,,,,8.0,,,,,Rotface's Rupturing Ring,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,20.0,10.0,,
,,,,,,,10.0,,,,,,,13.0,,,Lost Jewel,,,,Epic,80.0,,11.0,,,,,18.0,,,9.0
,,,,,,,9.0,,,,,8.0,,,,,Bloodshed Band,,,,Epic,80.0,,11.0,,,,,20.0,13.0,,
,,,,,,,9.0,,,,,6.0,,,,,Might of Blight,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,20.0,10.0,,
11.0,,,,,,,8.0,,,,,5.0,,,,,Planestalker Signet,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,21.0,,,
,,,,,,,9.0,,,,,,,13.0,,,Band of Neglected Pleas,,,,Epic,80.0,,11.0,,,,,19.0,,,8.0
13.0,,13.0,,,,,9.0,,,,,,,,,,Titan-Forged Band of Victory,,,,Epic,80.0,,11.0,,,,,20.0,13.0,,9.0
,,,,,,,,,,,,,,,,,Gold Twisted Ring,,,,Uncommon,75.0,,11.0,,,,,18.0,12.0,,
,,,,,,,,,,,,,,12.0,,,Band of Glittering Permafrost,,,,Rare,71.0,,11.0,,,,,18.0,,,8.0
12.0,,,,,,,,,,,,,,,,,Posy Ring,,,,Uncommon,73.0,,11.0,,,,,17.0,,,
,,,,,,,9.0,,,,,,,11.0,759.0,,Raine's Signet of Blasting,,,,Rare,74.0,,11.0,,,,,20.0,,,
,,,,,,,7.0,,,,,15.0,,,,,Signet of the Scorned,,,,Rare,80.0,,11.0,,,,,22.0,11.0,,
,,,,,,,,,,,,10.0,,14.0,,,An's Ring,,,,Uncommon,,,11.0,,,,,21.0,,,9.0
,,,,,,,9.0,,,,,,,,,10.0,Jade Smasher Band,,,,Uncommon,,,11.0,,,,,21.0,14.0,,
14.0,,,,,,,9.0,,,,,9.0,,,,,Windfur Band,,,,Uncommon,,,11.0,,,,,21.0,,,
,,,,,,,,,,,,9.0,,,,9.0,Signet of Transformation,,,,Rare,78.0,,11.0,,,,,21.0,14.0,,
13.0,,,,,,,9.0,,,,,9.0,,,,,Hyjal Savior's Signet,,,,Rare,,,11.0,,,,,20.0,,,
13.0,,,,,,,8.0,,,,,9.0,,,,,Quel'Dormir Signet Ring,,,,Rare,,,11.0,,,,,20.0,,,
13.0,,,,,,,9.0,,,,,6.0,,,,,Seal of Many Mouths,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,15.0,,,
13.0,,,,,,,9.0,,,,,9.0,,,,,Signet of Galathea,,,,Uncommon,,,11.0,,,,,20.0,,,
,,,,,,,,,,,,6.0,,10.0,,,Memory of Malygos,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,19.0,,,9.0
,,,,,Priest,,10.0,,,,,7.0,,13.0,,,Seraphic Ring of Wisdom,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
,,,,,,,,,,,,,,13.0,,,Spectral Seal of the Prophet,,,,Rare,80.0,,11.0,,,,,20.0,,,16.0
,,,,,,,9.0,,,,,7.0,,,,,Seal of the Betrayed King,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,20.0,12.0,,
13.0,,,,,,,9.0,,,,,8.0,,,,,Uruka's Band of Zeal,,,,Epic,80.0,,11.0,,,,,20.0,,,
,,,,,,,9.0,,,,,6.0,,,,,Zarithrian's Offering,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,20.0,10.0,,
,,,,,Shaman,,10.0,,,,,7.0,,13.0,,,Stormbinder Ring of Wisdom,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
,,,,,,,,,,,,6.0,,10.0,,,Circle of the Darkmender,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,19.0,,,9.0
,,,,,,,9.0,,,,,,,13.0,,,Wrathful Gladiator's Band of Dominance,,,,Epic,80.0,,11.0,,,,,19.0,,,9.0
,,,,,Paladin,,10.0,,,,,7.0,,13.0,,,Zealous Ring of Wisdom,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
,,,,,Priest,,10.0,,,,,7.0,,13.0,,,Seraphic Ring of Destruction,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
,,,,,,,7.0,,10.0,,,,,,,,Gatekeeper,,,,Epic,80.0,,11.0,,,,,20.0,10.0,,3.0
,,,,,,,4.0,,,,,10.0,,10.0,,,Firestorm Band,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,19.0,,,
13.0,,,,,,,10.0,,,,,9.0,,,,,Cindershard Ring,,,,Epic,80.0,,11.0,,,,,18.0,,,
,,,,,,,10.0,,,,,4.0,,10.0,,,Cerise Coiled Ring,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,19.0,,,
10.0,,,,,,,9.0,,,,,6.0,,,,,Saurfang's Cold-Forged Band,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,19.0,,,
,,,,,,,,,,,,7.0,,11.0,,,Ring of the Empty Horizon,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,19.0,,,9.0
,,,,,,,,,,,,7.0,,13.0,,,Starshine Circle,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,20.0,,,9.0
,,,,,,,10.0,,,,,8.0,,13.0,,,Pyrelight Circle,,,,Epic,80.0,,11.0,,,,,20.0,,,
,,,,,,,9.0,,,,,6.0,,,,,Band of the Violent Temperment,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,20.0,10.0,,
13.0,,,,,Monk,,,,,,,9.0,,,,9.0,Monastic Band of Onslaught,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
13.0,,13.0,,,,,6.0,,,,,,,,,,Signet of the Impregnable Fortress,,,,Rare,80.0,,11.0,,,,,20.0,13.0,,12.0
,,,,,Mage,,10.0,,,,,7.0,,13.0,,,Magesoul Ring of Destruction,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
,,,,,Druid,,,,,,,9.0,,13.0,,,Wildsoul Band of Wisdom,,,,Uncommon,80.0,,11.0,,,,,20.0,,,9.0
,,,,,,,8.0,,13.0,,,,,,,,Abomination's Bloody Ring,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,15.0,6.0,,
,,,,,,,,,10.0,,,,,,,,Band of the Twin Val'kyr,,,,Epic,80.0,,11.0,,,,,20.0,13.0,,3.0
13.0,,,,,Shaman,,,,,,,9.0,,,,9.0,Stormbinder Band of Onslaught,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
13.0,,,,,,,9.0,,,,,8.0,,,,,Band of Callous Aggression,,,,Epic,80.0,,11.0,,,,,20.0,,,
,,,,,Death knight,,,,9.0,,,,,,,,Ebonsoul Band of Stoicism,,,9.0,Uncommon,80.0,,11.0,,,,,20.0,13.0,,
,,,,,,,,,,,,,,13.0,,,Enchanted Wire Stitching,,,,Rare,78.0,,11.0,,,,,20.0,,,13.0
,,,,,,,5.0,,,,,9.0,,13.0,,,Shimmering Seal,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,20.0,,,
,,,,,,,,,10.0,,,,,,,,Loop of the Twin Val'kyr,,,,Epic,80.0,,11.0,,,,,20.0,13.0,,3.0
,,,,,,,16.0,,,,,13.0,,13.0,,,The Prospector's Prize,,,,Rare,80.0,,11.0,,,,,20.0,,,
,,,,,,0.5,9.0,,,,,9.0,,13.0,,,Etched Signet of the Kirin Tor,,,,Epic,80.0,,11.0,,,,,20.0,,,
,,,,,,,13.0,,,,,,,,,,Band of Frosted Thorns,,,,Rare,80.0,,11.0,,,,,20.0,13.0,,
10.0,,,,,,,9.0,,,,,8.0,,,,,Godbane Signet,,,,Epic,80.0,,11.0,,,,,25.0,,,
,,,,,,,10.0,,,,,8.0,,13.0,,,Emerald Signet Ring,,,,Epic,80.0,,11.0,,,,,18.0,,,
,,,,,,,10.0,,,,,4.0,,10.0,,,Cerise Coiled Ring,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,19.0,,,
,,,,,,,10.0,,,,,8.0,,,,,Strength of the Automaton,,,,Epic,80.0,,11.0,,,,,20.0,13.0,,
,,,,,,,9.0,,,,,,,13.0,,,Runed Mana Band,,,,Rare,80.0,,11.0,,,,,20.0,,,9.0
,,,,,Paladin,,,,,,,9.0,,13.0,,,Zealous Band of Wisdom,,,,Uncommon,80.0,,11.0,,,,,20.0,,,9.0
,,,,,,,,,,,,,,12.0,,,Twisted Puzzle-Ring,,,,Rare,77.0,,11.0,,,,,19.0,,,12.0
,,,,,,,9.0,,,,,10.0,,14.0,,,Windfur Ring,,,,Uncommon,,,11.0,,,,,21.0,,,
14.0,,,,,,,10.0,,,,,9.0,,,,,Friendly Gift Band,,,,Uncommon,,,11.0,,,,,21.0,,,
,,,,,,,9.0,,,,,10.0,,,,,Meow Meow Band,,,,Uncommon,,,11.0,,,,,21.0,14.0,,
,,,,,,,7.0,,14.0,,,,,,,,Ring of Cursed Fate,,,,Rare,80.0,,11.0,,,,,21.0,10.0,,
,,,,,,,9.0,,,,,9.0,,13.0,,,Dusky Pearl Ring,,,,Uncommon,,,11.0,,,,,20.0,,,
,,,,,,,,,8.0,,,,,,,,Loop of the Twin Val'kyr,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,20.0,8.0,,3.0
9.0,,,,,,,9.0,,,,,8.0,,,,,Ring of Ghoulish Glee,,,,Epic,80.0,,11.0,,,,,20.0,,,
,,,,,Warrior,,,,7.0,,,,,,,10.0,Valiant Ring of Stoicism,,,,Uncommon,80.0,,11.0,,,,,20.0,13.0,,
,,,,,Shaman,,,,,,,9.0,,13.0,,,Stormbinder Band of Wisdom,,,,Uncommon,80.0,,11.0,,,,,20.0,,,9.0
13.0,,,,,Druid,,,,,,,9.0,,,,9.0,Wildsoul Band of Onslaught,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
,,,,,,,10.0,,,,,8.0,,13.0,,,Frozen Loop,,,,Epic,80.0,,11.0,,,,,19.0,,,
,,,,,Priest,,,,,,,9.0,,13.0,,9.0,Seraphic Band of Destruction,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
13.0,,,,,Hunter,,,,,,,9.0,,,,9.0,Beastsoul Band of Onslaught,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
13.0,,,,,Druid,,10.0,,,,,7.0,,,,,Wildsoul Ring of Onslaught,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
,,,,,,,,,9.0,,,,,,,,Band of Torture,,,,Rare,80.0,,11.0,,,,,20.0,13.0,,4.0
,,,,,,,9.0,,,,,9.0,,,,,Band of the Violent Temperment,,,,Epic,80.0,,11.0,,,,,20.0,13.0,,
13.0,,,,,Rogue,,,,,,,9.0,,,,9.0,Shadowstalking Band of Onslaught,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
13.0,,,,,Monk,,,,7.0,,,,,,,10.0,Monastic Ring of Stoicism,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
11.0,,,,,,,8.0,,,,,5.0,,,,,Planestalker Band,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,21.0,,,
13.0,,,,,Hunter,,10.0,,,,,7.0,,,,,Beastsoul Ring of Onslaught,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
,,,,,,,8.0,,,,,10.0,,,,,Signet of Winter,,,,Epic,80.0,,11.0,,,,,20.0,13.0,,3.0
10.0,,,,,,,6.0,,,,,9.0,,,,,Seal of the Twilight Queen,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,19.0,,,
,,,,,Druid,,,,,,,9.0,,13.0,,9.0,Wildsoul Band of Destruction,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
,,,,,,,8.0,,13.0,,,,,,,,Abomination's Bloody Ring,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,15.0,6.0,,
13.0,,,,,Rogue,,10.0,,,,,7.0,,,,,Shadowstalking Ring of Onslaught,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
,,,,,,,9.0,,,,,6.0,,10.0,,,Ring of the Three-Headed Beast,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,19.0,,,
,,,,,,,,,,,,6.0,,13.0,,,Fire Orchid Signet,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,19.0,,,8.0
,,,,,Druid,,10.0,,,,,7.0,,13.0,,,Wildsoul Ring of Destruction,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
,,,,,,,9.0,,,,,,,13.0,,,Band of Deplorable Violence,,,,Epic,80.0,,11.0,,,,,19.0,,,8.0
,,,,,,,7.0,,,,,10.0,,13.0,,,Firestorm Band,,,,Epic,80.0,,11.0,,,,,19.0,,,
13.0,,,,,Monk,,10.0,,,,,7.0,,,,,Monastic Ring of Onslaught,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
,,,,,,,,,,,,9.0,,13.0,,,Deadly Gladiator's Band of Ascendancy,,,,Epic,80.0,,11.0,,,,,19.0,,,9.0
,,,,,,,9.0,,,,,9.0,,,,,Ring of the Violent Temperament,,,,Epic,80.0,,11.0,,,,,20.0,13.0,,
,,,,,Death knight,,,,,,,10.0,,,,7.0,Ebonsoul Ring of Might,,,,Uncommon,80.0,,11.0,,,,,20.0,13.0,,
,,,,,,,,,,,,10.0,,12.0,,,Conductive Seal,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,17.0,,,7.0
11.0,,,,,,,8.0,,,,,5.0,,,,,Planestalker Band,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,21.0,,,
,,,,,Monk,,10.0,,,,,7.0,,13.0,,,Monastic Ring of Wisdom,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
,,,,,,,,,,,,,,,,,Titanium Brain-Gear,,,,Rare,76.0,,11.0,,,,,20.0,13.0,,
,,,,,,0.5,,,,,,,,13.0,,,Etched Loop of the Kirin Tor,,,,Epic,80.0,,11.0,,,,,20.0,,,13.0
,,,,,Paladin,,9.0,,,,,,,,,9.0,Zealous Band of Might,,,,Uncommon,80.0,,11.0,,,,,20.0,13.0,,
,,,,,,,8.0,,,,,,,13.0,,,Spiteful Signet,,,,Epic,80.0,,11.0,,,,,20.0,,,9.0
,,,,,Mage,,,,,,,9.0,,13.0,,9.0,Magesoul Band of Destruction,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
10.0,,,,,,,9.0,,,,,8.0,,,,,Ring of Callous Aggression,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,15.0,,,
,,,,,Paladin,,,,,,,10.0,,,,7.0,Zealous Ring of Might,,,,Uncommon,80.0,,11.0,,,,,20.0,13.0,,
13.0,,,,,Shaman,,10.0,,,,,7.0,,,,,Stormbinder Ring of Onslaught,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
13.0,,13.0,,,,,9.0,,,,,,,,,,Furious Gladiator's Band of Triumph,,,,Epic,80.0,,11.0,,,,,20.0,13.0,,9.0
,,,,,Paladin,,,,9.0,,,,,,,,Zealous Band of Stoicism,,,9.0,Uncommon,80.0,,11.0,,,,,20.0,13.0,,
,,,,,Warrior,,9.0,,,,,,,,,9.0,Valiant Band of Might,,,,Uncommon,80.0,,11.0,,,,,20.0,13.0,,
,,,,,,,10.0,,,,,8.0,,,,,Purloined Wedding Ring,,,,Rare,80.0,,11.0,,,,,20.0,13.0,,
12.0,,,,,,,6.0,,,,,10.0,,,,,Band of Lights,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,18.0,,,
,,,,,,,,,7.0,,,,,,,,Signet of the Traitor King,,1.0,7.0,Epic,80.0,,11.0,Prismatic socket,,,,15.0,13.0,,
,,,,,,,9.0,,,,,,,,,,Platinum Band of the Aesir,,,,Epic,80.0,,11.0,,,,,20.0,9.0,,13.0
,,,,,Priest,,,,,,,9.0,,13.0,,,Seraphic Band of Wisdom,,,,Uncommon,80.0,,11.0,,,,,20.0,,,9.0
,,,,,Shaman,,,,,,,9.0,,13.0,,9.0,Stormbinder Band of Destruction,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
,,,,,Warrior,,,,9.0,,,,,,,,Valiant Band of Stoicism,,,9.0,Uncommon,80.0,,11.0,,,,,20.0,13.0,,
,,,,,,,,,,,,,,9.0,,,Earthshadow Ring,,1.0,,Rare,73.0,,11.0,Prismatic socket,,,,14.0,,,12.0
11.0,,11.0,,,,,11.0,,,,,7.0,,,,,Milan's Mastercraft Band,,,,Rare,71.0,,11.0,,,,,11.0,11.0,,
,,,,,,,201.0,,,,,,,,,,Band of Deplorable Violence,,,,Epic,80.0,,11.0,,,,,200.0,,,169.0
,,,,,,,10.0,,,,,9.0,,,,,Blossoming Ring,,,,Uncommon,,,11.0,,,,,21.0,14.0,,
,,,,,,,,,,,,9.0,,14.0,,9.0,Band of Acceptance,,,,Uncommon,,,11.0,,,,,21.0,,,
,,,,,,,11.0,,,,,,,14.0,,,Moonwater Ring,,,,Uncommon,,,11.0,,,,,21.0,,,7.0
,,,,,,,9.0,,,,,,,14.0,,9.0,Serpentspine Band,,,,Uncommon,,,11.0,,,,,21.0,,,
,,,,,,,7.0,,14.0,,,,,,,,Entwined Nereis,,,,Rare,78.0,,11.0,,,,,21.0,14.0,,
,,,,,,,,,,,,9.0,,13.0,,9.0,Signet of the Lookout,,,,Rare,,,11.0,,,,,20.0,,,
,,,,,,,,,,,,,,,,,Mirkfallon Ring,,,,Uncommon,80.0,,11.0,,,,,20.0,13.0,,
,,,,,,,,,,,,,,13.0,,,Swamplight Ring,,,,Uncommon,78.0,,11.0,,,,,20.0,,,
13.0,,,,,,,,,,,,,,,,,Sishir Ring,,,,Uncommon,79.0,,11.0,,,,,20.0,,,
,,,,,,,,,,,,8.0,,13.0,,9.0,Signet of Nascent Fire,,,,Uncommon,,,11.0,,,,,20.0,,,
,,,,,,,9.0,,,,,8.0,,,,,Signet of Fragrant Summoning,,,,Uncommon,,,11.0,,,,,20.0,13.0,,
,,,,,,,10.0,,,,,,,,,7.0,Sharptooth Signet,,,,Uncommon,,,11.0,,,,,20.0,13.0,,
,,,,,,,,,,,,,,,,,Moonbrook Ring,,,,Uncommon,77.0,,11.0,,,,,20.0,13.0,,
,,,,,,,,,,,,,,13.0,,,Band of Enchanted Growth,,,,Rare,80.0,,11.0,,,,,20.0,,,13.0
,,,,,,,,,,,,7.0,,13.0,,,Starshine Signet,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,20.0,,,9.0
,,,,,,,,,,,,9.0,,13.0,,,Ring of the Darkmender,,,,Epic,80.0,,11.0,,,,,19.0,,,9.0
,,,,,,,8.0,,,,,,,13.0,,,Glowing Ring of Reclamation,,,,Epic,80.0,,11.0,,,,,19.0,,,9.0
13.0,,,,,Monk,,,,9.0,,,,,,,,Monastic Band of Stoicism,,,9.0,Uncommon,80.0,,11.0,,,,,20.0,,,
,,,,,,,,,,,,6.0,,10.0,,,Ring of the Darkmender,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,19.0,,,9.0
,,,,,,,12.0,,,,,12.0,,,,,Windfire Band,,1.0,,Rare,78.0,,11.0,Prismatic socket,,,,9.0,,,
,,,,,,,8.0,,,,,6.0,,,,,Gormok's Band,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,20.0,10.0,,
,,,,,Druid,,10.0,,,,,7.0,,13.0,,,Wildsoul Ring of Wisdom,,,,Uncommon,80.0,,11.0,,,,,20.0,,,
,,,,,,0.5,,,,,,,,13.0,,,Runed Loop of the Kirin Tor,,,,Epic,80.0,,11.0,,,,,20.0,,,13.0
13.0,,,,,,,9.0,,,,,8.0,,,,,Ring of Callous Aggression,,,,Epic,80.0,,11.0,,,,,20.0,,,
,,,,,,0.5,,,,,,,,13.0,,,Inscribed Loop of the Kirin Tor,,,,Epic,80.0,,11.0,,,,,20.0,,,13.0
10.0,,,,,,,9.0,,,,,6.0,,,,,Sulfuron's Favor,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,20.0,,,
,,,,,Death knight,,,,7.0,,,,,,,10.0,Ebonsoul Ring of Stoicism,,,,Uncommon,80.0,,11.0,,,,,20.0,13.0,,
,,,,,,,9.0,,,,,9.0,,,,,Crazed Construct Ring,,,,Epic,80.0,,11.0,,,,,20.0,13.0,,
,,,,,,,9.0,,,,,9.0,,,,,Darkstone Ring,,,,Epic,80.0,,11.0,,,,,19.0,13.0,,
,,,,,Monk,,,,,,,9.0,,13.0,,,Monastic Band of Wisdom,,,,Uncommon,80.0,,11.0,,,,,20.0,,,9.0
,,,,,,,,,,,,,,13.0,,,Ringlet of Repose,,,,Rare,77.0,,11.0,,,,,20.0,,,13.0
13.0,,,,,,,8.0,,,,,9.0,,,,,Ring of Carnelian and Bone,,,,Rare,80.0,,11.0,,,,,20.0,,,
10.0,,,,,,,6.0,,,,,9.0,,,,,Seal of the Twilight Queen,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,19.0,,,
,,,,,,,,,,,,6.0,,13.0,,,Sanity's Bond,,,,Epic,80.0,,11.0,,,,,20.0,,,10.0
12.0,,12.0,,,,,9.0,,,,,,,,,,Jade Ring of Slaying,,1.0,,Rare,73.0,,11.0,Prismatic socket,,,,18.0,12.0,,
,,,,,,,,,,,,,,12.0,,,Cameo Ring,,,,Uncommon,74.0,,11.0,,,,,18.0,,,
,,,,,,,,,,,,,,,,,Filigree Ring,,,,Uncommon,72.0,,11.0,,,,,17.0,12.0,,
,,,,,,,,,9.0,,,,,,,,Worgen's Ring of Revitalization,,,,Rare,72.0,,11.0,,,,,14.0,,,27.0
,,,,,,,207.0,,,,,,,,,,Lurid Manifestation,,,,Epic,80.0,,11.0,,,,,200.0,,,164.0
14.0,,,,,,,,,,,,9.0,,,,10.0,Lurking Tiger Band,,,,Uncommon,,,11.0,,,,,21.0,,,
,,,,,,,,,,,,,,,,9.0,Ring of Restoration,,,,Uncommon,,,11.0,,,,,21.0,14.0,,10.0
14.0,,,,,,,9.0,,,,,,,,,9.0,Skullcracker Ring,,,,Rare,78.0,,11.0,,,,,21.0,,,
,,,,,,,8.0,,,,,,,14.0,,10.0,Anthia's Ring,,,,Rare,78.0,,11.0,,,,,21.0,,,
14.0,,,,,,,9.0,,,,,9.0,,,,,Nautilus Ring,,,,Rare,78.0,,11.0,,,,,21.0,,,
,,,,,,,,,,,,9.0,,14.0,,,Ring of the Great Whale,,,,Rare,78.0,,11.0,,,,,21.0,,,9.0
,,,,,,,,,,,,9.0,,13.0,,9.0,Signet of the Lookout,,,,Rare,,,11.0,,,,,20.0,,,
13.0,,,,,,,8.0,,,,,9.0,,,,,Quel'Dormir Signet Ring,,,,Rare,,,11.0,,,,,20.0,,,
,,,,,,,9.0,,,,,9.0,,13.0,,,Dusky Pearl Ring,,,,Uncommon,,,11.0,,,,,20.0,,,
13.0,,,,,,,9.0,,,,,,,,,9.0,Ring of the Quenched Inferno,,,,Uncommon,,,11.0,,,,,20.0,,,
,,,,,,,9.0,,,,,6.0,,10.0,,,Saviana's Tribute,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,19.0,,,
,,,,,,,9.0,,,,,6.0,,,,,Zarithrian's Offering,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,20.0,10.0,,
,,,,,,,,,,,,11.0,,13.0,,,Arcane Focal Signet,,,,Rare,76.0,,11.0,,,,,20.0,,,
,,,,,,,4.0,,,,,6.0,,,,,Gormok's Band,,2.0,,Epic,80.0,,11.0,Prismatic socket,Prismatic socket,,,20.0,7.0,,
,,,,,,,,,,,,,,,,,Spur Ring,,,,Uncommon,79.0,,11.0,,,,,20.0,13.0,,
,,,,,,,9.0,,,,,9.0,,,,,Sif's Promise,,,,Epic,80.0,,11.0,,,,,20.0,13.0,,
,,,,,,,,,,,,10.0,,13.0,,,Radiant Seal,,,,Epic,80.0,,11.0,,,,,20.0,,,8.0
,,,,,,,8.0,,,,,,,,,,Fate's Clutch,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,18.0,9.0,,12.0
,,,,,,,8.0,,,,,6.0,,,,,Carnivorous Band,,1.0,,Epic,80.0,,11.0,Prismatic socket,,,,20.0,10.0,,
13.0,,13.0,,,,,9.0,,,,,,,,,,Deadly Gladiator's Band of Victory,,,,Epic,80.0,,11.0,,,,,20.0,13.0,,9.0
,,,,,,,,,,,,9.0,,13.0,,,Circle of the Darkmender,,,,Epic,80.0,,11.0,,,,,19.0,,,9.0
13.0,,,,,,,9.0,,,,,8.0,,,,,Metallic Loop of the Sufferer,,,,Epic,80.0,,11.0,,,,,21.0,,,
