agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,healthrgn,int,itemset,lifesteal,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,rgdcritstrkrtng,slotbak,socket1,socket2,socket3,speed,speedbonus,sta,str,strint,versatility
,,,36.0,,,,8.0,55.0,,,,,18.0,,,,Taldaram's Plated Fists,,2.0,9.0,Epic,,80.0,,10.0,Prismatic socket,Prismatic socket,,,,18.0,18.0,18.0,
,,,36.0,Paladin,,,,55.0,,,12.0,,16.0,-784.0,,,Valorous Aegis Gloves,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,24.0,16.0,16.0,10.0
,,,36.0,Warrior,,12.0,,55.0,,,9.0,,14.0,-160.0,,,Wrynn's Gauntlets of Triumph,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,26.0,14.0,14.0,
11.0,11.0,,24.0,,,12.0,,55.0,,,5.0,,11.0,,,,Stormbringer Gloves,,2.0,,Epic,,80.0,,10.0,Prismatic socket,Prismatic socket,,,,25.0,,,
17.0,17.0,,24.0,,,13.0,,55.0,,,10.0,,17.0,,,,Handgrips of the Foredoomed,,,,Epic,,80.0,,10.0,,,,,,25.0,,,
,,,36.0,,,12.0,,55.0,,,9.0,,14.0,,,,Gauntlets of Bitter Reprisal,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,26.0,14.0,14.0,
,,,36.0,,,9.0,,55.0,,,,,13.0,,,,Gauntlets of the Iron Furnace,,,,Epic,,80.0,,10.0,,,,,,26.0,13.0,13.0,17.0
,,,36.0,Paladin,,13.0,,55.0,,,8.0,,15.0,-750.0,,,Heroes' Redemption Gloves,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,25.0,15.0,15.0,
13.0,13.0,,16.0,Druid,,12.0,,55.0,,,9.0,,13.0,-758.0,,,Heroes' Dreamwalker Handgrips,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,28.0,,,
17.0,17.0,,16.0,,,12.0,,55.0,,,6.0,,17.0,,,,Cat Burglar's Grips,,2.0,,Epic,,80.0,,10.0,Prismatic socket,Prismatic socket,,,,17.0,,,
,,,10.0,Mage,,12.0,,55.0,,,9.0,,14.0,-137.0,,,Sunstrider's Gauntlets of Triumph,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,25.0,,,
17.0,17.0,,16.0,,,18.0,,55.0,,,5.0,,17.0,,,,Gloves of the Stonereaper,,,,Epic,,80.0,,10.0,,,,,,26.0,,,
17.0,17.0,,24.0,,,13.0,,55.0,,,10.0,,17.0,,,,Gloves of Calculated Risk,,,,Epic,,80.0,,10.0,,,,,,26.0,,,
,,,36.0,Paladin,,9.0,,55.0,,,,,14.0,-213.0,,,Relentless Gladiator's Scaled Gauntlets,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,26.0,14.0,14.0,12.0
11.0,11.0,,24.0,,,4.0,,55.0,,,12.0,,11.0,,,,Handgrips of Frost and Sleet,,2.0,,Epic,,80.0,,10.0,Prismatic socket,Prismatic socket,,,,26.0,,,
,,,36.0,Warrior,,,11.0,,,,,,17.0,-200.0,,,Wrynn's Handguards of Triumph,,1.0,9.0,Epic,,80.0,,10.0,Prismatic socket,,,,,21.0,17.0,17.0,
,,,10.0,,,,,55.0,,,,,17.0,,,,Overlook Handguards,,,,Epic,,80.0,,10.0,,,,,,26.0,,,17.0
,,,10.0,,,13.0,,55.0,,,7.0,,15.0,,,,Gloves of Dark Gestures,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,25.0,,,
,,,10.0,,,,,55.0,,,17.0,,17.0,,,,Spellweave Gloves,,,,Epic,,80.0,,10.0,,,,,,19.0,,,10.0
,,,36.0,,,,,50.0,,,,,17.0,814.0,,,Ornate Saronite Gauntlets,,,,Rare,,78.0,,10.0,,,,,,26.0,17.0,17.0,24.0
,,,36.0,,,10.0,,55.0,,,,,17.0,,,,Gloves of the Pythonic Guardian,,,,Epic,,80.0,,10.0,,,,,,25.0,17.0,17.0,12.0
17.0,17.0,,16.0,Rogue,,12.0,,55.0,,,9.0,,17.0,-235.0,,,Sanctified Shadowblade Gauntlets,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,21.0,,,
17.0,17.0,,24.0,,,,,55.0,,,10.0,,17.0,,,,Gloves of Taut Grip,,,,Epic,,80.0,,10.0,,,,,,26.0,,,13.0
17.0,17.0,,16.0,,,,,55.0,,,10.0,,17.0,,,,Gloves of Peaceful Death,,,,Epic,,80.0,,10.0,,,,,,24.0,,,13.0
,,,34.0,,,13.0,,50.0,,,,,23.0,,,,Brilliant Saronite Gauntlets,,,,Rare,,75.0,,10.0,,,,,,15.0,23.0,23.0,
,,,32.0,,,,,40.0,,,,,15.0,,,,Grizzlemaw Gauntlets,,,,Uncommon,,72.0,,10.0,,,,,,23.0,15.0,15.0,
19.0,19.0,,14.0,,,15.0,,40.0,,,,,19.0,754.0,,,Arctic Gloves,,,,Uncommon,,71.0,,10.0,,,,,,15.0,,,
,,,11.0,,,13.0,,50.0,,,13.0,,19.0,,,,Toad-Slime Gloves,,,,Rare,,80.0,,10.0,,,,,,29.0,,,
19.0,19.0,,18.0,,,,,40.0,,,13.0,,19.0,,,13.0,Blackthicket Gloves,,,,Uncommon,,,,10.0,,,,,,28.0,,,
,,,36.0,Paladin,,12.0,,55.0,,,,,15.0,-263.0,,,Sanctified Lightsworn Gloves,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,25.0,15.0,15.0,9.0
,,,36.0,Paladin,,12.0,,55.0,,,10.0,,16.0,-20.0,,,Valorous Redemption Gauntlets,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,26.0,16.0,16.0,
15.0,15.0,,16.0,,,9.0,,55.0,,,11.0,,15.0,,,,Gloves of Fast Reactions,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,26.0,,,
14.0,14.0,,24.0,Shaman,,12.0,,55.0,,,9.0,,14.0,-850.0,,,Frost Witch's Grips,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,26.0,,,
,,,36.0,,,,6.0,55.0,,,,,17.0,,,,Adamant Handguards,,,15.0,Epic,,80.0,,10.0,,,,,,26.0,17.0,17.0,
14.0,14.0,,24.0,Shaman,,12.0,,55.0,,,9.0,,14.0,-238.0,,,Sanctified Frost Witch's Gloves,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,25.0,,,
,,,10.0,Priest,,13.0,,55.0,,,,,17.0,-81.0,,,Conqueror's Handwraps of Sanctification,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,20.0,,,11.0
,,,10.0,,,,,50.0,,,,,17.0,,,,Gloves of the Azure-Lord,,,,Rare,,78.0,,10.0,,,,,,26.0,,,14.0
,,,36.0,Death knight,,12.0,,55.0,,,9.0,,14.0,-853.0,,,Scourgelord Gauntlets,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,26.0,14.0,14.0,
,,,10.0,,,12.0,,50.0,,,6.0,,11.0,,,,Gloves of False Gestures,,,,Rare,,80.0,,10.0,,,,,,26.0,,,
,,,36.0,Warrior,,9.0,,55.0,,,,,14.0,-212.0,,,Relentless Gladiator's Plate Gauntlets,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,26.0,14.0,14.0,12.0
,,,10.0,,,12.0,,50.0,,,,,17.0,819.0,,,Frostsavage Gloves,,,,Rare,,78.0,,10.0,,,,,,26.0,,,12.0
,,,36.0,,,11.0,,50.0,,,,,18.0,,,,Gauntlets of Shattered Pride,,,,Rare,,80.0,,10.0,,,,,,31.0,18.0,18.0,
,,,10.0,,,,,55.0,,,12.0,,11.0,,,,San'layn Ritualist Gloves,,2.0,,Epic,,80.0,,10.0,Prismatic socket,Prismatic socket,,,,25.0,,,6.0
16.0,16.0,,24.0,,,11.0,,55.0,,,,,16.0,,,,Corpse Scarab Handguards,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,25.0,,,9.0
,,,36.0,,,12.0,,55.0,,,7.0,,14.0,,,,Gauntlets of Rising Anger,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,26.0,14.0,14.0,
17.0,17.0,,16.0,,,,,50.0,,,,,17.0,,,,Gloves of Northern Lordaeron,,,,Rare,,78.0,,10.0,,,,,,26.0,,,17.0
16.0,16.0,,24.0,,,8.0,,55.0,,,13.0,,16.0,,,,Runeshaper's Gloves,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,26.0,,,
,,,10.0,,,,,50.0,,,,,17.0,,,,Gloves of the Crystal Gardener,,,,Rare,,80.0,,10.0,,,,,,26.0,,,17.0
14.0,14.0,,24.0,Hunter,,14.0,,,,,9.0,,14.0,-190.0,,,Windrunner's Handguards of Triumph,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,21.0,,,
16.0,16.0,,24.0,Shaman,,10.0,,55.0,,,12.0,,16.0,-74.0,,,Conqueror's Worldbreaker Handguards,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,24.0,,,
,,,36.0,,,12.0,,55.0,,,6.0,,11.0,,,,Gatecrasher's Gauntlets,,2.0,,Epic,,80.0,,10.0,Prismatic socket,Prismatic socket,,,,26.0,11.0,11.0,
,,,36.0,Death knight,,7.0,,55.0,,,,,16.0,-54.0,,,Deadly Gladiator's Dreadplate Gauntlets,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,26.0,16.0,16.0,9.0
11.0,11.0,,24.0,Hunter,,12.0,,55.0,,,,,11.0,-58.0,,,Deadly Gladiator's Chain Gauntlets,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,26.0,,,12.0
14.0,14.0,,24.0,Hunter,,14.0,,,,,9.0,,14.0,-191.0,,,Windrunner's Handguards of Triumph,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,21.0,,,
,,,9.0,,,,,40.0,,,,,17.0,,,,Crystalsong Gloves,,,,Uncommon,,78.0,,10.0,,,,,,26.0,,,
16.0,16.0,,23.0,,,,,50.0,,,,,16.0,,,,Rock-Giant's Pinky Cover,,,,Rare,,72.0,,10.0,,,,,,24.0,,,
,,,34.0,,,,,40.0,,,,,16.0,,,,Magnataur Gauntlets,,,,Uncommon,,76.0,,10.0,,,,,,24.0,16.0,16.0,
19.0,19.0,,27.0,,,14.0,,50.0,,,,,19.0,,,12.0,Barrel Stacker's Mitts,,,,Rare,,1.0,,10.0,,,,,,29.0,,,
19.0,19.0,,26.0,,,14.0,,40.0,,,,,19.0,,,11.0,Fox Grove Handguards,,,,Uncommon,,,,10.0,,,,,,28.0,,,
12.0,12.0,,17.0,,,,,55.0,,,6.0,,12.0,,,,Handguards of Winter's Respite,,2.0,,Epic,,80.0,,10.0,Prismatic socket,Prismatic socket,,,,25.0,,,12.0
,,,10.0,Warlock,,12.0,,55.0,,,9.0,,15.0,-248.0,,,Sanctified Dark Coven Gloves,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,25.0,,,
,,,10.0,Warlock,,12.0,,55.0,,,9.0,,14.0,-803.0,,,Gul'dan's Gloves of Conquest,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,25.0,,,
,,,36.0,,,13.0,,55.0,,,9.0,,18.0,,,,Gauntlets of the Wretched,,,,Epic,,80.0,,10.0,,,,,,26.0,18.0,18.0,
,,,10.0,Mage,,12.0,,55.0,,,9.0,,14.0,-839.0,,,Bloodmage Gloves,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,25.0,,,
17.0,17.0,,24.0,Hunter,,12.0,,55.0,,,,,17.0,-93.0,,,Furious Gladiator's Chain Gauntlets,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,26.0,,,12.0
,,,36.0,,,10.0,17.0,50.0,,,,,17.0,,,,Gauntlets of the Water Revenant,,,,Rare,,80.0,,10.0,,,,,,26.0,17.0,17.0,
,,,10.0,Priest,,,,55.0,,,,,14.0,-278.0,,,Wrathful Gladiator's Mooncloth Gloves,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,25.0,,,21.0
17.0,17.0,,16.0,,,,,50.0,,,,,17.0,,,,Ethereal Terror Handwraps,,,,Rare,,74.0,,10.0,,,,,,26.0,,,
,,,10.0,,,,,40.0,,,,,17.0,,,,Vizier Gloves,,,,Uncommon,,79.0,,10.0,,,,,,26.0,,,
,,,36.0,Paladin,,7.0,,50.0,,,,,15.0,-779.0,,,Savage Gladiator's Scaled Gauntlets,,1.0,,Rare,,80.0,,10.0,Prismatic socket,,,,,25.0,15.0,15.0,9.0
,,,36.0,,,12.0,,55.0,,,6.0,,11.0,,,,Gauntlets of Bitter Reprisal,,2.0,,Epic,,80.0,,10.0,Prismatic socket,Prismatic socket,,,,26.0,11.0,11.0,
17.0,17.0,,24.0,,,11.0,,50.0,,,13.0,,17.0,,,,Gauntlets of the Plundering Geist,,,,Rare,,80.0,,10.0,,,,,,26.0,,,
,,,10.0,Priest,,13.0,,55.0,,,,,17.0,-794.0,,,Valorous Handwraps of Sanctification,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,20.0,,,11.0
,,,36.0,,,11.0,,50.0,,,,,17.0,,,,Fists of Loken,,1.0,,Rare,,78.0,,10.0,Prismatic socket,,,,,26.0,17.0,17.0,
,,,36.0,Warrior,,9.0,9.0,55.0,,,,,13.0,-241.0,,,Sanctified Ymirjar Lord's Handguards,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,21.0,13.0,13.0,4.0
,,,36.0,Warrior,,,11.0,55.0,,,,,17.0,-827.0,,,Wrynn's Handguards of Conquest,,1.0,9.0,Epic,,80.0,,10.0,Prismatic socket,,,,,21.0,17.0,17.0,
15.0,15.0,,24.0,Shaman,,10.0,,55.0,,,,,15.0,-757.0,,,Heroes' Earthshatter Handguards,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,25.0,,,10.0
,,,36.0,Paladin,,9.0,9.0,55.0,,,,,13.0,-246.0,,,Sanctified Lightsworn Handguards,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,21.0,13.0,13.0,4.0
17.0,17.0,,24.0,,,11.0,,50.0,,,12.0,,17.0,,,,Grips of the Beast God,,1.0,,Rare,,80.0,,10.0,Prismatic socket,,,,,26.0,,,
16.0,16.0,,24.0,Shaman,,10.0,,55.0,,,11.0,,16.0,-786.0,,,Valorous Worldbreaker Gloves,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,24.0,,,
16.0,16.0,,16.0,Druid,,12.0,,55.0,,,,,16.0,-30.0,,,Valorous Dreamwalker Gloves,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,25.0,,,8.0
17.0,17.0,,24.0,Hunter,,10.0,,40.0,,,12.0,,17.0,,,,Beastsoul Gauntlets,,,,Uncommon,,80.0,,10.0,,,,,,26.0,,,
14.0,14.0,,16.0,Druid,,9.0,,55.0,,,,,14.0,-810.0,,,Runetotem's Handguards of Conquest,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,25.0,,,12.0
16.0,16.0,,16.0,,,13.0,,50.0,,,,,16.0,,,,Seafoam Gauntlets,,,,Rare,,78.0,,10.0,,,,,,32.0,,,
,,,10.0,Warlock,,12.0,,55.0,,,9.0,,14.0,-840.0,,,Dark Coven Gloves,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,25.0,,,
,,,10.0,,,12.0,,55.0,,,6.0,,11.0,,,,Sister's Handshrouds,,2.0,,Epic,,80.0,,10.0,Prismatic socket,Prismatic socket,,,,25.0,,,
17.0,17.0,,16.0,,,,,40.0,,,,,17.0,,,,Pygmy Gloves,,,,Uncommon,,77.0,,10.0,,,,,,25.0,,,
,,,92.0,,,78.0,,,,,78.0,,178.0,,,,Gloves of the Lifeless Touch,,,,Epic,,80.0,,10.0,,,,,,267.0,,,
19.0,19.0,,18.0,,,,,50.0,,,14.0,,19.0,,,11.0,Gloves of Burrow Spelunking,,,,Rare,,80.0,,10.0,,,,,,29.0,,,
19.0,19.0,,18.0,,,,,50.0,,,14.0,,19.0,,,11.0,Master Brewer's Gloves,,,,Rare,,1.0,,10.0,,,,,,29.0,,,
19.0,19.0,,27.0,,,,,50.0,,,,,19.0,,,13.0,Virmen Exterminator Gloves,,,,Rare,,1.0,,10.0,,,,,,29.0,,,13.0
,,,40.0,,,14.0,,50.0,,,,,19.0,,,11.0,Thunderfall Gauntlets,,,,Rare,,80.0,,10.0,,,,,,29.0,19.0,19.0,
18.0,18.0,,17.0,,,,,50.0,,,13.0,,18.0,,,,Gloves of Nurtured Truth,,,,Rare,,,,10.0,,,,,,27.0,,,10.0
,,,36.0,Warrior,,9.0,9.0,55.0,,,,,14.0,-260.0,,,Sanctified Ymirjar Lord's Handguards,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,22.0,14.0,14.0,4.0
,,,36.0,,,,8.0,55.0,,,,,17.0,,,,Taldaram's Plated Fists,,2.0,9.0,Epic,,80.0,,10.0,Prismatic socket,Prismatic socket,,,,17.0,17.0,17.0,
17.0,17.0,,16.0,,,,,50.0,,,,,17.0,,,,Grotto Mist Gloves,,1.0,,Rare,,80.0,,10.0,Prismatic socket,,,,,26.0,,,18.0
,,,36.0,Death knight,,,14.0,55.0,,,,,17.0,-832.0,,,Koltira's Handguards of Conquest,,1.0,6.0,Epic,,80.0,,10.0,Prismatic socket,,,,,21.0,17.0,17.0,
,,,36.0,,,12.0,,55.0,,,4.0,,11.0,,,,Gauntlets of Mounting Anger,,2.0,,Epic,,80.0,,10.0,Prismatic socket,Prismatic socket,,,,26.0,11.0,11.0,
,,,36.0,,,12.0,,55.0,,,,,17.0,,,,Rusty Frozen Fingerguards,,,,Epic,,80.0,,10.0,,,,,,26.0,17.0,17.0,12.0
11.0,11.0,,16.0,,,,,55.0,,,6.0,,11.0,,,,Icicle Shapers,,2.0,,Epic,,80.0,,10.0,Prismatic socket,Prismatic socket,,,,25.0,,,12.0
,,,10.0,,,14.0,,50.0,,,,,17.0,,,,Lava Burn Gloves,,,,Rare,,75.0,,10.0,,,,,,26.0,,,
,,,36.0,Death knight,,12.0,,55.0,,,9.0,,14.0,-164.0,,,Thassarian's Gauntlets of Triumph,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,26.0,14.0,14.0,
17.0,17.0,,16.0,,,12.0,,55.0,,,10.0,,17.0,,,,Carpal Tunnelers,,,,Epic,,80.0,,10.0,,,,,,26.0,,,
,,,36.0,,,,,40.0,,,,,17.0,,,,Necropolis Gloves,,,,Uncommon,,80.0,,10.0,,,,,,26.0,17.0,17.0,
,,,10.0,Warlock,,7.0,,55.0,,,,,16.0,-56.0,,,Deadly Gladiator's Felweave Handguards,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,24.0,,,9.0
,,,36.0,Warrior,,12.0,,55.0,,,9.0,,14.0,-826.0,,,Hellscream's Gauntlets of Conquest,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,26.0,14.0,14.0,
,,,10.0,Warlock,,8.0,,55.0,,,,,16.0,-91.0,,,Furious Gladiator's Felweave Handguards,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,25.0,,,9.0
15.0,15.0,,16.0,,,10.0,,55.0,,,10.0,,15.0,,,,Sunreaver Assassin's Gloves,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,24.0,,,
15.0,15.0,,24.0,,,15.0,,55.0,,,9.0,,15.0,,,,Grotesque Handgrips,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,20.0,,,
,,,36.0,Paladin,,,11.0,55.0,,,,,17.0,-837.0,,,Turalyon's Handguards of Conquest,,1.0,9.0,Epic,,80.0,,10.0,Prismatic socket,,,,,21.0,17.0,17.0,
,,,36.0,Death knight,,9.0,9.0,55.0,,,,,13.0,-854.0,,,Scourgelord Handguards,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,21.0,13.0,13.0,4.0
17.0,17.0,,24.0,,,17.0,,55.0,,,,,17.0,,,,Fiery Obelisk Handguards,,,,Epic,,80.0,,10.0,,,,,,26.0,,,
,,,10.0,Priest,,13.0,,55.0,,,10.0,,16.0,-35.0,,,Valorous Handwraps of Faith,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,23.0,,,
,,,10.0,,,6.0,,55.0,,,,,11.0,,,,Gloves of Ambivalence,,2.0,,Epic,,80.0,,10.0,Prismatic socket,Prismatic socket,,,,25.0,,,12.0
,,,10.0,,,10.0,,55.0,,,,,11.0,,,,Handwraps of the Vigilant,,2.0,,Epic,,80.0,,10.0,Prismatic socket,Prismatic socket,,,,25.0,,,7.0
,,,10.0,,,12.0,,55.0,,,6.0,,11.0,,,,Sister's Handshrouds,,2.0,,Epic,,80.0,,10.0,Prismatic socket,Prismatic socket,,,,25.0,,,
,,,36.0,Death knight,,7.0,,55.0,,,,,15.0,-38.0,,,Hateful Gladiator's Dreadplate Gauntlets,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,26.0,15.0,15.0,9.0
,,,36.0,,,6.0,,55.0,,,,,11.0,,,,Festergut's Gaseous Gloves,,2.0,,Epic,,80.0,,10.0,Prismatic socket,Prismatic socket,,,,25.0,11.0,11.0,12.0
15.0,15.0,,16.0,Rogue,,7.0,,55.0,,,,,15.0,-49.0,,,Hateful Gladiator's Leather Gloves,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,25.0,,,9.0
,,,36.0,,,6.0,,55.0,,,,,11.0,,,,Festergut's Gaseous Gloves,,2.0,,Epic,,80.0,,10.0,Prismatic socket,Prismatic socket,,,,25.0,11.0,11.0,12.0
,,,10.0,Mage,,12.0,,40.0,,,,,17.0,,,12.0,Magesoul Handwraps,,,,Uncommon,,80.0,,10.0,,,,,,26.0,,,
,,,10.0,Mage,,8.0,,55.0,,,,,16.0,-97.0,,,Furious Gladiator's Silk Handguards,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,25.0,,,9.0
14.0,14.0,,24.0,Hunter,,9.0,,55.0,,,,,14.0,-273.0,,,Wrathful Gladiator's Chain Gauntlets,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,26.0,,,12.0
17.0,17.0,,16.0,,,,,55.0,,,11.0,,17.0,,,,Essence of Desire,,,,Epic,,80.0,,10.0,,,,,,26.0,,,12.0
,,,36.0,Warrior,,,11.0,55.0,,,,,17.0,-163.0,,,Hellscream's Handguards of Triumph,,1.0,9.0,Epic,,80.0,,10.0,Prismatic socket,,,,,21.0,17.0,17.0,
17.0,17.0,,16.0,,,9.0,,55.0,,,9.0,,17.0,,,,Scourge Stranglers,,2.0,,Epic,,80.0,,10.0,Prismatic socket,Prismatic socket,,,,15.0,,,
,,,10.0,Priest,,13.0,,55.0,,,9.0,,15.0,-765.0,,,Heroes' Handwraps of Faith,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,23.0,,,
,,,10.0,Priest,,12.0,,55.0,,,9.0,,14.0,-142.0,,,Velen's Handwraps of Triumph,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,25.0,,,
,,,9.0,,,,,40.0,,,,,16.0,,,,Oracle Gloves,,,,Uncommon,,76.0,,10.0,,,,,,24.0,,,
16.0,16.0,,23.0,,,,,40.0,,,,,16.0,,,,Wolvar Fists,,,,Uncommon,,76.0,,10.0,,,,,,24.0,,,
,,,9.0,,,15.0,,50.0,,,,,10.0,,,,Rhie-Ay's Clutching Gauntlets,,,,Rare,,77.0,,10.0,,,,,,18.0,,,16.0
16.0,16.0,,21.0,,,,,40.0,,,,,16.0,,,,Trapper Gloves,,,,Uncommon,,73.0,,10.0,,,,,,24.0,,,
,,,18.0,,,,,40.0,,,,,,,,,Icy Mail Gloves,,,,Poor,,71.0,,10.0,,,,,,,,,
,,,37.0,,,,,40.0,,,12.0,,18.0,,,12.0,Redsteel Gauntlets,,,,Uncommon,,80.0,,10.0,,,,2.6,,27.0,18.0,18.0,
18.0,18.0,,17.0,Rogue,,12.0,,55.0,,,9.0,,18.0,-254.0,,,Sanctified Shadowblade Gauntlets,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,22.0,,,
18.0,18.0,,17.0,Druid,,12.0,,55.0,,,9.0,,18.0,-253.0,,,Sanctified Lasherweave Handgrips,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,22.0,,,
17.0,17.0,,16.0,,,,,40.0,,,10.0,,17.0,,,,Gloves of Delicate Mixture,,,,Uncommon,,,,10.0,,,,,,26.0,,,13.0
,,,36.0,Death knight,,12.0,,55.0,,,9.0,,15.0,-752.0,,,Heroes' Scourgeborne Gauntlets,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,26.0,15.0,15.0,
,,,36.0,,,,15.0,55.0,,,,,17.0,,,,Gauntlets of the Disobedient,,,,Epic,,80.0,,10.0,,,,,,26.0,17.0,17.0,
14.0,14.0,,16.0,Rogue,,9.0,,55.0,,,,,14.0,-223.0,,,Relentless Gladiator's Leather Gloves,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,25.0,,,12.0
,,,10.0,Priest,,12.0,,40.0,,,12.0,,17.0,,,,Seraphic Handwraps,,,,Uncommon,,80.0,,10.0,,,,,,26.0,,,
14.0,14.0,,24.0,Shaman,,12.0,,,,,9.0,,14.0,-194.0,,,Thrall's Gloves of Triumph,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,25.0,,,
14.0,14.0,,24.0,Shaman,,12.0,,55.0,,,9.0,,14.0,-239.0,,,Sanctified Frost Witch's Grips,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,26.0,,,
17.0,17.0,,16.0,,,,,50.0,,,17.0,,17.0,,,,Gloves of Radiant Light,,,,Rare,,80.0,,10.0,,,,,,26.0,,,
,,,10.0,,,,,50.0,,,,,17.0,,,,Gloves of Distorted Time,,1.0,,Rare,,80.0,,10.0,Prismatic socket,,,,,26.0,,,16.0
15.0,15.0,,16.0,Druid,,,,55.0,,,8.0,,15.0,-759.0,,,Heroes' Dreamwalker Handguards,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,25.0,,,13.0
,,,10.0,,,10.0,,55.0,,,9.0,,17.0,,,,Gloves of Grandeur,,,,Epic,,80.0,,10.0,,,,,,29.0,,,
11.0,11.0,,16.0,,,9.0,,55.0,,,9.0,,11.0,,,,Changeling Gloves,,2.0,,Epic,,80.0,,10.0,Prismatic socket,Prismatic socket,,,,25.0,,,
15.0,15.0,,24.0,Shaman,,11.0,,55.0,,,10.0,,15.0,-26.0,,,Valorous Earthshatter Gloves,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,25.0,,,
,,,36.0,,,9.0,,50.0,,,,,18.0,816.0,,,Savage Saronite Gauntlets,,,,Rare,,78.0,,10.0,,,,,,22.0,18.0,18.0,15.0
15.0,15.0,,16.0,,,10.0,,55.0,,,,,15.0,,,,Gloves of the Dancing Bear,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,24.0,,,12.0
,,,36.0,Death knight,,8.0,,55.0,,,,,16.0,-89.0,,,Furious Gladiator's Dreadplate Gauntlets,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,26.0,16.0,16.0,9.0
,,,10.0,Priest,,12.0,,55.0,,,9.0,,14.0,-143.0,,,Zabra's Handwraps of Triumph,,1.0,,Epic,,80.0,,10.0,Prismatic socket,,,,,25.0,,,
,,,36.0,,,10.0,,50.0,,,,,24.0,,,,Righteous Gauntlets,,,,Rare,,78.0,,10.0,,,,,,15.0,24.0,24.0,
17.0,17.0,,24.0,,,12.0,,55.0,,,,,17.0,,,,Gloves of Augury,,,,Epic,,80.0,,10.0,,,,,,26.0,,,10.0
