agi,agiint,agistr,agistrint,arcres,armorbonus,avoidance,classes,cooldown,critstrkrtng,dmg,dodgertng,firres,frores,hastertng,healthrgn,int,lifesteal,mastrtng,name_enus,natres,nsockets,parryrtng,pvppower,quality,reqlevel,reqspell,resirtng,slotbak,socket1,socket2,socket3,speed,speedbonus,spi,splpwr,sta,str,versatility
,,,,,,,Paladin,,,,,,,,,,,,Sunsoul Stone of Battle,,,,,Uncommon,90.0,,,12.0,,,,,,,,,19.0,
19.0,,,,,,,Shaman,,,,,,,,,,,,Streamtalker Stone of Rage,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Malevolent Gladiator's Emblem of Meditation,,,,,Epic,90.0,,,12.0,,,,,,,,,,25.0
19.0,,,,,,,Monk,,,,,,,,,,,,Mistdancer Stone of Rage,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,25.0,Heart of Fire,,,,,Rare,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,25.0,,,,,Shock-Charger Medallion,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Tyrannical Gladiator's Emblem of Tenacity,,,,,Epic,90.0,,,12.0,,,,,,,,30.0,,
,,,,,,,Shaman,,,,,,,,,19.0,,,Streamtalker Stone of Destruction,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Tyrannical Gladiator's Badge of Victory,,,,,Epic,90.0,,,12.0,,,,,,,,,25.0,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Brawler's Statue,,,,,Epic,90.0,,,12.0,,,,,,,,,,25.0
,,,,,,,,,,,,,,,,25.0,,,Tyrannical Gladiator's Insignia of Dominance,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,Shaman,,,,,,,,,,,31.0,Streamtalker Idol of Wisdom,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,Shaman,,,,,,,,,,,17.0,Streamtalker Idol of Rage,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
25.0,,,,,,,,,,,,,,,,,,,Tyrannical Gladiator's Insignia of Conquest,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,25.0,,,,,,,,,,Lorewalker's Emblem,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,25.0,,,Windward Heart,,,,,Epic,85.0,,,12.0,,,,,,,,,,
,,,,,,,"Paladin,Priest,Shaman,Monk,Druid",,,,,,,,,16.0,,,Heart of Unliving,,,,,Epic,85.0,,,12.0,,,,,,,,,,
24.0,,,,,,,,,,,,,,,,,,,The Hungerer,,,,,Epic,85.0,,,12.0,,,,,,,,,,
24.0,,,,,,,,,,,,,,,,,,,Starcatcher Compass,,,,,Epic,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,24.0,Spidersilk Spindle,,,,,Epic,85.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,24.0,,,,,,,,,,Cataclysmic Gladiator's Medallion of Cruelty,,,,,Epic,85.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,24.0,,,,,,,,,,Cataclysmic Gladiator's Medallion of Cruelty,,,,,Epic,85.0,,,12.0,,,,,,,,,,
,,,,,,,"Warrior,Paladin,Death knight",,,,,,,,,,,,Creche of the Final Dragon,,,,,Epic,85.0,,,12.0,,,,,,,,,24.0,
,,,,,,,,,,,,,,,,,,,Indomitable Pride,,,,,Epic,85.0,,,12.0,,,,,,,,36.0,,
,,,,,,,"Paladin,Priest,Shaman,Monk,Druid",,,,,,,,,24.0,,,Seal of the Seven Signs,,,,,Epic,85.0,,,12.0,,,,,,,,,,
,,,,,,,,0.025,,,,,,24.0,,,,,Kiroptyric Sigil,,,,,Rare,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Vicious Gladiator's Insignia of Victory,,,,,Epic,85.0,,,12.0,,,,,,,,,23.0,
,,,,,,,,0.08333333333333333,,,,,,,,,,,Rosary of Light,,,,,Epic,85.0,,,12.0,,,,,,,,,23.0,
,,,,,,,,,,,,,,,,,,,Ruthless Gladiator's Insignia of Victory,,,,,Epic,85.0,,,12.0,,,,,,,,,23.0,
,,,,,,,,,,,,,,,,,,,Bloodthirsty Gladiator's Mark of Meditation,,,,,Rare,85.0,,,12.0,,,,,,,,,,23.0
,,,,,,,,0.025,23.0,,,,,,,,,,Might of the Ocean,,,,,Rare,85.0,,,12.0,,,,,,,,,,
,,,,,,,,0.025,,,,,,23.0,,,,,Magnetite Mirror,,,,,Rare,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,23.0,Sorrowsong,,,,,Rare,85.0,,,12.0,,,,,,,,,,
23.0,,,,,,,,,,,,,,,,,,,Ruthless Gladiator's Insignia of Conquest,,,,,Epic,85.0,,,12.0,,,,,,,,,,
,,,,,,,,0.025,,,,,,,,,,,Sea Star,,,,,Rare,85.0,,,12.0,,,,,,,,,,23.0
,,,,,,,,,,,,,,,,,,,Leaden Despair,,,,,Rare,85.0,,,12.0,,,,,,,,35.0,,
,,,,,,,,,,,,,,,,,,,Symbiotic Worm,,,,,Epic,85.0,,,12.0,,,,,,,,35.0,,
,,,,,,,,,,,,,,,,,,,Throngus's Finger,,,23.0,,Rare,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,23.0,,,Bloodthirsty Gladiator's Insignia of Dominance,,,,,Rare,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,23.0,,,,,,,,,,Bloodthirsty Gladiator's Symbol of Tenacity,,,,,Rare,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,23.0,,,,,,,,,,Vicious Gladiator's Mark of Cruelty,,,,,Epic,85.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,23.0,,,Vicious Gladiator's Badge of Dominance,,,,,Epic,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,23.0,,,Ruthless Gladiator's Insignia of Dominance,,,,,Epic,85.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Vicious Gladiator's Medallion of Meditation,,,,,Epic,85.0,,,12.0,,,,,,,,,,23.0
,,,,,,,,,,,,,,,,,,23.0,Sorrowsong,,,,,Rare,83.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Vicious Gladiator's Badge of Victory,,,,,Epic,85.0,,,12.0,,,,,,,,,23.0,
,,,,,,,,0.05,,,,,,,,,,,Dwyer's Caber,,,,,Epic,85.0,,,12.0,,,,,,,,,23.0,
,,,,,,,,0.025,,,,,,23.0,,,,,Magnetite Mirror,,,,,Rare,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,23.0,,,,,Heart of Solace,,,,,Rare,85.0,,,12.0,,,,,,,,,,
,,,,,,,,0.025,23.0,,,,,,,,,,Might of the Ocean,,,,,Rare,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Leaden Despair,,,,,Rare,85.0,,,12.0,,,,,,,,35.0,,
,,,,,,,,,,,,,,23.0,,,,,Gale of Shadows,,,,,Rare,85.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Vicious Gladiator's Emblem of Meditation,,,,,Epic,85.0,,,12.0,,,,,,,,,,23.0
,,,,,,,,0.03333333333333333,,,,,,,,,,,Bloodthirsty Gladiator's Medallion of Meditation,,,,,Rare,85.0,,,12.0,,,,,,,,,,23.0
,,,,,,,,0.16666666666666666,,,,,,,,,,,Bitterer Balebrew Charm,,,,,Epic,85.0,,,12.0,,,,,,,,35.0,,
,,,,,,,,,,,,,,,,,,,Mandala of Stirring Patterns,,,,,Epic,85.0,,,12.0,,,,,,,,,,23.0
,,,,,,,,,,,,,,,,,,23.0,Blood of Isiset,,,,,Rare,83.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Bloodthirsty Gladiator's Medallion of Meditation,,,,,Rare,85.0,,,12.0,,,,,,,,,,23.0
,,,,,,,,0.03333333333333333,,,,,,,,,,,Heart of Thunder,,,,,Rare,85.0,,,12.0,,,,,,,,,,23.0
,,,,,,,,0.03333333333333333,,,,,,,,,,23.0,Unsolvable Riddle,,,,,Epic,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Rainsong,,,,,Rare,85.0,,,12.0,,,,,,,,,,23.0
,,,,,,,,,,,,,,,,,,23.0,Blood of Isiset,,,,,Rare,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,23.0,,,Fall of Mortality,,,,,Epic,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,23.0,,,,,,,,,,Bloodthirsty Gladiator's Mark of Cruelty,,,,,Rare,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,23.0,,,Vicious Gladiator's Insignia of Dominance,,,,,Epic,85.0,,,12.0,,,,,,,,,,
,,,,,,,,0.025,,,,,,,,,,23.0,Juju of Nimbleness,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,,23.0,,,,,,,,,,Key to the Endless Chamber,,,,,Rare,81.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Leaden Despair,,,,,Rare,81.0,,,12.0,,,,,,,,35.0,,
,,,,,,,,,,,,,,,,29.0,,,Dysmorphic Samophlange of Discontinuity,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Purified Bindings of Immerseus,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,29.0,,Juggernaut's Focusing Crystal,,,,,Epic,90.0,,,12.0,,,,,,,,,,29.0
,,,,,,,,0.025,,,,,,,,,,,Rook's Unlucky Talisman,,,,,Epic,90.0,,,12.0,,,,,,,,44.0,,
,,,,,,,,,,,,,,,,,,,Vial of Living Corruption,,,,,Epic,90.0,,,12.0,,,,,,,,44.0,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Prideful Gladiator's Medallion of Tenacity,,,,,Epic,90.0,,,12.0,,,,,,,,34.0,,
,,,,,,,,0.03333333333333333,29.0,,,,,,,,,,Prideful Gladiator's Emblem of Cruelty,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,29.0,,,,,,,,,,Prideful Gladiator's Emblem of Cruelty,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Prideful Gladiator's Emblem of Meditation,,,,,Epic,90.0,,,12.0,,,,,,,,,,29.0
,,,,,,,,0.03333333333333333,,,,,,,,,,,Prideful Gladiator's Emblem of Tenacity,,,,,Epic,90.0,,,12.0,,,,,,,,34.0,,
,,,,,,,,0.016666666666666666,,,,,,,,29.0,,,Prideful Gladiator's Badge of Dominance,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Skeer's Bloodsoaked Talisman,,,,,Epic,90.0,,,12.0,,,,,,,,,28.0,
,,,,,,,,,,,,,,,,,,28.0,Bad Juju,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Sigil of Rampage,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fusion-Fire Core,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,28.0,Nazgrim's Burnished Insignia,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Inscribed Bag of Hydra-Spawn,,,,,Epic,90.0,,,12.0,,,,,,,,,,28.0
,,,,,,,,,,,,,,,,,,,Thok's Acid-Grooved Tooth,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,28.0,,,,,,,,,,Fabled Feather of Ji-Kun,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,28.0,,,Dysmorphic Samophlange of Discontinuity,,,,,Epic,90.0,,,12.0,,,,,,,,,,
27.0,,,,,,,,,,,,,,,,,,,Talisman of Bloodlust,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,27.0,,,,,,,,,,Cha-Ye's Essence of Brilliance,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27.0,Bad Juju,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Assurance of Consequence,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Soul Barrier,,,,,Epic,90.0,,,12.0,,,,,,,,41.0,,
,,,,,,,,0.03333333333333333,27.0,,,,,,,,,,Grievous Gladiator's Emblem of Cruelty,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Inscribed Bag of Hydra-Spawn,,,,,Epic,90.0,,,12.0,,,,,,,,,,27.0
,,,,,,,,0.016666666666666666,,,,,,,,27.0,,,Grievous Gladiator's Badge of Dominance,,,,,Epic,90.0,,,12.0,,,,,,,,,,
27.0,,,,,,,,,,,,,,,,,,,Grievous Gladiator's Insignia of Conquest,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,27.0,,,,,,,,,,Grievous Gladiator's Medallion of Cruelty,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.05,,,,,,,,27.0,,,Soothing Talisman of the Shado-Pan Assault,,,,,Epic,90.0,,,12.0,,,,,,,,,,
27.0,,,,,,,,,,,,,,,,,,,Talisman of the Invader,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,27.0,,,,,,,,,,Grievous Gladiator's Emblem of Cruelty,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Grievous Gladiator's Emblem of Tenacity,,,,,Epic,90.0,,,12.0,,,,,,,,32.0,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Grievous Gladiator's Medallion of Tenacity,,,,,Epic,90.0,,,12.0,,,,,,,,32.0,,
,,,,,,,,,,,,,,,,27.0,,,Unerring Vision of Lei Shen,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,27.0,,,Grievous Gladiator's Badge of Dominance,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,27.0,,,,,,,,,,Grievous Gladiator's Medallion of Cruelty,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,27.0,,,,,,,,,,Grievous Gladiator's Emblem of Cruelty,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Grievous Gladiator's Emblem of Meditation,,,,,Epic,90.0,,,12.0,,,,,,,,,,27.0
,,,,,,,,,,,,,,,,,,,Mushroom of Destiny,,,,,Rare,90.0,,,12.0,,,,,,,,,,27.0
,,,,,,,,,,,,,,27.0,,,,,Firefury Spirit,,,,,Rare,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,26.0,,,,,,,,,,Fabled Feather of Ji-Kun,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,26.0,Vial of Dragon's Blood,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,26.0,,,,,Lei Shen's Final Orders,,,,,Epic,90.0,,,12.0,,,,,,,,,,
25.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Dreadful Gladiator's Badge of Conquest,,,,,Rare,90.0,,,12.0,,,,,,,,,,
,,,,,,,Monk,,,,,,,,,,,31.0,Mistdancer Idol of Wisdom,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,Death knight,,17.0,,,,,,,,,,Heart-Lesion Idol of Battle,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
19.0,,,,,,,Shaman,,,,,,,,,,,,Streamtalker Stone of Rage,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
25.0,,,,,,,,,,,,,,,,,,,Terror in the Mists,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Malevolent Gladiator's Emblem of Tenacity,,,,,Epic,90.0,,,12.0,,,,,,,,30.0,,
,,,,,,,Warlock,,,,,,,,,,,17.0,Felsoul Idol of Destruction,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,Paladin,,17.0,,,,,,,,,,Sunsoul Idol of Battle,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,25.0,,,Vial of Ichorous Blood,,,,,Rare,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Tyrannical Gladiator's Emblem of Tenacity,,,,,Epic,90.0,,,12.0,,,,,,,,30.0,,
,,,,,,,Monk,,,,,,,,,,,,Mistdancer Stone of Wisdom,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,Mage,,,,,,,,,25.0,,,Mountainsage Stone of Destruction,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Jade Charioteer Figurine,,,,,Epic,90.0,,,12.0,,,,,,,,,25.0,
,,,,,,,Druid,,,,,,,,,19.0,,,Springrain Stone of Destruction,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,Warlock,,,,,,,,,,,,Felsoul Stone of Destruction,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,Paladin,,,,,,,,,,,,Sunsoul Defender Idol,,,,,Uncommon,90.0,,,12.0,,,,,,,,26.0,,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Lao-Chin's Liquid Courage,,,,,Epic,90.0,,,12.0,,,,,,,,38.0,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Tyrannical Gladiator's Emblem of Meditation,,,,,Epic,90.0,,,12.0,,,,,,,,,,25.0
,,,,,,,Death knight,,,,,,,,,,,,Heart-Lesion Defender Stone,,,,,Uncommon,90.0,,,12.0,,,,,,,,29.0,,
,,,,,,,Priest,,,,,,,,,,,,Communal Stone of Wisdom,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,Monk,,,,,,,,,,,,Mistdancer Defender Stone,,,,,Uncommon,90.0,,,12.0,,,,,,,,29.0,,
,,,,,,,Paladin,,,,,,,,,,,,Sunsoul Defender Stone,,,,,Uncommon,90.0,,,12.0,,,,,,,,29.0,,
25.0,,,,,,,,,,,,,,,,,,,Discipline of Xuen,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Tyrannical Gladiator's Medallion of Tenacity,,,,,Epic,90.0,,,12.0,,,,,,,,30.0,,
,,,,,,,Monk,,,,,,,,,,,,Mistdancer Defender Idol,,,,,Uncommon,90.0,,,12.0,,,,,,,,26.0,,
,,,,,,,,,,,,,,,,25.0,,,Malevolent Gladiator's Insignia of Dominance,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,25.0,,,Dominator's Mending Badge,,,,,Rare,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Darkmist Vortex,,,,,Epic,90.0,,,12.0,,,,,,,,,25.0,
,,,,,,,,,,,,,,,,,,,Knot of Ten Songs,,,,,Uncommon,,,,12.0,,,,,,,,,,25.0
,,,,,,,,0.016666666666666666,,,,,,,,25.0,,,Jade Courtesan Figurine,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,Warrior,,,,,,,,,,,,Oathsworn Defender Idol,,,,,Uncommon,90.0,,,12.0,,,,,,,,26.0,,
,,,,,,,Priest,,,,,,,,,19.0,,,Communal Stone of Destruction,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,Paladin,,,,,,,,,,,,Sunsoul Stone of Wisdom,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,Death knight,,,,,,,,,,,,Heart-Lesion Stone of Battle,,,,,Uncommon,90.0,,,12.0,,,,,,,,,19.0,
,,,,,,,,,,,,,,,,,,,Empty Fruit Barrel,,,,,Rare,90.0,,,12.0,,,,,,,,,,25.0
,,,,,,,,,,,,,,25.0,,,,,Relic of Kypari Zar,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Malevolent Gladiator's Emblem of Tenacity,,,,,Epic,90.0,,,12.0,,,,,,,,30.0,,
,,,,,,,Warrior,,,,,,,,,,,,Oathsworn Defender Stone,,,,,Uncommon,90.0,,,12.0,,,,,,,,29.0,,
,,,,,,,,0.041666666666666664,25.0,,,,,,,,,,Flashfrozen Resin Globule,,,,,Rare,90.0,,,12.0,,,,,,,,,,
,,,,,,,Druid,,,,,,,,,19.0,,,Springrain Stone of Destruction,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,Warlock,,,,,,,,,,,,Felsoul Stone of Destruction,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,25.0,,,,,,,,,,Tyrannical Gladiator's Emblem of Cruelty,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,Monk,,,,,,,,,,,17.0,Mistdancer Idol of Rage,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
25.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Deadeye Badge of the Shieldwall,,,,,Rare,90.0,,,12.0,,,,,,,,,,
,,,,,,,Priest,,,,,,,,,,,,Communal Stone of Wisdom,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,25.0,Dreadful Gladiator's Medallion of Tenacity,,,,,Rare,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,25.0,Resolve of Niuzao,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,Warrior,,,,,,,,,,,,Oathsworn Stone of Battle,,,,,Uncommon,90.0,,,12.0,,,,,,,,,17.0,
,,,,,,,,,,,,,,,,,,,Core of Decency,,,,,Rare,83.0,,,12.0,,,,,,,,,,25.0
,,,,,,,Death knight,,,,,,,,,,,,Heart-Lesion Defender Idol,,,,,Uncommon,90.0,,,12.0,,,,,,,,26.0,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Malevolent Gladiator's Medallion of Tenacity,,,,,Epic,90.0,,,12.0,,,,,,,,30.0,,
,,,,,,,Mage,,,,,,,,,25.0,,,Mountainsage Stone of Destruction,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Tyrannical Gladiator's Medallion of Meditation,,,,,Epic,90.0,,,12.0,,,,,,,,,,25.0
,,,,,,,Paladin,,,,,,,,,,,,Sunsoul Defender Idol,,,,,Uncommon,90.0,,,12.0,,,,,,,,26.0,,
,,,,,,,Druid,,,,,,,,,,,,Springrain Stone of Wisdom,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,Warrior,,17.0,,,,,,,,,,Oathsworn Idol of Battle,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,25.0,,,,,,,,,,Tyrannical Gladiator's Medallion of Cruelty,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,Death knight,,,,,,,,,,,,Heart-Lesion Defender Stone,,,,,Uncommon,90.0,,,12.0,,,,,,,,29.0,,
,,,,,,,Monk,,,,,,,,,,,,Mistdancer Defender Stone,,,,,Uncommon,90.0,,,12.0,,,,,,,,29.0,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Dreadful Gladiator's Medallion of Meditation,,,,,Rare,90.0,,,12.0,,,,,,,,,,25.0
,,,,,,,,,,,,,,,,,,25.0,Stuff of Nightmares,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,25.0,,,,,,,,,,Malevolent Gladiator's Emblem of Cruelty,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,Paladin,,,,,,,,,,,,Sunsoul Stone of Wisdom,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,25.0,Badge of Kypari Zar,,,,,Uncommon,,,,12.0,,,,,,,,,,
25.0,,,,,,,,,,,,,,,,,,,Tyrannical Gladiator's Insignia of Conquest,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,Monk,,,,,,,,,,,,Mistdancer Defender Idol,,,,,Uncommon,90.0,,,12.0,,,,,,,,26.0,,
,,,,,,,Death knight,,,,,,,,,,,,Heart-Lesion Stone of Battle,,,,,Uncommon,90.0,,,12.0,,,,,,,,,19.0,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Dreadful Gladiator's Medallion of Meditation,,,,,Rare,90.0,,,12.0,,,,,,,,,,25.0
25.0,,,,,,,,,,,,,,,,,,,Tyrannical Gladiator's Insignia of Conquest,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,Warrior,,,,,,,,,,,,Oathsworn Defender Stone,,,,,Uncommon,90.0,,,12.0,,,,,,,,29.0,,
,,,,,,,,,,,,,,,,,,,Sigil of Patience,,,,,Uncommon,,,,12.0,,,,,,,,,,25.0
,,,,,,,,,,,,,,25.0,,,,,Emblem of the Catacombs,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,25.0,Medallion of the Catacombs,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,25.0,Sigil of Compassion,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.05,25.0,,,,,,,,,,Ban's Bag of Bombs,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,25.0,Lorewalker's Medallion,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,25.0,,,,,Luckydo Coin,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Lorewalker's Mark,,,,,Uncommon,,,,12.0,,,,,,,,,,25.0
,,,,,,,,,,,,,,,,,,25.0,Wasteland Insignia,,,,,Uncommon,88.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Resolve of Undying,,,,,Epic,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,25.0,,,,,,,,,,Wasteland Relic,,,,,Uncommon,88.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,24.0,Silkspawn Carving,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,24.0,,,,,"Lucky ""Rabbit's"" Foot",,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,24.0,,,,,Tawnyhide Antler,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.08333333333333333,24.0,,,,,,,,,,Orange Painted Turnip,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Cataclysmic Gladiator's Emblem of Meditation,,,,,Epic,85.0,,,12.0,,,,,,,,,,24.0
,,,,,,,,,,,,,,,,,,,Cataclysmic Gladiator's Insignia of Victory,,,,,Epic,85.0,,,12.0,,,,,,,,,24.0,
,,,,,,,,0.03333333333333333,,,,,,,,24.0,,,Jaws of Defeat,,,,,Epic,85.0,,,12.0,,,,,,,,,,
