agi,agistr,agistrint,arcres,classes,cooldown,critstrkrtng,dmg,dodgertng,firres,frores,hastertng,int,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,versatility
17.0,,,,,,,,,,,12.0,,11.0,Smoldering Eye,,,,Epic,90.0,2.0,,,,,26.0,,
,,,,,0.16666666666666666,10.0,,,,,10.0,,,Choker of the Pure Heart,,,,Epic,90.0,2.0,,,,,23.0,15.0,
,,,,,,11.0,,,,,,,12.0,Anafielle's Spiked Choker,,,,Epic,90.0,2.0,,,,,26.0,17.0,
,,,,,,7.0,,,,,,,14.0,Firebound Gorget,,,,Epic,85.0,2.0,,,,,21.0,11.0,
15.0,,,,,,,,,,,10.0,,10.0,Amulet of Swirling Mists,,,,Rare,90.0,2.0,,,,,23.0,,
,,,,,,,,,,,9.0,14.0,9.0,Valiona's Medallion,,,,Epic,85.0,2.0,,,,,21.0,,
,,,,,,185.0,,,,,,,185.0,Rage of Ages,,,,Epic,85.0,2.0,,,,,200.0,,
,,,,,,10.0,,,,,10.0,15.0,,Worldwaker Cabochon,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,,,6.0,,,,,,,,Necklace of the Terra-Cotta Protector,,1.0,,Epic,90.0,2.0,Prismatic socket,,,,24.0,13.0,10.0
,,,,,,11.0,,,,,9.0,15.0,,Burning Necklace of the Golden Lotus,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,,,9.0,,,,,,14.0,9.0,Lightning Flash Pendant,,,,Epic,85.0,2.0,,,,,21.0,,
14.0,,,,,,,,,,,7.0,,11.0,Don Rodrigo's Fabulous Necklace,,,,Epic,85.0,2.0,,,,,21.0,,
,,,,,,,,,,,9.0,,9.0,Buc-Zakai Choker,,,,Epic,85.0,2.0,,,,,21.0,14.0,
,,,,,,,,8.0,,,,,10.0,Twilight Amulet,,,,Epic,85.0,2.0,,,,,21.0,14.0,
,,,,,,,,,,,,,,Golden Necklace,,,,Common,,2.0,,,,,,,
,,,,,,10.0,,,,,11.0,,,Overcompensating Chain of the Alpha Male,,,,Epic,90.0,2.0,,,,,24.0,16.0,
16.0,,,,,,11.0,,,,,,,,Rangari Luck Charm,,,,Rare,,2.0,,,,,24.0,,11.0
15.0,,,,,0.16666666666666666,9.0,,,,,11.0,,,Sweet Perfume Brooch,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,,,23.0,,,,,26.0,,,Pendant of Precise Timing,,,,Rare,90.0,2.0,,,,,23.0,,
,,,,,,10.0,,,,,,15.0,,Pendant of Endless Inquisition,,,,Rare,90.0,2.0,,,,,23.0,,10.0
,,,,,,10.0,,,,,,14.0,8.0,Mountainscaler Choker,,,,Uncommon,87.0,2.0,,,,,21.0,,
14.0,,,,,,,,,,,9.0,,9.0,Necklace of Strife,,,,Epic,85.0,2.0,,,,,21.0,,
16.0,,,,,,,,,,,,,21.0,Talisman of Yearning Unfulfilled,,,,Rare,90.0,2.0,,,,,24.0,,
,,,,,,11.0,,,,,,16.0,,Korven's Amber-Sealed Beetle,,,,Epic,90.0,2.0,,,,,24.0,,9.0
,,,,,,9.0,,,,,,,,Gorget of Usurped Kings,,,,Rare,90.0,2.0,,,,,23.0,15.0,11.0
,,,,,0.16666666666666666,10.0,,,,,10.0,15.0,,Heartbreak Charm,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,,,,,,11.0,15.0,9.0,Tyrannical Gladiator's Pendant of Alacrity,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,,,11.0,,,,,9.0,15.0,,Necklace of Jade Pearls,,,,Rare,90.0,2.0,,,,,23.0,,
,,,,,,,,,,,10.0,14.0,,Mountainscaler Locket,,,,Uncommon,87.0,2.0,,,,,21.0,,9.0
,,,,,,,,,,,,14.0,8.0,Heartstone of Rhyolith,,,,Epic,85.0,2.0,,,,,21.0,,10.0
,,,,,,,,,,,7.0,14.0,11.0,Nightweaver's Amulet,,,,Epic,85.0,2.0,,,,,21.0,,
,,,,,,7.0,,14.0,,,,,,Darkhowl Amulet,,,,Rare,85.0,2.0,,,,,21.0,14.0,
,,,,,,10.0,,,,,10.0,,,Triumphant Conqueror's Chain,,,,Rare,90.0,2.0,,,,,23.0,15.0,
15.0,,,,,,10.0,,,,,10.0,,,Astrylian's Cheerful Charm,,,,Rare,85.0,2.0,,,,,23.0,,
,,,,,0.16666666666666666,10.0,,,,,,15.0,,Winking Eye of Love,,,,Epic,90.0,2.0,,,,,23.0,,10.0
,,,,,0.16666666666666666,8.0,,,,,,,,Shard of Pirouetting Happiness,,,,Epic,90.0,2.0,,,,,23.0,15.0,12.0
15.0,,,,,,10.0,,,,,,,10.0,Delicate Necklace of the Golden Lotus,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,,,,,,,,,15.0,9.0,Mending Necklace of the Golden Lotus,,,,Epic,90.0,2.0,,,,,23.0,,11.0
,,,,,,10.0,,,,,10.0,,,Necklace of the Eternal Watch,,,,Rare,81.0,2.0,,,,,22.0,15.0,
,,,,,,10.0,,,,,8.0,14.0,,Bramble Choker,,,,Uncommon,,2.0,,,,,21.0,,
,,,,,,7.0,,,,,11.0,14.0,,Opal of the Secret Order,,,,Epic,85.0,2.0,,,,,21.0,,
,,,,,,,,,,,,14.0,,Shadowfire Necklace,,,,Uncommon,85.0,2.0,,,,,21.0,,
,,,,,,10.0,,,,,8.0,,,Necklace of Fetishes,,,,Epic,85.0,2.0,,,,,21.0,14.0,
14.0,,,,,,10.0,,,,,9.0,,,Necklace of Smoke Signals,,,,Epic,85.0,2.0,,,,,21.0,,
,,,,,,,,,,,9.0,14.0,,Vicious Amberjewel Pendant,,,,Rare,85.0,2.0,,,,,21.0,,9.0
,,,,,,,,,,,12.0,,11.0,Juggernaut's Ignition Keys,,,,Epic,90.0,2.0,,,,,26.0,17.0,
,,,,,,11.0,,,,,,,10.0,Talisman of Angry Spirits,,,,Epic,90.0,2.0,,,,,24.0,16.0,
,,,,,,9.0,,,,,,,,Moonjade Necklace,,1.0,,Epic,90.0,2.0,Prismatic socket,,,,24.0,13.0,9.0
,,,,,,11.0,,,,,,16.0,10.0,Destroyer's Battletags,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,,,,,,11.0,16.0,9.0,Grievous Gladiator's Pendant of Alacrity,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,,,9.0,,,,,,15.0,11.0,Amulet of Seven Curses,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,,,10.0,,,,,10.0,15.0,,Worldwaker Cabochon,,,,Epic,90.0,2.0,,,,,23.0,,
12.0,,,,,,8.0,,,,,8.0,,,Necklace of the Terra-Cotta Archer,,1.0,,Epic,90.0,2.0,Prismatic socket,,,,23.0,,
,,,,,,,,,,,,,21.0,Armsmaster's Sealed Locket,,,,Rare,90.0,2.0,,,,,23.0,,28.0
,,,,,,27.0,,,,,23.0,,,Engraved Amber Pendant,,,,Rare,90.0,2.0,,,,,23.0,,
15.0,,,,,,9.0,,,,,11.0,,,Amulet of the Hidden Kings,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,,,11.0,,,,,,,9.0,Sacred Stone Amulet,,,,Uncommon,,2.0,,,,,23.0,15.0,
,,,,,,23.0,,,,,26.0,,,Pendant of Precise Timing,,,,Rare,90.0,2.0,,,,,23.0,,
,,,,,,23.0,,,,,28.0,,,"Helios, Durand's Soul of Purity",,,,Epic,90.0,2.0,,,,,23.0,,
,,,,Death knight,,10.0,,,,,,,,Heart-Lesion Amulet,,,,Uncommon,90.0,2.0,,,,,23.0,15.0,10.0
,,,,,,8.0,,,,,,15.0,,Stitcher's Spare Needles,,,,Rare,82.0,2.0,,,,,22.0,,11.0
,,,,,,9.0,,,,,10.0,,,Necklace of Black Dragon's Teeth,,,,Epic,85.0,2.0,,,,,21.0,14.0,
,,,,,,10.0,,,,,9.0,,,Mountainscaler Amulet,,,,Uncommon,87.0,2.0,,,,,21.0,14.0,
,,,,,,9.0,,,,,9.0,,,Gift of Nadun,,,,Epic,85.0,2.0,,,,,21.0,14.0,
,,,,,,,,,,,,14.0,,Planetary Amulet,,,,Epic,85.0,2.0,,,,,21.0,,
14.0,,,,,,,,,,,9.0,,,Vicious Sapphire Necklace,,,,Rare,85.0,2.0,,,,,21.0,,9.0
,,,,,,9.0,,,,,9.0,,,Seedling Pod,,,,Rare,83.0,2.0,,,,,21.0,14.0,
,,,,,,,,,,,9.0,,,Vicious Ruby Choker,,,,Rare,85.0,2.0,,,,,21.0,14.0,9.0
14.0,,,,,,9.0,,,,,9.0,,,Amulet of Dull Dreaming,,,,Rare,85.0,2.0,,,,,21.0,,
,,,,,,,,,,,,,10.0,Blood Gout Amulet,,,8.0,Rare,83.0,2.0,,,,,21.0,14.0,
,,,,,,8.0,,,,,10.0,14.0,,Token of Gratitude,,,,Rare,,2.0,,,,,21.0,,
,,,,,,8.0,,,,,,14.0,,Soulsurge Necklace,,,,Rare,82.0,2.0,,,,,21.0,,10.0
,,,,,,9.0,,,,,,,,Moonjade Necklace,,1.0,,Epic,90.0,2.0,Prismatic socket,,,,24.0,13.0,9.0
,,,,,,,,,,,,16.0,9.0,Lost Necklace of the Mogu Empress,,,,Epic,90.0,2.0,,,,,24.0,,12.0
16.0,,,,,,,,,,,11.0,,11.0,Immerseus' Crystalline Eye,,,,Epic,90.0,2.0,,,,,24.0,,
16.0,,,,,,10.0,,,,,12.0,,,Gleaming Eye of the Devilsaur,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,,,,,,,,11.0,16.0,,Necklace of Fading Light,,,,Epic,90.0,2.0,,,,,24.0,,11.0
,,,,"Warrior,Paladin,Death knight",,11.0,,,,,9.0,,,Grievous Gladiator's Choker of Accuracy,,,,Epic,90.0,2.0,,,,,24.0,16.0,
13.0,,,,,,9.0,,,,,8.0,,,Necklace of the Terra-Cotta Archer,,1.0,,Epic,90.0,2.0,Prismatic socket,,,,24.0,,
,,,,"Paladin,Priest,Shaman,Monk,Druid",,,,,,,9.0,16.0,,Grievous Gladiator's Pendant of Meditation,,,,Epic,90.0,2.0,,,,,24.0,,11.0
,,,,,,,,,,,11.0,,10.0,Karabor Guardian Gorget,,,,Rare,,2.0,,,,,24.0,16.0,
,,,,,,,,,,,,16.0,,Heartlander's Necklace,,,,Epic,90.0,2.0,,,,,24.0,,
16.0,,,,,,12.0,,,,,,,9.0,Choker of the Unleashed Storm,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,,,,,,,,,15.0,11.0,Horridon's Tusk Fragment,,,,Epic,90.0,2.0,,,,,23.0,,9.0
,,,,,,,,,,,,,28.0,Necklace of Disorientation,,,,Rare,90.0,2.0,,,,,23.0,,21.0
,,,,,,8.0,,,,,,,,Beads of the Mogu'shi,,,,Epic,90.0,2.0,,,,,23.0,12.0,15.0
15.0,,,,,,11.0,,,,,,,8.0,Saboteur's Locket,,,,Rare,1.0,2.0,,,,,23.0,,
15.0,,,,"Hunter,Rogue,Shaman,Monk,Druid",,,,,,,9.0,,11.0,Tyrannical Gladiator's Necklace of Prowess,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,"Paladin,Priest,Shaman,Monk,Druid",,,,,,,9.0,15.0,,Malevolent Gladiator's Pendant of Meditation,,,,Epic,90.0,2.0,,,,,24.0,,11.0
,,,,,,10.0,,,,,10.0,,,Soulgrasp Choker,,,,Epic,90.0,2.0,,,,,23.0,15.0,
,,,,Mage,,10.0,,,,,,15.0,10.0,Mountainsage Medallion,,,,Uncommon,90.0,2.0,,,,,23.0,,
,,,,Druid,,,,,,,10.0,15.0,,Springrain Necklace,,,,Uncommon,90.0,2.0,,,,,23.0,,10.0
15.0,,,,,,11.0,,,,,,,8.0,Swarmborn Necklace,,,,Uncommon,,2.0,,,,,23.0,,
,,,,,,,,,,,,15.0,9.0,Zian's Choker of Coalesced Shadow,,,,Epic,90.0,2.0,,,,,23.0,,11.0
,,,,,,9.0,,,,,,15.0,11.0,Necklace of Imbued Fury,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,,,10.0,,,,,,,,Kaolan's Withering Necklace,,,,Epic,90.0,2.0,,,,,23.0,15.0,10.0
,,,,,,8.0,,,,,,,12.0,Ferocious Necklace of the Golden Lotus,,,,Epic,90.0,2.0,,,,,23.0,15.0,
,,,,,,9.0,,,,,11.0,15.0,,Pendant of Precise Timing,,,,Rare,87.0,2.0,,,,,23.0,,
15.0,,,,Monk,,10.0,,,,,,,,Mistdancer Amulet,,,,Uncommon,90.0,2.0,,,,,23.0,,10.0
,,,,,,9.0,,,,,,15.0,11.0,Amulet of Seven Curses,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,,,,,,11.0,15.0,9.0,Dreadful Gladiator's Pendant of Alacrity,,,,Rare,90.0,2.0,,,,,23.0,,
15.0,,,,Monk,,,,,,,10.0,,10.0,Mistdancer Choker,,,,Uncommon,90.0,2.0,,,,,23.0,,
,,,,,,,,10.0,,,,,9.0,Guardspike Choker,,,,Epic,85.0,2.0,,,,,21.0,14.0,
,,,,,,,,,,,,,10.0,Mountainscaler Pendant,,,,Uncommon,87.0,2.0,,,,,21.0,14.0,8.0
,,,,,,,,,,,8.0,14.0,5.0,Flowform Choker,,1.0,,Epic,85.0,2.0,Prismatic socket,,,,21.0,,
14.0,,,,,,,,,,,9.0,,,Bloodthirsty Sapphire Necklace,,,,Rare,85.0,2.0,,,,,21.0,,9.0
,,,,,,,,,,,,,9.0,Mountain's Mouth,,,9.0,Rare,83.0,2.0,,,,,21.0,14.0,
,,,,,,,,,,,,14.0,9.0,Celadon Pendant,,,,Rare,85.0,2.0,,,,,21.0,,9.0
,,,,,,,,,,,9.0,,,Bloodthirsty Ruby Choker,,,,Rare,85.0,2.0,,,,,21.0,14.0,9.0
,,,,,,9.0,,,,,,,9.0,Rage of Ages,,,,Epic,85.0,2.0,,,,,21.0,14.0,
,,,,,,7.0,,9.0,,,,,,Elementium Guardian,,1.0,,Rare,85.0,2.0,Prismatic socket,,,,21.0,11.0,
9.0,,,,,,9.0,,,,,7.0,,,Brazen Elementium Medallion,,1.0,,Rare,85.0,2.0,Prismatic socket,,,,21.0,,
,,,,,,,,,,,,,9.0,Faded Forest Pendant,,,,Uncommon,85.0,2.0,,,,,21.0,14.0,9.0
,,,,,,,,,,,,17.0,10.0,Lost Necklace of the Mogu Empress,,,,Epic,90.0,2.0,,,,,26.0,,13.0
17.0,,,,,,10.0,,,,,12.0,,,Gleaming Eye of the Devilsaur,,,,Epic,90.0,2.0,,,,,26.0,,
,,,,,,,,,,,11.0,17.0,,Necklace of Fading Light,,,,Epic,90.0,2.0,,,,,26.0,,12.0
,,,,,,,,,,,12.0,,11.0,Juggernaut's Ignition Keys,,,,Epic,90.0,2.0,,,,,25.0,17.0,
,,,,,,12.0,,,,,,,10.0,Malkorok's Tainted Dog Tags,,,,Epic,90.0,2.0,,,,,25.0,17.0,
,,,,,,10.0,,,,,,16.0,11.0,Untainted Guardian's Chain,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,"Paladin,Priest,Shaman,Monk,Druid",,,,,,,9.0,16.0,,Grievous Gladiator's Pendant of Meditation,,,,Epic,90.0,2.0,,,,,24.0,,11.0
,,,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,11.0,,,,,,16.0,9.0,Grievous Gladiator's Pendant of Cruelty,,,,Epic,90.0,2.0,,,,,24.0,,
16.0,,,,"Hunter,Rogue,Shaman,Monk,Druid",,9.0,,,,,11.0,,,Grievous Gladiator's Necklace of Proficiency,,,,Epic,90.0,2.0,,,,,24.0,,
16.0,,,,"Hunter,Rogue,Shaman,Monk,Druid",,,,,,,9.0,,11.0,Grievous Gladiator's Necklace of Prowess,,,,Epic,90.0,2.0,,,,,24.0,,
16.0,16.0,,,,,,,,,,,,10.0,Chain of Evasion,,,,Rare,90.0,2.0,,,,,24.0,16.0,11.0
15.0,,,,,,9.0,,,,,11.0,,,Amulet of the Hidden Kings,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,,,,,,,,,15.0,9.0,Zian's Choker of Coalesced Shadow,,,,Epic,90.0,2.0,,,,,23.0,,11.0
,,,,,,23.0,,,,,,,27.0,Temperature-Sensing Necklace,,,,Rare,90.0,2.0,,,,,23.0,,
,,,,,,9.0,,,,,,,11.0,Widow Chain,,,,Rare,90.0,2.0,,,,,23.0,15.0,
,,,,,,,,,,,,15.0,,Brewfather Necklace,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,Priest,,,,,,,10.0,15.0,,Communal Necklace,,,,Uncommon,90.0,2.0,,,,,23.0,,10.0
,,,,,,,,,,,26.0,,25.0,Whirling Dervish Choker,,,,Rare,90.0,2.0,,,,,23.0,,
15.0,,,,,,11.0,,,,,,,8.0,Choker of the Unleashed Storm,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,,,10.0,,,,,10.0,15.0,,Worldwaker Cabochon,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,,,9.0,,,,,,15.0,11.0,Amulet of Seven Curses,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,,,8.0,,,,,11.0,15.0,,Shiny Hozen Rock Holder,,,,Rare,84.0,2.0,,,,,23.0,,
,,,,"Paladin,Priest,Shaman,Monk,Druid",,,,,,,9.0,15.0,,Tyrannical Gladiator's Pendant of Meditation,,,,Epic,90.0,2.0,,,,,23.0,,11.0
15.0,,,,,,,,,,,,,,Warmsun Choker,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,Priest,,,,,,,10.0,15.0,,Communal Necklace,,,,Uncommon,90.0,2.0,,,,,23.0,,10.0
,,,,,,11.0,,,,,9.0,,,Scabripper Necklace,,,,Rare,83.0,2.0,,,,,23.0,15.0,
,,,,Shaman,,,,,,,10.0,15.0,,Streamtalker Necklace,,,,Uncommon,90.0,2.0,,,,,23.0,,10.0
,,,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,,,,,,11.0,15.0,9.0,Tyrannical Gladiator's Pendant of Alacrity,,,,Epic,90.0,2.0,,,,,23.0,,
15.0,,,,Rogue,,,,,,,10.0,,10.0,Lightdrinker Choker,,,,Uncommon,90.0,2.0,,,,,23.0,,
,,,,,,,,,,,,,,Elder Tortoiseshell Gorget,,,,Epic,90.0,2.0,,,,,23.0,15.0,
,,,,,,,,,,,,,8.0,Kil'ruk's Pendant,,,,Uncommon,,2.0,,,,,23.0,15.0,11.0
,,,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,11.0,,,,,,15.0,9.0,Tyrannical Gladiator's Pendant of Cruelty,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,Shaman,,,,,,,10.0,15.0,,Streamtalker Necklace,,,,Uncommon,90.0,2.0,,,,,23.0,,10.0
,,,,,,,,,,,,,8.0,Durable Necklace of the Golden Lotus,,,,Epic,90.0,2.0,,,,,23.0,15.0,15.0
,,,,Monk,,,,,,,10.0,15.0,,Mistdancer Necklace,,,,Uncommon,90.0,2.0,,,,,23.0,,10.0
15.0,,,,,,,,,,,10.0,,10.0,Golembreaker Amulet,,,,Rare,90.0,2.0,,,,,23.0,,
,,,,,,28.0,,,,,21.0,,,Cloudstrike Pendant,,,,Rare,90.0,2.0,,,,,23.0,,
,,,,,,,,,,,,15.0,,Shadowfire Necklace,,,,Rare,85.0,2.0,,,,,22.0,,
,,,,,,,,,,,8.0,15.0,,Stolen Amulet of Wisdom,,,,Rare,81.0,2.0,,,,,22.0,,11.0
15.0,,,,,,9.0,,,,,10.0,,,Wasteland Necklace,,,,Uncommon,88.0,2.0,,,,,22.0,,
,,,,,,,,,,,8.0,,,Wasteland Pendant,,,,Uncommon,88.0,2.0,,,,,22.0,15.0,11.0
,,,,,,,,,,,11.0,,8.0,Wasteland Amulet,,,,Uncommon,88.0,2.0,,,,,22.0,15.0,
,,,,,,,,,,,10.0,15.0,,Petrified Fungal Heart,,,,Epic,85.0,2.0,,,,,22.0,,10.0
,,,,,,8.0,,,,,,,,Amulet of the Singing Marshes,,,,Uncommon,,2.0,,,,,21.0,14.0,10.0
,,,,,,,,,,,10.0,14.0,9.0,Choker of Despair,,,,Uncommon,,2.0,,,,,21.0,,
,,,,,,10.0,,,,,,14.0,9.0,Bramble Locket,,,,Uncommon,,2.0,,,,,21.0,,
,,,,,,,,,,,8.0,14.0,11.0,Necklace of Three Sins,,,,Uncommon,,2.0,,,,,21.0,,
14.0,,,,,,8.0,,,,,10.0,,,Mountainscaler Necklace,,,,Uncommon,87.0,2.0,,,,,21.0,,
14.0,,,,,,,,,,,10.0,,9.0,Choker of the Vanquished Lord,,,,Epic,85.0,2.0,,,,,21.0,,
,,,,,,,,,,,8.0,14.0,,Quicksilver Amulet,,,,Rare,85.0,2.0,,,,,21.0,,10.0
,,,,,,,,,,,,14.0,9.0,Pendant of Elemental Balance,,,,Rare,83.0,2.0,,,,,21.0,,9.0
,,,,,,,,,,,,,10.0,Carrier Wave Pendant,,,8.0,Rare,85.0,2.0,,,,,21.0,14.0,
,,,,"Warrior,Paladin,Death knight",,,,,,,9.0,,9.0,Ruthless Gladiator's Choker of Accuracy,,,,Epic,85.0,2.0,,,,,21.0,14.0,
,,,,,,,,,,,9.0,14.0,,Bloodthirsty Amberjewel Pendant,,,,Rare,85.0,2.0,,,,,21.0,,9.0
,,,,,,7.0,,14.0,,,,,,Ironstar Amulet,,,,Epic,85.0,2.0,,,,,21.0,11.0,
,,,,,,10.0,,,,,9.0,,,Stoneheart Choker,,,,Epic,85.0,2.0,,,,,21.0,14.0,
,,,,,,,,,,,10.0,8.0,9.0,Eye of Many Deaths,,1.0,,Rare,85.0,2.0,Prismatic socket,,,,21.0,,
14.0,,14.0,,,,,,,,,9.0,14.0,,Ionized Choker,,,,Rare,85.0,2.0,,,,,21.0,14.0,9.0
14.0,,,,,,9.0,,,,,10.0,,,Faded Forest Necklace,,,,Uncommon,85.0,2.0,,,,,21.0,,
,,,,"Paladin,Priest,Shaman,Monk,Druid",,,,,,,9.0,14.0,,Ruthless Gladiator's Pendant of Meditation,,,,Epic,85.0,2.0,,,,,21.0,,9.0
,,,,,,9.0,,,,,,14.0,9.0,Pendant of the Keep,,,,Rare,85.0,2.0,,,,,21.0,,
,,,,,,9.0,,,,,9.0,,,Pendant of Quiet Breath,,,,Rare,85.0,2.0,,,,,21.0,14.0,
,,,,,,,,,,,,14.0,,Nightstone Choker,,,,Uncommon,82.0,2.0,,,,,21.0,,
17.0,,,,,,10.0,,,,,12.0,,,Gleaming Eye of the Devilsaur,,,,Epic,90.0,2.0,,,,,26.0,,
,,,,,,,,,,,12.0,,,Blackfuse's Blasting Cord,,,,Epic,90.0,2.0,,,,,26.0,17.0,12.0
,,,,,,11.0,,,,,,17.0,12.0,Untainted Guardian's Chain,,,,Epic,90.0,2.0,,,,,26.0,,
,,,,,,,,,,,,17.0,10.0,Lost Necklace of the Mogu Empress,,,,Epic,90.0,2.0,,,,,25.0,,12.0
17.0,,,,"Hunter,Rogue,Shaman,Monk,Druid",,,,,,,10.0,,12.0,Prideful Gladiator's Necklace of Prowess,,,,Epic,90.0,2.0,,,,,25.0,,
17.0,,,,"Hunter,Rogue,Shaman,Monk,Druid",,10.0,,,,,12.0,,,Prideful Gladiator's Necklace of Proficiency,,,,Epic,90.0,2.0,,,,,25.0,,
17.0,,,,"Hunter,Rogue,Shaman,Monk,Druid",,,,,,,10.0,,12.0,Prideful Gladiator's Necklace of Prowess,,,,Epic,90.0,2.0,,,,,25.0,,
,,,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,,,,,,12.0,17.0,10.0,Prideful Gladiator's Pendant of Alacrity,,,,Epic,90.0,2.0,,,,,25.0,,
,,,,"Paladin,Priest,Shaman,Monk,Druid",,,,,,,10.0,17.0,,Prideful Gladiator's Pendant of Meditation,,,,Epic,90.0,2.0,,,,,25.0,,12.0
,,,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,,,,,,12.0,17.0,10.0,Prideful Gladiator's Pendant of Alacrity,,,,Epic,90.0,2.0,,,,,25.0,,
,,,,,,,,,,,,,,Elder Tortoiseshell Neck,,,,Epic,90.0,2.0,,,,,24.0,16.0,
,,,,,,10.0,,,,,,16.0,11.0,Untainted Guardian's Chain,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,,,,,,,,,16.0,9.0,Lost Necklace of the Mogu Empress,,,,Epic,90.0,2.0,,,,,24.0,,12.0
,,,,,,,,,,,11.0,,10.0,Juggernaut's Ignition Keys,,,,Epic,90.0,2.0,,,,,24.0,16.0,
13.0,,,,,,9.0,,,,,9.0,,,Necklace of the Terra-Cotta Archer,,1.0,,Epic,90.0,2.0,Prismatic socket,,,,24.0,,
,,,,,,,,,,,,13.0,8.0,Necklace of the Terra-Cotta Mender,,1.0,,Epic,90.0,2.0,Prismatic socket,,,,24.0,,10.0
,,,,"Warrior,Paladin,Death knight",,9.0,,,,,,,11.0,Grievous Gladiator's Choker of Proficiency,,,,Epic,90.0,2.0,,,,,24.0,16.0,
,,,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,,,,,,11.0,16.0,9.0,Grievous Gladiator's Pendant of Alacrity,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,"Warrior,Paladin,Death knight",,11.0,,,,,9.0,,,Grievous Gladiator's Choker of Accuracy,,,,Epic,90.0,2.0,,,,,24.0,16.0,
16.0,,,,"Hunter,Rogue,Shaman,Monk,Druid",,9.0,,,,,11.0,,,Grievous Gladiator's Necklace of Proficiency,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,"Warrior,Paladin,Death knight",,9.0,,,,,,,11.0,Grievous Gladiator's Choker of Proficiency,,,,Epic,90.0,2.0,,,,,24.0,16.0,
16.0,,,,"Hunter,Rogue,Shaman,Monk,Druid",,,,,,,9.0,,11.0,Grievous Gladiator's Necklace of Prowess,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,,,,,,,,11.0,16.0,,Choker of Stygimolochy,,,,Epic,90.0,2.0,,,,,24.0,,10.0
,,,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,11.0,,,,,,16.0,9.0,Grievous Gladiator's Pendant of Cruelty,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,,,6.0,,,,,,,,Necklace of the Terra-Cotta Protector,,1.0,,Epic,90.0,2.0,Prismatic socket,,,,23.0,12.0,10.0
,,,,,,10.0,,,,,,,,Kaolan's Withering Necklace,,,,Epic,90.0,2.0,,,,,23.0,15.0,10.0
,,,,,,9.0,,,,,,,7.0,Necklace of the Terra-Cotta Vanquisher,,1.0,,Epic,90.0,2.0,Prismatic socket,,,,23.0,12.0,
15.0,,,,,,11.0,,,,,9.0,,,Amberglow Necklace,,,,Uncommon,,2.0,,,,,23.0,,
15.0,,,,,,9.0,,,,,11.0,,,Amulet of the Hidden Kings,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,,,11.0,,,,,9.0,15.0,,Mantid Eye Amulet,,,,Rare,1.0,2.0,,,,,23.0,,
,,,,Death knight,,10.0,,,,,,,10.0,Heart-Lesion Pendant,,,,Uncommon,90.0,2.0,,,,,23.0,15.0,
,,,,,,,,,,,10.0,15.0,10.0,Skymage Circle,,,,Rare,90.0,2.0,,,,,23.0,,
,,,,,,,,,,,,15.0,9.0,Zian's Choker of Coalesced Shadow,,,,Epic,90.0,2.0,,,,,23.0,,11.0
,,,,,,10.0,,,,,10.0,,,Amberglow Amulet,,,,Uncommon,,2.0,,,,,23.0,15.0,
