agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,healthrgn,int,itemset,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,strint,sturdiness,versatility
,,,11.0,Warlock,,11.0,,120.0,,,8.0,,19.0,645.0,,Voidheart Leggings,,,,Epic,,70.0,7.0,,,,,33.0,,,,
,,23.0,42.0,,,,,100.0,,,,,,563.0,,Enchanted Adamantite Leggings,,3.0,,Rare,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,15.0,,,,
19.0,19.0,,19.0,,,11.0,,100.0,,,,,19.0,659.0,,Wastewalker Leggings,,3.0,,Rare,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,,
19.0,19.0,,28.0,,,16.0,,100.0,,,22.0,,19.0,660.0,,Greaves of Desolation,,,,Rare,,68.0,7.0,,,,,28.0,,,,
,,,42.0,Paladin,,,,120.0,,,,,21.0,625.0,,Justicar Legguards,,,21.0,Epic,,70.0,7.0,,,,,21.0,21.0,21.0,,
,,,12.0,,,9.0,,120.0,,,,,22.0,,,Pantaloons of Calming Strife,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,22.0,,,,15.0
,,,12.0,Priest,,,,120.0,,,,,20.0,675.0,,Breeches of Absolution,,1.0,,Epic,,70.0,7.0,Prismatic socket,,,,25.0,,,,15.0
20.0,20.0,,28.0,,,12.0,,100.0,,,14.0,,20.0,,,Rushing Storm Kilt,,,,Rare,,70.0,7.0,,,,,29.0,,,,
,,,11.0,Mage,,13.0,,120.0,,,10.0,,18.0,649.0,,Leggings of Tirisfal,,1.0,,Epic,,70.0,7.0,Prismatic socket,,,,27.0,,,,
,,,42.0,Paladin,,13.0,,120.0,,,,,18.0,627.0,,Crystalforge Leggings,,1.0,,Epic,,70.0,7.0,Prismatic socket,,,,27.0,18.0,18.0,,10.0
26.0,26.0,,19.0,,,15.0,,100.0,,,,,26.0,,,Retainer's Leggings,,,,Rare,,70.0,7.0,,,,,16.0,,,,
16.0,16.0,,19.0,Rogue,,8.0,,100.0,,,,,16.0,745.0,,Opportunist's Leather Legguards,,,,Rare,,70.0,7.0,,,,,27.0,,,,16.0
,,,41.0,,,,,100.0,,,,,16.0,565.0,,Khorium Pants,,,,Rare,,70.0,7.0,,,,,36.0,16.0,16.0,,16.0
,,,43.0,Paladin,,14.0,,120.0,,,12.0,,25.0,680.0,,Lightbringer Greaves,,1.0,,Epic,,70.0,7.0,Prismatic socket,,,,18.0,25.0,25.0,,
,,,12.0,Warlock,,10.0,,120.0,,,16.0,,20.0,670.0,,Leggings of the Malefic,,,,Epic,,70.0,7.0,,,,,30.0,,,,
16.0,16.0,,29.0,Shaman,,17.0,,120.0,,,8.0,,16.0,682.0,,Skyshatter Pants,,1.0,,Epic,,70.0,7.0,Prismatic socket,,,,30.0,,,,
16.0,16.0,,19.0,Rogue,,8.0,,120.0,,,,,16.0,713.0,,Merciless Gladiator's Leather Legguards,,,,Epic,,70.0,7.0,,,,,27.0,,,,15.0
,,,11.0,,,,,100.0,,,,,18.0,,,Leggings of the Sacred Crest,,,,Rare,,70.0,7.0,,,,,18.0,,,,23.0
19.0,19.0,,19.0,,,,,120.0,,,12.0,,19.0,,,Shallow-Grave Trousers,,,,Epic,,70.0,7.0,,,,,35.0,,,,
19.0,19.0,,19.0,,,,,100.0,,,,,19.0,,,Earthsoul Britches,,,,Rare,,70.0,7.0,,,,,28.0,,,,15.0
,,,42.0,,,,15.0,100.0,,,,,19.0,623.0,,Legplates of the Righteous,,,,Rare,,70.0,7.0,,,,,28.0,19.0,19.0,,15.0
19.0,19.0,,28.0,,,15.0,,100.0,,,10.0,,19.0,650.0,,Beast Lord Leggings,,,,Rare,,70.0,7.0,,,,,28.0,,,,
18.0,18.0,,26.0,,,15.0,,85.0,,,,,18.0,,,Warcaster's Scaled Leggings,,,,Uncommon,,,7.0,,,,,27.0,,,,
,,,36.0,,,4.0,,100.0,,,,,17.0,,,Greaves of the Iron Guardian,,3.0,,Rare,,63.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,25.0,17.0,17.0,,
20.0,20.0,,21.0,,,10.0,,120.0,,,9.0,,20.0,,,Leggings of the Immortal Beast,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,36.0,,,,
22.0,22.0,,31.0,,,12.0,,120.0,,,11.0,,22.0,,,Chain Links of the Tumultuous Storm,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,29.0,,,,
,,,43.0,Paladin,,14.0,,120.0,,,,,15.0,727.0,,Vengeful Gladiator's Lamellar Legguards,,,,Epic,,70.0,7.0,,,,,31.0,15.0,15.0,,13.0
16.0,16.0,,19.0,,,,,120.0,,,,,16.0,,,Pants of Splendid Recovery,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,,13.0
,,,11.0,,,11.0,,120.0,,,8.0,,19.0,,,Leggings of the Seventh Circle,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,15.0,,,,
,,,11.0,,,,,85.0,,,,,19.0,,,Archmage Pants,,,,Uncommon,,69.0,7.0,,,,,28.0,,,,
18.0,18.0,,18.0,,,13.0,,120.0,,,8.0,,18.0,,,Midnight Legguards,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,,
,,,39.0,,,9.0,9.0,100.0,,,7.0,,18.0,,,Mag'hari Warlord's Legplates,,,,Rare,,,7.0,,,,,27.0,18.0,18.0,,
17.0,17.0,,17.0,,,12.0,17.0,100.0,,,,,17.0,,,Leggings of the Sly,,,,Rare,,65.0,7.0,,,,,16.0,,,,
,,,12.0,Warlock,,10.0,,120.0,,,16.0,,20.0,,,Leggings of the Malefic,,,,Epic,,70.0,7.0,,,,,30.0,,,,
20.0,20.0,,28.0,,,,,120.0,,,,,20.0,,,Runed Scales of Antiquity,,2.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,,,29.0,,,,14.0
19.0,19.0,,28.0,,,,,120.0,,,,,19.0,,,Sunhawk Leggings,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,25.0,,,,12.0
18.0,18.0,,19.0,Druid,,,,120.0,,,,,18.0,642.0,,Nordrassil Life-Kilt,,1.0,,Epic,,70.0,7.0,Prismatic socket,,,,27.0,,,,16.0
,,,11.0,,,,,120.0,,,19.0,,19.0,,,Achromic Trousers of the Naaru,,,,Epic,,70.0,7.0,,,,,27.0,,,,
,,,11.0,Priest,,,,100.0,,,,,18.0,739.0,,Mooncloth Legguards,,,,Rare,,70.0,7.0,,,,,36.0,,,,13.0
,,,42.0,,,11.0,15.0,100.0,,,,,19.0,653.0,,Legplates of the Bold,,,,Rare,,68.0,7.0,,,,,28.0,19.0,19.0,,
,,,49.0,,,,,100.0,,,,,23.0,,,Iron Colossus Legplates,,,22.0,Rare,,,7.0,,,,,34.0,23.0,23.0,,
24.0,24.0,,29.0,Hunter,,7.0,,120.0,,,14.0,,24.0,669.0,,Gronnstalker's Leggings,,1.0,,Epic,,70.0,7.0,Prismatic socket,,,,24.0,,,,
16.0,16.0,,19.0,Rogue,,8.0,,120.0,,,,,16.0,577.0,,Gladiator's Leather Legguards,,,,Epic,,70.0,7.0,,,,,28.0,,,,16.0
19.0,19.0,,19.0,Druid,,7.0,,120.0,,,7.0,,19.0,641.0,,Nordrassil Feral-Kilt,,1.0,,Epic,,70.0,7.0,Prismatic socket,,,,33.0,,,,
19.0,19.0,,28.0,Shaman,,9.0,,120.0,,,9.0,,19.0,632.0,,Cyclone Legguards,,,,Epic,,70.0,7.0,,,,,34.0,,,,
16.0,16.0,,28.0,,,12.0,,120.0,,,,,16.0,,,Avalanche Leggings,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,,
,,,41.0,,,,19.0,100.0,,,,,,569.0,,Felsteel Leggings,,3.0,,Rare,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,22.0,,,,3.0
21.0,21.0,,31.0,,,18.0,,85.0,,,,,21.0,,,Bloodbinder's Links,,,,Uncommon,,,7.0,,,,,32.0,,,,17.0
20.0,20.0,,19.0,,,,,120.0,,,,,20.0,,,Grovewalker's Leggings,,2.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,,,28.0,,,,17.0
,,,42.0,Warrior,,16.0,,100.0,,,,,16.0,750.0,,Savage Plate Legguards,,,,Rare,,70.0,7.0,,,,,26.0,16.0,16.0,,13.0
19.0,19.0,,28.0,,,11.0,,100.0,,,7.0,,19.0,,,Emerald-Scale Greaves,,3.0,,Rare,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,,
19.0,19.0,,28.0,,,10.0,,120.0,,,14.0,,19.0,,,Shifting Camouflage Pants,,,,Epic,,70.0,7.0,,,,,28.0,,,,
17.0,17.0,,19.0,Druid,,,,120.0,,,,,17.0,584.0,,Gladiator's Dragonhide Legguards,,,,Epic,,70.0,7.0,,,,,34.0,,,,19.0
,,,41.0,,,14.0,,85.0,,,7.0,,19.0,,,Midrealm Leggings,,,,Uncommon,,,7.0,,,,,28.0,19.0,19.0,,
,,,11.0,,,,,100.0,,,,,19.0,,,Khadgar's Kilt of Abjuration,,3.0,,Rare,,68.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,,9.0
18.0,18.0,,27.0,,,12.0,,120.0,,,15.0,,18.0,,,Wyrmscale Greaves,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,,8.0
19.0,19.0,,28.0,,,8.0,,120.0,,,16.0,,19.0,,,Bow-Stitched Leggings,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,20.0,,,,
,,,43.0,,,9.0,18.0,120.0,,,,,11.0,,,Sunguard Legplates,,2.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,,,29.0,11.0,11.0,,
,,,11.0,,,,,120.0,,,,,18.0,,,Kirin Tor Master's Trousers,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,,12.0
14.0,14.0,,26.0,,,,,100.0,,,,,14.0,576.0,,Netherfury Leggings,,3.0,,Rare,,67.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,21.0,,,,15.0
16.0,16.0,,28.0,Shaman,,10.0,,120.0,,,,,16.0,715.0,,Merciless Gladiator's Ringmail Leggings,,,,Epic,,70.0,7.0,,,,,29.0,,,,21.0
16.0,16.0,,28.0,Hunter,,8.0,,100.0,,,8.0,,16.0,749.0,,Stalker's Chain Leggings,,,,Rare,,70.0,7.0,,,,,23.0,,,,14.0
,,,28.0,,,,,120.0,26.0,,,,,,,Inferno Forged Leggings,,,,Epic,,70.0,7.0,,,,,32.0,,,,
16.0,16.0,,28.0,Shaman,,13.0,,120.0,,,8.0,,16.0,636.0,,Cataclysm Legplates,,1.0,,Epic,,70.0,7.0,Prismatic socket,,,,31.0,,,,
,,,11.0,Priest,,23.0,,120.0,,,,,13.0,705.0,,Merciless Gladiator's Mooncloth Leggings,,,,Epic,,70.0,7.0,,,,,27.0,,,,24.0
16.0,16.0,,19.0,,,13.0,,120.0,,,,,16.0,,,Elunite Imbued Leggings,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,,
19.0,19.0,,19.0,,,8.0,12.0,100.0,,,,,19.0,,,Warpscale Leggings,,,,Rare,,70.0,7.0,,,,,28.0,,,,
18.0,18.0,,18.0,,,,,120.0,,,,,18.0,,,Forestwalker Kilt,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,,13.0
,,,,,,,,,,,,,,,,Jormungar Leg Armor,,,,Rare,,70.0,,,,,,,,,,
21.0,21.0,,31.0,,,20.0,,120.0,,,7.0,,21.0,,,Starstalker Legguards,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,23.0,,,,
22.0,22.0,,31.0,,,,,120.0,,,11.0,,22.0,,,Kilt of Spiritual Reconstruction,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,29.0,,,,13.0
21.0,21.0,,30.0,,,,,85.0,,,,,21.0,,,Legguards of Refuted Feudalism,,,,Uncommon,,,7.0,,,,,32.0,,,,
,,,43.0,Paladin,,13.0,,120.0,,,,,19.0,681.0,,Lightbringer Leggings,,1.0,,Epic,,70.0,7.0,Prismatic socket,,,,30.0,19.0,19.0,,10.0
20.0,20.0,,29.0,Shaman,,,,120.0,,,,,20.0,683.0,,Skyshatter Leggings,,1.0,,Epic,,70.0,7.0,Prismatic socket,,,,34.0,,,,13.0
19.0,19.0,,28.0,,,,,120.0,,,,,19.0,,,Sun-Touched Chain Leggings,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,23.0,,,,15.0
18.0,18.0,,28.0,,,15.0,,120.0,,,,,18.0,,,Void Reaver Greaves,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,22.0,,,,
,,,42.0,,,,,120.0,,,16.0,,19.0,,,Bloodthirster's Wargreaves,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,18.0,19.0,19.0,,
13.0,13.0,,28.0,,,20.0,,120.0,,,9.0,,13.0,,,Rip-Flayer Leggings,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,8.0,,,,
,,,42.0,,,,16.0,120.0,,,,,11.0,,,Unwavering Legguards,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,30.0,11.0,11.0,,
18.0,18.0,,28.0,Shaman,,9.0,,120.0,,,6.0,,18.0,635.0,,Cataclysm Leggings,,1.0,,Epic,,70.0,7.0,Prismatic socket,,,,35.0,,,,
19.0,19.0,,27.0,,,,,85.0,,,,,19.0,,,Sundered Legguards,,,,Uncommon,,68.0,7.0,,,,,28.0,,,,
,,,11.0,,,11.0,,120.0,,,,,18.0,,,Breeches of the Occultist,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,,
22.0,22.0,,21.0,,,,,120.0,,,,,22.0,,,Breeches of Natural Splendor,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,,17.0
,,,12.0,,,12.0,,120.0,,,11.0,,22.0,,,Leggings of Calamity,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,29.0,,,,
,,,43.0,,,,,85.0,,,,,20.0,,,Legplates of the Conquered Knight,,,,Uncommon,,,7.0,,,,,30.0,20.0,20.0,,
,,,43.0,Warrior,,17.0,,120.0,,,10.0,,20.0,672.0,,Onslaught Greaves,,1.0,,Epic,,70.0,7.0,Prismatic socket,,,,20.0,20.0,20.0,,
20.0,20.0,,19.0,,,11.0,,120.0,,,,,20.0,,,Trousers of the Scryers' Retainer,,2.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,,,31.0,,,,
20.0,20.0,,19.0,,,,,120.0,,,,,20.0,,,Kilt of Immortal Nature,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,29.0,,,,10.0
,,,11.0,Mage,,10.0,,120.0,,,11.0,,19.0,648.0,,Legwraps of the Aldor,,,,Epic,,70.0,7.0,,,,,31.0,,,,
,,,42.0,,,,,85.0,,,,,19.0,,,Shattered Hand Legplates,,,,Uncommon,,69.0,7.0,,,,,28.0,19.0,19.0,,
,,,11.0,Warlock,,,,120.0,,,,,17.0,702.0,,Merciless Gladiator's Dreadweave Leggings,,,,Epic,,70.0,7.0,,,,,32.0,,,,36.0
,,,42.0,,,16.0,,100.0,,,15.0,,17.0,,,Legguards of Brutalization,,,,Rare,,69.0,7.0,,,,,20.0,17.0,17.0,,
,,,42.0,Paladin,,14.0,,120.0,,,,,14.0,700.0,,Merciless Gladiator's Lamellar Legguards,,,,Epic,,70.0,7.0,,,,,29.0,14.0,14.0,,14.0
19.0,19.0,,28.0,,,,,100.0,,,,,19.0,,,Oceansong Kilt,,,,Rare,,70.0,7.0,,,,,28.0,,,,
,,,42.0,,,15.0,,100.0,,,10.0,,19.0,661.0,,Doomplate Legguards,,,,Rare,,70.0,7.0,,,,,28.0,19.0,19.0,,
,,,40.0,,,,13.0,85.0,,,,,18.0,,,Kirin'Var Defender's Chausses,,,,Uncommon,,,7.0,,,,,28.0,18.0,18.0,,12.0
18.0,18.0,,18.0,,,,,85.0,,,,,18.0,,,Leggings of Concentrated Power,,,,Uncommon,,,7.0,,,,,28.0,,,,15.0
18.0,18.0,,27.0,,,,,100.0,,,,,18.0,,,Chimaerascale Legguards,,,,Rare,,68.0,7.0,,,,,28.0,,,,
17.0,17.0,,17.0,,,,,120.0,,,,,17.0,,,Kilt of Living Growth,,,,Epic,,70.0,7.0,,,,,21.0,,,,18.0
,,,10.0,,,,,120.0,,,,,26.0,,,Kamaei's Cerulean Skirt,,,,Epic,,70.0,7.0,,,,,18.0,,,,10.0
,,,12.0,Warlock,,14.0,,120.0,,,,,18.0,-5.0,,Brutal Gladiator's Felweave Trousers,,,,Epic,,70.0,7.0,,,,,31.0,,,,32.0
,,,45.0,,,17.0,,120.0,,,7.0,,26.0,,,Legguards of Endless Rage,,,,Epic,,70.0,7.0,,,,,22.0,26.0,26.0,,
,,,43.0,Warrior,,17.0,,120.0,,,9.0,,19.0,736.0,,Vengeful Gladiator's Plate Legguards,,,,Epic,,70.0,7.0,,,,,26.0,19.0,19.0,,8.0
,,,19.0,,,,,120.0,,,,,,,,Redeemed Soul Legguards,,,,Epic,,70.0,7.0,,,,,22.0,,,,
19.0,19.0,,19.0,,,,,85.0,,,,,19.0,,,Expedition Pants,,,,Uncommon,,69.0,7.0,,,,,28.0,,,,
,,,11.0,,,,,100.0,,,,,19.0,,,Windchanneller's Leggings,,,,Rare,,70.0,7.0,,,,,28.0,,,,
15.0,15.0,,25.0,,,12.0,,120.0,,,12.0,,15.0,,,Leggings of Beast Mastery,,,,Epic,,70.0,7.0,,,,,22.0,,,,
17.0,17.0,,17.0,,,,,85.0,,,,,17.0,,,Sunroc Pants,,,,Uncommon,,62.0,7.0,,,,,25.0,,,,
,,,10.0,,,7.0,,100.0,,,11.0,,16.0,,,Princely Reign Leggings,,,,Rare,,62.0,7.0,,,,,24.0,,,,
,,,46.0,,,12.0,19.0,120.0,,,,,14.0,,,Felstrength Legplates,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,14.0,14.0,,
,,,12.0,,,,,120.0,,,,,20.0,,,Leggings of Eternity,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,,15.0
20.0,20.0,,20.0,Druid,,13.0,,120.0,,,7.0,,20.0,677.0,,Thunderheart Pants,,1.0,,Epic,,70.0,7.0,Prismatic socket,,,,31.0,,,,
20.0,20.0,,29.0,Shaman,,16.0,,120.0,,,7.0,,20.0,684.0,,Skyshatter Legguards,,1.0,,Epic,,70.0,7.0,Prismatic socket,,,,28.0,,,,
,,,43.0,,,,11.0,120.0,,,7.0,,13.0,,,Praetorian's Legguards,,3.0,11.0,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,13.0,13.0,,
,,,43.0,,,,19.0,120.0,,,,,12.0,,,Inscribed Legplates of the Aldor,,2.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,,,29.0,12.0,12.0,,
,,,42.0,,,,,85.0,,,,,19.0,,,Baleheim Legguards,,,,Uncommon,,69.0,7.0,,,,,29.0,19.0,19.0,,
,,,42.0,,,,,120.0,,,,,,,,Wildguard Leggings,28.0,,,Epic,,70.0,7.0,,,,,26.0,,,,
,,,42.0,Paladin,,15.0,,120.0,,,8.0,,23.0,629.0,,Crystalforge Greaves,,1.0,,Epic,,70.0,7.0,Prismatic socket,,,,17.0,23.0,23.0,,
19.0,19.0,,19.0,,,,,85.0,,,,,19.0,,,Dragonhawk Pants,,,,Uncommon,,70.0,7.0,,,,,28.0,,,,
,,,42.0,Warrior,,16.0,,120.0,,,5.0,,17.0,567.0,,Gladiator's Plate Legguards,,,,Epic,,70.0,7.0,,,,,24.0,17.0,17.0,,9.0
,,,11.0,,,,,85.0,,,,,19.0,,,Elementalist Leggings,,,,Uncommon,,70.0,7.0,,,,,28.0,,,,
19.0,19.0,,28.0,,,11.0,,100.0,,,,,19.0,630.0,,Tidefury Kilt,,,,Rare,,70.0,7.0,,,,,28.0,,,,
,,,42.0,,,10.0,,120.0,,,,,19.0,,,High Justicar's Legplates,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,27.0,19.0,19.0,,
19.0,19.0,,19.0,,,,,100.0,,,,,19.0,,,Nomad's Leggings,,,,Rare,,70.0,7.0,,,,,42.0,,,,
18.0,18.0,,26.0,,,12.0,,100.0,,,,,18.0,,,Area 52 Defender's Pants,,,,Rare,,,7.0,,,,,27.0,,,,9.0
,,,10.0,,,,,85.0,,,,,18.0,,,Mistyreed Pants,,,,Uncommon,,64.0,7.0,,,,,27.0,,,,
,,,38.0,,,10.0,,100.0,,,,,14.0,,,Slayer's Leggings,,1.0,,Rare,,66.0,7.0,Prismatic socket,,,,23.0,14.0,14.0,,14.0
17.0,17.0,,17.0,,,9.0,12.0,100.0,,,,,17.0,,,Skulldugger's Leggings,,3.0,,Rare,,63.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,25.0,,,,
,,,10.0,,,,,85.0,,,,,17.0,,,Vindicator Pants,,,,Uncommon,,61.0,7.0,,,,,25.0,,,,
22.0,22.0,,22.0,,,20.0,,100.0,,,,,22.0,,,Tattooed Deerskin Leggings,,,,Rare,,,7.0,,,,,33.0,,,,
22.0,22.0,,21.0,,,17.0,,120.0,,,,,22.0,,,Breeches of Natural Aggression,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,,
14.0,14.0,,21.0,Rogue,,11.0,,120.0,,,10.0,,14.0,-14.0,,Brutal Gladiator's Leather Legguards,,,,Epic,,70.0,7.0,,,,,31.0,,,,21.0
,,,46.0,Warrior,,19.0,,120.0,,,11.0,,20.0,-2.0,,Brutal Gladiator's Plate Legguards,,,,Epic,,70.0,7.0,,,,,27.0,20.0,20.0,,8.0
21.0,21.0,,31.0,,,,,100.0,,,,,21.0,,,Ceremonial Pike Leggings,,,,Rare,,,7.0,,,,,32.0,,,,22.0
21.0,21.0,,30.0,,,18.0,,85.0,,,18.0,,21.0,,,Legguards of Swift Pursuit,,,,Uncommon,,,7.0,,,,,32.0,,,,
,,,12.0,Warlock,,,,120.0,,,,,18.0,734.0,,Vengeful Gladiator's Dreadweave Leggings,,,,Epic,,70.0,7.0,,,,,34.0,,,,34.0
,,,43.0,,,,,120.0,,,,,17.0,,,Greaves of Pacification,,2.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,,,33.0,17.0,17.0,,14.0
,,,11.0,,,,,120.0,,,,,20.0,,,Adorned Supernal Legwraps,,2.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,,,25.0,,,,16.0
25.0,25.0,,28.0,,,15.0,,85.0,,,,,25.0,755.0,,Nerubian Legguards,,,,Uncommon,,68.0,7.0,,,,,26.0,,,,
,,,11.0,,,,,100.0,,,,,19.0,662.0,,Hallowed Trousers,,,,Rare,,70.0,7.0,,,,,28.0,,,,15.0
,,,11.0,Warlock,,11.0,,120.0,,,,,16.0,704.0,,Merciless Gladiator's Felweave Trousers,,,,Epic,,70.0,7.0,,,,,26.0,,,,35.0
,,,11.0,Mage,,11.0,,120.0,,,,,16.0,710.0,,Merciless Gladiator's Silk Trousers,,,,Epic,,70.0,7.0,,,,,31.0,,,,12.0
,,,11.0,,,,,120.0,26.0,,,,,,,Infernoweave Leggings,,,,Epic,,70.0,7.0,,,,,32.0,,,,
,,,11.0,,,,,85.0,,,,,18.0,,,Shadow Council Pants,,,,Uncommon,,67.0,7.0,,,,,28.0,,,,
18.0,18.0,,18.0,,,18.0,,100.0,,,15.0,,18.0,,,Oilcloth Breeches,,,,Rare,,,7.0,,,,,28.0,,,,
,,,11.0,,,,,100.0,,,,,18.0,,,Chimaerahide Leggings,,,,Rare,,68.0,7.0,,,,,28.0,,,,
,,,10.0,,,,,120.0,,,,,19.0,572.0,,Battlecast Pants,,2.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,,,30.0,,,,
18.0,18.0,,18.0,,,,,100.0,,,,,18.0,,,Leggings of Unending Assault,,,,Rare,,,7.0,,,,,27.0,,,,
22.0,22.0,,25.0,,,,,85.0,,,,,22.0,611.0,,Felscale Pants,,,,Uncommon,,63.0,7.0,,,,,32.0,,,,
,,,13.0,,,22.0,,85.0,,,,,23.0,,,Pantaloons of the Water Magi,,,,Uncommon,,,7.0,,,,,34.0,,,,
,,,12.0,Warlock,,,,120.0,,,,,20.0,-3.0,,Brutal Gladiator's Dreadweave Leggings,,,,Epic,,70.0,7.0,,,,,38.0,,,,33.0
21.0,21.0,,31.0,,,17.0,,85.0,,,,,21.0,,,Leggings of the Ritual,,,,Uncommon,,,7.0,,,,,32.0,,,,
20.0,20.0,,20.0,Druid,,10.0,,120.0,,,4.0,,20.0,676.0,,Thunderheart Leggings,,1.0,,Epic,,70.0,7.0,Prismatic socket,,,,35.0,,,,
,,,11.0,,,16.0,,120.0,,,,,20.0,,,Corrupted Soulcloth Pantaloons,,2.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,,,25.0,,,,
19.0,19.0,,19.0,,,11.0,,100.0,,,15.0,,19.0,,,Trousers of the Scryers' Retainer,,,,Rare,,70.0,7.0,,,,,29.0,,,,
,,,11.0,,,11.0,,120.0,,,9.0,,20.0,,,Legwraps of Sweltering Flame,,2.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,,,26.0,,,,
16.0,16.0,,19.0,Druid,,,,120.0,,,7.0,,16.0,685.0,,Gladiator's Kodohide Legguards,,,,Epic,,70.0,7.0,,,,,33.0,,,,24.0
19.0,19.0,,28.0,,,,,85.0,,,,,19.0,,,Talhide Lined-Leggings,,,,Uncommon,,69.0,7.0,,,,,28.0,,,,
,,,11.0,,,12.0,,100.0,,,,,19.0,,,Aran's Sorcerous Slacks,,3.0,,Rare,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,,
17.0,17.0,,19.0,Druid,,11.0,,120.0,,,,,17.0,639.0,,Britches of Malorne,,,,Epic,,70.0,7.0,,,,,28.0,,,,12.0
,,,42.0,Paladin,,14.0,,100.0,,,,,14.0,751.0,,Crusader's Ornamented Leggings,,,,Rare,,70.0,7.0,,,,,34.0,14.0,14.0,,14.0
,,,11.0,,,,,120.0,,,,,14.0,,,Pantaloons of Repentance,,3.0,,Epic,,70.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,,12.0
,,,42.0,,,,,100.0,,,,,19.0,,,Slatesteel Leggings,,,,Rare,,70.0,7.0,,,,,28.0,19.0,19.0,,
,,,42.0,Paladin,,9.0,,100.0,,,,,25.0,752.0,,Crusader's Scaled Legguards,,,,Rare,,70.0,7.0,,,,,24.0,25.0,25.0,,9.0
17.0,17.0,,19.0,Druid,,8.0,,100.0,,,,,17.0,744.0,,Kodohide Legguards,,,,Rare,,70.0,7.0,,,,,32.0,,,,22.0
