agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,healthrgn,holres,int,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,strint,versatility
,,,12.0,Warlock,,12.0,,100.0,,,9.0,,,14.0,,Sanctified Dark Coven Shoulderpads,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,
14.0,14.0,,20.0,Rogue,,9.0,,100.0,,,,,,14.0,,Wrathful Gladiator's Leather Spaulders,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,12.0
,,,12.0,,,,,100.0,,,9.0,,,14.0,,Pauldrons of Revered Mortality,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,12.0
17.0,17.0,,29.0,,,16.0,,100.0,,,9.0,,,17.0,,Pauldrons of Havoc,,,,Epic,,80.0,3.0,,,,,23.0,,,
15.0,15.0,,20.0,,,12.0,,100.0,,,6.0,,,15.0,,Cultist's Bloodsoaked Spaulders,,2.0,,Epic,,80.0,3.0,Prismatic socket,Prismatic socket,,,22.0,,,
15.0,15.0,,20.0,Druid,,9.0,,100.0,,,,,,15.0,,Sanctified Lasherweave Pauldrons,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,12.0
,,,12.0,Priest,,12.0,,100.0,,,9.0,,,15.0,,Sanctified Crimson Acolyte Mantle,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,
,,,12.0,,,12.0,,100.0,,,,,,17.0,,Mantle of Dissemination,,,,Epic,,80.0,3.0,,,,,26.0,,,11.0
11.0,11.0,,20.0,,,,,100.0,,,6.0,,,11.0,,Shoulders of Frost-Tipped Thorns,,2.0,,Epic,,80.0,3.0,Prismatic socket,Prismatic socket,,,25.0,,,12.0
,,,12.0,Warlock,,12.0,,100.0,,,,,,14.0,,Gul'dan's Shoulderpads of Conquest,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,9.0
14.0,14.0,,29.0,Shaman,,10.0,,100.0,,,8.0,,,14.0,,Heroes' Earthshatter Shoulderguards,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,,,
14.0,14.0,,29.0,Shaman,,12.0,,100.0,,,9.0,,,14.0,,Conqueror's Worldbreaker Shoulderguards,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,,,
18.0,18.0,,20.0,,,10.0,,100.0,,,,,,18.0,,Spaulders of the Monstrosity,,,,Epic,,80.0,3.0,,,,,25.0,,,13.0
,,,43.0,Paladin,,14.0,,100.0,,,10.0,,,17.0,,Valorous Redemption Shoulderplates,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,18.0,17.0,17.0,
,,,43.0,,,14.0,,85.0,,,,,,17.0,,Shoulderplates of the Beholder,,1.0,,Rare,,75.0,3.0,Prismatic socket,,,,26.0,17.0,17.0,
,,,12.0,,,10.0,,100.0,,,13.0,,,17.0,,Mantle of Inconsolable Fear,,,,Epic,,80.0,3.0,,,,,26.0,,,
17.0,17.0,,29.0,,,,,85.0,,,15.0,,,17.0,,Spaulders of the Violet Hold,,1.0,,Rare,,80.0,3.0,Prismatic socket,,,,26.0,,,
,,,43.0,Paladin,,,13.0,100.0,,,,,,16.0,,Heroes' Redemption Shoulderguards,,1.0,9.0,Epic,,80.0,3.0,Prismatic socket,,,,23.0,16.0,16.0,
,,,12.0,,,9.0,,100.0,,,12.0,,,14.0,,Pauldrons of Catastrophic Emanation,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,
,,,11.0,,,,,70.0,,,,,,16.0,,Aerie Shoulderpads,,,,Uncommon,,75.0,3.0,,,,,24.0,,,
,,,36.0,,,20.0,,85.0,,,,,,14.0,,Blood-Tempered Spaulders,,,,Rare,,71.0,3.0,,,,,18.0,14.0,14.0,
,,,48.0,,,15.0,,85.0,,,,,,19.0,10.0,Jade Tiger Shoulders,,,,Rare,,,3.0,,,,,29.0,19.0,19.0,
,,,12.0,Warlock,,12.0,,100.0,,,9.0,,,15.0,,Sanctified Dark Coven Shoulderpads,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,
16.0,16.0,,20.0,Druid,,11.0,,100.0,,,,,,16.0,,Conqueror's Nightsong Mantle,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,24.0,,,10.0
,,,12.0,Warlock,,8.0,,100.0,,,13.0,,,15.0,,Heroes' Plagueheart Shoulderpads,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,,,
,,,43.0,,,12.0,,85.0,,,,,,17.0,,Spaulders of Ichoron,,,,Rare,,75.0,3.0,,,,,26.0,17.0,17.0,
,,,12.0,Priest,,,,100.0,,,,,,14.0,,Relentless Gladiator's Mooncloth Mantle,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,21.0
,,,43.0,,,,,85.0,,,15.0,,,17.0,,Snake Den Spaulders,,1.0,,Rare,,80.0,3.0,Prismatic socket,,,,26.0,17.0,17.0,
17.0,17.0,,29.0,Shaman,,14.0,,100.0,,,6.0,,,17.0,,Sanctified Frost Witch's Shoulderguards,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,21.0,,,
,,,12.0,Warlock,,,,,,,12.0,,,17.0,,Conqueror's Deathbringer Shoulderpads,,,,Epic,,80.0,3.0,,,,,26.0,,,11.0
,,,43.0,Paladin,,13.0,,100.0,,,8.0,,,15.0,,Heroes' Redemption Spaulders,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,15.0,15.0,
,,,43.0,Warrior,,10.0,16.0,100.0,,,,,,12.0,,Conqueror's Siegebreaker Pauldrons,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,24.0,12.0,12.0,
17.0,17.0,,29.0,,,,,100.0,,,14.0,,,17.0,,Retcher's Shoulderpads,,,,Epic,,80.0,3.0,,,,,24.0,,,7.0
15.0,15.0,,20.0,,,10.0,,100.0,,,7.0,,,15.0,,Shoulderpads of the Infamous Knave,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,,,
14.0,14.0,,29.0,Shaman,,10.0,,100.0,,,8.0,,,14.0,,Valorous Earthshatter Shoulderguards,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,,,
,,,43.0,,,9.0,,100.0,,,12.0,,,14.0,,Shoulderplates of the Cavalier,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,14.0,14.0,
,,,43.0,Paladin,,9.0,,100.0,,,,,,14.0,,Relentless Gladiator's Ornamented Spaulders,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,14.0,14.0,12.0
17.0,17.0,,20.0,,,10.0,,85.0,,,,,,17.0,,Spaulders of the Careless Thief,,1.0,,Rare,,80.0,3.0,Prismatic socket,,,,26.0,,,
14.0,14.0,,29.0,,,10.0,,100.0,,,10.0,,,14.0,,Pauldrons of Concealed Loathing,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,,,
,,,43.0,,,9.0,,100.0,,,12.0,,,14.0,,Pauldrons of the Cavalier,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,14.0,14.0,
18.0,18.0,,30.0,,,,,85.0,,,,,,18.0,,Tsunami Shoulders,,,,Rare,,80.0,3.0,,,,,27.0,,,
,,,45.0,,,10.0,,85.0,,,,,,18.0,13.0,Raz's Pauldrons,,,,Rare,,78.0,3.0,,,,,27.0,18.0,18.0,
,,,44.0,,,,11.0,100.0,,,,,,18.0,,Boneguard Commander's Pauldrons,,2.0,6.0,Epic,,80.0,3.0,Prismatic socket,Prismatic socket,,,18.0,18.0,18.0,
,,,12.0,,,13.0,,100.0,,,,,,17.0,,Mantle of the Preserver,,,,Epic,,80.0,3.0,,,,,26.0,,,10.0
,,,12.0,,,,,85.0,,,,,,17.0,,Mantle of Deceit,,,,Rare,,80.0,3.0,,,,,26.0,,,13.0
16.0,16.0,,20.0,Rogue,,10.0,,100.0,,,,,,16.0,,Deadly Gladiator's Leather Spaulders,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,11.0
,,,43.0,Warrior,,6.0,17.0,,,,,,,13.0,,Wrynn's Pauldrons of Triumph,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,21.0,13.0,13.0,
,,,43.0,Paladin,,6.0,17.0,100.0,,,,,,13.0,,Liadrin's Shoulderguards of Conquest,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,21.0,13.0,13.0,
,,,43.0,Warrior,,,15.0,100.0,,,,,,15.0,,Heroes' Dreadnaught Pauldrons,,1.0,7.0,Epic,,80.0,3.0,Prismatic socket,,,,23.0,15.0,15.0,
14.0,14.0,,29.0,Hunter,,12.0,,100.0,,,9.0,,,14.0,,Windrunner's Spaulders of Triumph,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,,,
,,,12.0,Warlock,,12.0,,100.0,,,9.0,,,14.0,,Dark Coven Shoulderpads,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,
17.0,17.0,,20.0,,,12.0,,,,,11.0,,,17.0,,Shoulderpads of the Intruder,,,,Epic,,80.0,3.0,,,,,26.0,,,
,,,43.0,Death knight,,9.0,,100.0,,,11.0,,,16.0,,Valorous Darkruned Shoulderplates,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,16.0,16.0,
,,,43.0,Death knight,,10.0,,100.0,,,,,,16.0,,Furious Gladiator's Dreadplate Shoulders,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,16.0,16.0,11.0
17.0,17.0,,20.0,,,12.0,,85.0,,,,,,17.0,,Eviscerator's Shoulderpads,,,,Rare,,78.0,3.0,,,,,26.0,,,12.0
,,,12.0,Priest,,12.0,,100.0,,,9.0,,,14.0,,Crimson Acolyte Mantle,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,
17.0,17.0,,29.0,,,13.0,,100.0,,,7.0,,,17.0,,Pauldrons of the Deafening Gale,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,22.0,,,
,,,43.0,Warrior,,,11.0,100.0,,,,,,17.0,,Sanctified Ymirjar Lord's Pauldrons,,1.0,9.0,Epic,,80.0,3.0,Prismatic socket,,,,21.0,17.0,17.0,
17.0,17.0,,20.0,,,,,100.0,,,11.0,,,17.0,,Shoulderpads of the Monolith,,,,Epic,,80.0,3.0,,,,,26.0,,,12.0
15.0,15.0,,29.0,Shaman,,12.0,,100.0,,,,,,15.0,,Heroes' Earthshatter Spaulders,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,8.0
,,,40.0,,,10.0,,85.0,,,,,,16.0,,Chiseled Stalagmite Pauldrons,,,,Rare,,71.0,3.0,,,,,24.0,16.0,16.0,
,,,38.0,,,16.0,,70.0,,,7.0,,,19.0,,Spiked Cobalt Shoulders,,,,Uncommon,,72.0,3.0,,,,,,19.0,19.0,
12.0,12.0,,17.0,,,,,85.0,,,12.0,,,12.0,,Corehound Fang Shoulderpads,,,,Rare,,72.0,3.0,,,,,28.0,,,
18.0,18.0,,20.0,Druid,,12.0,,100.0,,,9.0,,,18.0,,Sanctified Lasherweave Shoulderpads,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,22.0,,,
12.0,12.0,,20.0,,,,,100.0,,,6.0,,,12.0,,Shoulders of Frost-Tipped Thorns,,2.0,,Epic,,80.0,3.0,Prismatic socket,Prismatic socket,,,25.0,,,12.0
,,,43.0,Paladin,,9.0,,85.0,,,,,,15.0,,Savage Gladiator's Scaled Shoulders,,1.0,,Rare,,80.0,3.0,Prismatic socket,,,,25.0,15.0,15.0,11.0
,,,43.0,,,,,85.0,,,,,,17.0,,Pauldrons of Destiny,,,,Rare,,80.0,3.0,,,,,26.0,17.0,17.0,17.0
11.0,11.0,,29.0,,,12.0,,100.0,,,6.0,,,11.0,,Shoulderpads of the Morbid Ritual,,2.0,,Epic,,80.0,3.0,Prismatic socket,Prismatic socket,,,26.0,,,
,,,43.0,Warrior,,6.0,17.0,100.0,,,,,,13.0,,Wrynn's Pauldrons of Conquest,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,21.0,13.0,13.0,
,,,43.0,Paladin,,9.0,,100.0,,,,,,14.0,,Relentless Gladiator's Scaled Shoulders,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,14.0,14.0,12.0
,,,43.0,Death knight,,,,,,,15.0,,,17.0,,Conqueror's Darkruned Pauldrons,,,,Epic,,80.0,3.0,,,,,26.0,17.0,17.0,8.0
,,,43.0,Warrior,,6.0,17.0,100.0,,,,,,13.0,,Hellscream's Pauldrons of Conquest,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,21.0,13.0,13.0,
11.0,11.0,,20.0,,,,,100.0,,,6.0,,,11.0,,Shoulderpads of the Searing Kiss,,2.0,,Epic,,80.0,3.0,Prismatic socket,Prismatic socket,,,25.0,,,12.0
17.0,17.0,,20.0,,,12.0,,100.0,,,10.0,,,17.0,,Bewildering Shoulderpads,,,,Epic,,80.0,3.0,,,,,26.0,,,
,,,43.0,Warrior,,12.0,,100.0,,,9.0,,,14.0,,Wrynn's Shoulderplates of Triumph,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,14.0,14.0,
17.0,17.0,,20.0,,,17.0,,85.0,,,,,,17.0,,Spaulders of Krystallus,,,,Rare,,80.0,3.0,,,,,26.0,,,
,,,12.0,Warlock,,9.0,,100.0,,,,,,14.0,,Relentless Gladiator's Felweave Amice,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,12.0
,,,43.0,Warrior,,12.0,,,,,9.0,,,14.0,,Wrynn's Shoulderplates of Triumph,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,14.0,14.0,
,,,12.0,Priest,,9.0,,,,,,,,14.0,,Zabra's Mantle of Triumph,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,12.0
,,,43.0,Paladin,,10.0,,100.0,,,12.0,,,16.0,,Conqueror's Aegis Spaulders,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,24.0,16.0,16.0,
,,,12.0,,,,,85.0,,,15.0,,,15.0,,Dark Runic Mantle,,1.0,,Rare,,80.0,3.0,Prismatic socket,,,,24.0,,,
,,,43.0,Warrior,,9.0,,100.0,,,,,,14.0,,Relentless Gladiator's Plate Shoulders,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,14.0,14.0,12.0
,,,10.0,,,15.0,,85.0,,,,,,15.0,,Mystic Frostwoven Shoulders,,,,Rare,,73.0,3.0,,,,,,,,16.0
,,,45.0,,,,,85.0,,,12.0,,,18.0,,Harp Shell Pauldrons,,,,Rare,,78.0,3.0,,,,,27.0,18.0,18.0,12.0
15.0,15.0,,29.0,Shaman,,12.0,,100.0,,,9.0,,,15.0,,Sanctified Frost Witch's Shoulderpads,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,
,,,12.0,Priest,,9.0,,100.0,,,,,,15.0,,Sanctified Crimson Acolyte Shoulderpads,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,12.0
14.0,14.0,,29.0,Shaman,,10.0,,100.0,,,8.0,,,14.0,,Valorous Worldbreaker Shoulderguards,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,,,
,,,43.0,Paladin,,6.0,17.0,100.0,,,,,,13.0,,Turalyon's Shoulderguards of Triumph,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,21.0,13.0,13.0,
,,,43.0,Warrior,,11.0,,100.0,,,9.0,,,16.0,,Valorous Siegebreaker Shoulderplates,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,16.0,16.0,
,,,12.0,Priest,,9.0,,100.0,,,12.0,,,15.0,,Heroes' Mantle of Faith,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,
11.0,11.0,,29.0,Hunter,,12.0,,85.0,,,,,,11.0,,Savage Gladiator's Chain Spaulders,,1.0,,Rare,,80.0,3.0,Prismatic socket,,,,26.0,,,12.0
,,,12.0,,,12.0,,85.0,,,,,,17.0,,Frostsavage Shoulders,,,,Rare,,78.0,3.0,,,,,26.0,,,12.0
,,,12.0,,,9.0,,100.0,,,13.0,,,17.0,,Mantle of the Corrupted,,,,Epic,,80.0,3.0,,,,,26.0,,,
17.0,17.0,,20.0,Rogue,,12.0,,100.0,,,9.0,,,17.0,,Sanctified Shadowblade Pauldrons,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,21.0,,,
17.0,17.0,,20.0,,,,,85.0,,,18.0,,,17.0,,Ceremonial Pyre Mantle,,,,Rare,,78.0,3.0,,,,,26.0,,,
,,,12.0,Mage,,9.0,,,,,12.0,,,14.0,,Sunstrider's Shoulderpads of Triumph,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,
11.0,11.0,,29.0,Hunter,,12.0,,100.0,,,,,,11.0,,Deadly Gladiator's Chain Spaulders,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,,,12.0
,,,12.0,,,12.0,,100.0,,,,,,17.0,,Sympathetic Amice,,,,Epic,,80.0,3.0,,,,,28.0,,,9.0
,,,43.0,Warrior,,12.0,,100.0,,,9.0,,,14.0,,Ymirjar Lord's Shoulderplates,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,14.0,14.0,
,,,43.0,Warrior,,10.0,,100.0,,,,,,16.0,,Furious Gladiator's Plate Shoulders,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,16.0,16.0,11.0
17.0,17.0,,20.0,,,11.0,,85.0,,,,,,17.0,,Shoulderguards of the Ice Troll,,,,Rare,,76.0,3.0,,,,,26.0,,,
,,,12.0,,,,,85.0,,,,,,17.0,,Runecaster's Mantle,,1.0,,Rare,,80.0,3.0,Prismatic socket,,,,25.0,,,13.0
,,,43.0,,,12.0,,100.0,,,5.0,,,11.0,,Scalpel-Sharpening Shoulderguards,,2.0,,Epic,,80.0,3.0,Prismatic socket,Prismatic socket,,,26.0,11.0,11.0,
,,,9.0,,,,,70.0,,,,,,,,Pockmarked Cloth Shoulderpads,,,,Poor,,80.0,3.0,,,,,,,,
,,,48.0,,,15.0,,85.0,,,10.0,,,19.0,,Glass Lake Spaulders,,,,Rare,,,3.0,,,,,29.0,19.0,19.0,
,,,44.0,Warrior,,,11.0,100.0,,,,,,18.0,,Sanctified Ymirjar Lord's Pauldrons,,1.0,9.0,Epic,,80.0,3.0,Prismatic socket,,,,22.0,18.0,18.0,
15.0,15.0,,29.0,,,15.0,,100.0,,,3.0,,,15.0,,Dual-Bladed Pauldrons,,2.0,,Epic,,80.0,3.0,Prismatic socket,Prismatic socket,,,21.0,,,
,,,43.0,,,,,70.0,,,,,,17.0,,Revenant Epaulets,,,,Uncommon,,79.0,3.0,,,,,26.0,17.0,17.0,
17.0,17.0,,29.0,,,,,85.0,,,,,,17.0,,Stormhide Shoulders,,,,Rare,,78.0,3.0,,,,,26.0,,,24.0
17.0,17.0,,29.0,,,,,,,,17.0,,,17.0,,Mantle of Fiery Vengeance,,,,Epic,,80.0,3.0,,,,,26.0,,,6.0
16.0,16.0,,20.0,Druid,,8.0,,100.0,,,13.0,,,16.0,,Valorous Dreamwalker Mantle,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,24.0,,,
,,,43.0,Death knight,,9.0,,100.0,,,,,,14.0,,Relentless Gladiator's Dreadplate Shoulders,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,14.0,14.0,12.0
17.0,17.0,,20.0,,,,,100.0,,,13.0,,,17.0,,Shoulderguards of Assimilation,,,,Epic,,80.0,3.0,,,,,26.0,,,10.0
11.0,11.0,,20.0,,,12.0,,100.0,,,9.0,,,11.0,,Shoulderpads of the Glacial Wilds,,2.0,,Epic,,80.0,3.0,Prismatic socket,Prismatic socket,,,20.0,,,
,,,43.0,Paladin,,12.0,,100.0,,,9.0,,,14.0,,Liadrin's Spaulders of Conquest,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,14.0,14.0,
,,,12.0,,,,,85.0,,,,,,17.0,,Mantle of Electrical Charges,,,,Rare,,78.0,3.0,,,,,26.0,,,17.0
,,,43.0,Death knight,,13.0,,100.0,,,10.0,,,17.0,,Heroes' Scourgeborne Shoulderplates,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,18.0,17.0,17.0,
,,,12.0,Priest,,9.0,,100.0,,,,,,14.0,,Velen's Mantle of Conquest,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,12.0
,,,43.0,,,12.0,,100.0,,,9.0,,,14.0,,Pauldrons of Trembling Rage,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,14.0,14.0,
,,,43.0,Paladin,,9.0,,100.0,,,,,,15.0,,Hateful Gladiator's Ornamented Spaulders,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,15.0,15.0,12.0
14.0,14.0,,20.0,,,9.0,,100.0,,,,,,14.0,,Epaulets of the Fateful Accord,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,12.0
,,,43.0,,,,,85.0,,,,,,17.0,,Discarded Silver Hand Spaulders,,,,Rare,,78.0,3.0,,,,,26.0,17.0,17.0,17.0
14.0,14.0,,29.0,Shaman,,9.0,,,,,12.0,,,14.0,,Nobundo's Shoulderpads of Triumph,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,
14.0,14.0,,29.0,Hunter,,12.0,,100.0,,,9.0,,,14.0,,Windrunner's Spaulders of Triumph,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,,,
15.0,15.0,,20.0,Druid,,12.0,,100.0,,,7.0,,,15.0,,Heroes' Dreamwalker Shoulderpads,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,28.0,,,
17.0,17.0,,20.0,,,10.0,,100.0,,,,,,17.0,,Grim Lasher Shoulderguards,,,,Epic,,80.0,3.0,,,,,26.0,,,13.0
17.0,17.0,,20.0,Rogue,,12.0,,100.0,,,9.0,,,17.0,,Shadowblade Pauldrons,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,21.0,,,
,,,43.0,Warrior,,12.0,,100.0,,,9.0,,,14.0,,Hellscream's Shoulderplates of Conquest,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,14.0,14.0,
15.0,15.0,,18.0,,,16.0,,85.0,,,,,,15.0,,Gnarled Shovelhorn Spaulders,,,,Rare,,77.0,3.0,,,,,25.0,,,
,,,11.0,,,,,70.0,,,16.0,,,28.0,,Duskweave Shoulders,,,,Uncommon,,77.0,3.0,,,,,30.0,,,
,,,38.0,,,,,70.0,,,,,,15.0,,Grizzlemaw Epaulets,,,,Uncommon,,72.0,3.0,,,,,23.0,15.0,15.0,
17.0,17.0,,17.0,,,,,70.0,,,,,,17.0,,Iceborne Shoulderpads,,,,Uncommon,,73.0,3.0,,,,,29.0,,,
,,,,,,,,,,,,,,,,Inscription of Dominance,,,,Rare,,80.0,,,,,,,,,
19.0,19.0,,32.0,,,10.0,,85.0,,,14.0,,,19.0,,Fox Grove Spaulders,,,,Rare,,,3.0,,,,,29.0,,,
,,,45.0,,,10.0,,85.0,,,,,,18.0,13.0,Pauldrons of Toil,,,,Rare,,80.0,3.0,,,,,27.0,18.0,18.0,
,,,44.0,Paladin,,12.0,,100.0,,,9.0,,,15.0,,Sanctified Lightsworn Spaulders,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,15.0,15.0,
,,,12.0,,,13.0,,100.0,,,8.0,,,16.0,,Mantle of the Fatigued Sage,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,24.0,,,
16.0,16.0,,20.0,Druid,,,,100.0,,,,,,16.0,,Furious Gladiator's Kodohide Spaulders,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,22.0
,,,12.0,Mage,,10.0,,100.0,,,,,,16.0,,Deadly Gladiator's Silk Amice,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,24.0,,,12.0
,,,12.0,,,6.0,,100.0,,,12.0,,,11.0,,Shoulders of Mercy Killing,,2.0,,Epic,,80.0,3.0,Prismatic socket,Prismatic socket,,,25.0,,,
14.0,14.0,,20.0,Druid,,,,100.0,,,,,,14.0,,Relentless Gladiator's Kodohide Spaulders,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,21.0
17.0,17.0,,20.0,Rogue,,12.0,,100.0,,,9.0,,,17.0,,Garona's Pauldrons of Conquest,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,21.0,,,
17.0,17.0,,20.0,,,13.0,,85.0,,,10.0,,,17.0,,Saronite-Studded Shoulderguards,,,,Rare,,80.0,3.0,,,,,26.0,,,
,,,43.0,Death knight,,9.0,,100.0,,,,,,15.0,,Hateful Gladiator's Dreadplate Shoulders,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,15.0,15.0,12.0
,,,12.0,Mage,,9.0,,100.0,,,,,,14.0,,Relentless Gladiator's Silk Amice,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,12.0
,,,43.0,Paladin,,10.0,,100.0,,,11.0,,,16.0,,Valorous Aegis Spaulders,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,24.0,16.0,16.0,
,,,43.0,Death knight,,6.0,,100.0,,,,,,13.0,,Thassarian's Pauldrons of Triumph,,1.0,17.0,Epic,,80.0,3.0,Prismatic socket,,,,21.0,13.0,13.0,
15.0,15.0,,20.0,Druid,,9.0,,100.0,,,,,,15.0,,Hateful Gladiator's Wyrmhide Spaulders,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,12.0
,,,12.0,,,,,85.0,,,,,,17.0,,Silken Amice of the Ymirjar,,,,Rare,,78.0,3.0,,,,,26.0,,,17.0
,,,12.0,Warlock,,,,70.0,,,9.0,,,17.0,13.0,Dreadsoul Shoulderpads,,,,Uncommon,,80.0,3.0,,,,,26.0,,,
14.0,14.0,,29.0,,,14.0,,100.0,,,3.0,,,14.0,,Dual-Bladed Pauldrons,,2.0,,Epic,,80.0,3.0,Prismatic socket,Prismatic socket,,,21.0,,,
,,,12.0,Mage,,,,,,,7.0,,,17.0,,Conqueror's Kirin Tor Shoulderpads,,,,Epic,,80.0,3.0,,,,,26.0,,,17.0
,,,43.0,Death knight,,10.0,,100.0,,,,,,16.0,,Deadly Gladiator's Dreadplate Shoulders,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,26.0,16.0,16.0,12.0
,,,43.0,,,6.0,,100.0,,,,,,11.0,,Emerald Saint's Spaulders,,2.0,,Epic,,80.0,3.0,Prismatic socket,Prismatic socket,,,25.0,11.0,11.0,12.0
18.0,18.0,,29.0,,,,,100.0,,,14.0,,,18.0,,Council Chamber Epaulets,,,,Epic,,80.0,3.0,,,,,25.0,,,7.0
,,,43.0,,,,11.0,100.0,,,,,,17.0,,Shoulderplates of Enduring Order,,1.0,9.0,Epic,,80.0,3.0,Prismatic socket,,,,21.0,17.0,17.0,
,,,12.0,"Priest,Mage,Warlock",,,,100.0,,,9.0,,,14.0,,Titan-Forged Shoulderpads of Salvation,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,12.0
,,,12.0,Mage,,12.0,,100.0,,,9.0,,,14.0,,Bloodmage Shoulderpads,,1.0,,Epic,,80.0,3.0,Prismatic socket,,,,25.0,,,
17.0,17.0,,20.0,,,,,85.0,,,,,,17.0,,Overcast Spaulders,,,,Rare,,78.0,3.0,,,,,26.0,,,24.0
