agi,agiint,arcres,armor,armorbonus,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,healthrgn,int,itemset,manargn,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,reqspell,slotbak,socket1,socket2,socket3,speed,splpwr,sta,str,strint,versatility
15.0,15.0,,18.0,,Rogue,,6.0,,100.0,,,,,15.0,577.0,,,Gladiator's Leather Helm,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,26.0,,,10.0
19.0,19.0,,25.0,,,,19.0,,85.0,,,18.0,,19.0,,,,Dream-Wing Helm,,,,Rare,,68.0,,1.0,,,,,,28.0,,,
18.0,18.0,,16.0,,,,18.0,,100.0,,,,,18.0,,,,Windscale Hood,,,,Epic,,70.0,,1.0,,,,,,16.0,,,13.0
17.0,17.0,,16.0,,,,9.0,,85.0,,,,,17.0,,,,Raven-Heart Headdress,,3.0,,Rare,,65.0,,1.0,Prismatic socket,Prismatic socket,Prismatic socket,,,26.0,,,9.0
,,,39.0,,,,16.0,,100.0,,,13.0,,19.0,,,,Helm of the Illidari Shatterer,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,11.0,19.0,19.0,
,,,10.0,,,,,,100.0,,,,,19.0,,,,Crown of the Sun,,,,Epic,,70.0,,1.0,,,,,,28.0,,,19.0
21.0,21.0,,19.0,,,0.16666666666666666,16.0,,100.0,,,12.0,,21.0,,,,Cursed Vision of Sargeras,,,,Epic,,70.0,,1.0,,,,,,31.0,,,
20.0,20.0,,26.0,,,0.0008333333333333334,16.0,,100.0,,,5.0,,20.0,,,,Surestrike Goggles v2.0,,2.0,,Epic,,62.0,,1.0,,Prismatic socket,,,,12.0,,,
,,,10.0,,Mage,,8.0,,100.0,,,,,14.0,710.0,,,Merciless Gladiator's Silk Cowl,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,26.0,,,13.0
,,,39.0,,,,21.0,,85.0,,,,,26.0,566.0,,,Ragesteel Helm,,,,Rare,,70.0,,1.0,,,,,,,26.0,26.0,
,,,10.0,,,,,,70.0,,,,,19.0,,,,Ata'mal Crown,,,,Uncommon,,,,1.0,,,,,,28.0,,,10.0
,,,38.0,,,,,,70.0,,,,,19.0,,,,Conqueror's Helmet,,,,Uncommon,,68.0,,1.0,,,,,,28.0,19.0,19.0,
13.0,13.0,,16.0,,,,,,85.0,,,10.0,,13.0,,,,Exorcist's Dragonhide Helm,,1.0,,Rare,,66.0,,1.0,,,,,,24.0,,,14.0
,,,43.0,,,,,18.0,100.0,,,,,13.0,,,,Crown of Dath'Remar,,2.0,12.0,Epic,,70.0,,1.0,,Prismatic socket,,,,32.0,13.0,13.0,
20.0,20.0,,26.0,,,,,,100.0,,,,,20.0,,,,Helm of Soothing Currents,,2.0,,Epic,,70.0,,1.0,Prismatic socket,,,,,29.0,,,10.0
19.0,19.0,,18.0,,Druid,,,,100.0,,,,,19.0,642.0,,,Nordrassil Headguard,,2.0,,Epic,,70.0,,1.0,Prismatic socket,,,,,25.0,,,15.0
,,,10.0,,,,,,85.0,,,,,19.0,662.0,,,Hallowed Crown,,2.0,,Rare,,70.0,,1.0,Prismatic socket,,,,,28.0,,,15.0
16.0,16.0,,26.0,,Shaman,,13.0,,100.0,,,8.0,,16.0,636.0,,,Cataclysm Helm,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,24.0,,,
,,,11.0,,Mage,,9.0,,100.0,,,,,15.0,724.0,,,Vengeful Gladiator's Silk Cowl,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,26.0,,,34.0
12.0,12.0,,27.0,,Hunter,,15.0,,100.0,,,9.0,,12.0,723.0,,,Vengeful Gladiator's Chain Helm,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,26.0,,,8.0
14.0,14.0,,26.0,,Hunter,,9.0,,100.0,,,10.0,,14.0,706.0,,,Merciless Gladiator's Chain Helm,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,24.0,,,9.0
,,,10.0,,,,14.0,,85.0,,,,,18.0,,,,Evoker's Helmet of Second Sight,,3.0,,Rare,,,,1.0,Prismatic socket,Prismatic socket,Prismatic socket,,,28.0,,,5.0
18.0,18.0,,25.0,,,,14.0,,85.0,,,,,18.0,,,,Shamanistic Helmet of Second Sight,,3.0,,Rare,,,,1.0,Prismatic socket,Prismatic socket,Prismatic socket,,,28.0,,,6.0
,,,35.0,,,,14.0,,85.0,,,,,14.0,,,,Exorcist's Plate Helm,,1.0,,Rare,,66.0,,1.0,,,,,,17.0,14.0,14.0,6.0
,,,43.0,,,,18.0,,85.0,,,16.0,,22.0,,,,Helm of Towering Rage,,,,Rare,,,,1.0,,,,,,32.0,22.0,22.0,
22.0,22.0,,20.0,,,0.0008333333333333334,8.0,,100.0,,,,,22.0,,,,Quad Deathblow X44 Goggles,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,33.0,,,
,,,40.0,,Paladin,,10.0,,100.0,,,,,14.0,726.0,,,Vengeful Gladiator's Scaled Helm,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,30.0,14.0,14.0,10.0
18.0,18.0,,18.0,,,,,,100.0,,,,,18.0,,,,Guise of the Tidal Lurker,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,26.0,,,14.0
15.0,15.0,,18.0,,Druid,,,,100.0,,,5.0,,15.0,685.0,,,Gladiator's Kodohide Helm,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,31.0,,,19.0
,,,39.0,,Paladin,,19.0,,100.0,,,,,19.0,626.0,,,Justicar Crown,,2.0,,Epic,,70.0,,1.0,Prismatic socket,,,,,15.0,19.0,19.0,
,,,39.0,,Warrior,,14.0,,100.0,,,8.0,,19.0,657.0,,,Destroyer Battle-Helm,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,18.0,19.0,19.0,
,,,37.0,,,0.008333333333333333,14.0,,100.0,,,,,19.0,,,,The Horseman's Helm,,3.0,,Epic,,70.0,,1.0,Prismatic socket,Prismatic socket,Prismatic socket,,,28.0,19.0,19.0,
18.0,18.0,,24.0,,,,,,70.0,,,,,18.0,,,,Dark Shaman's Cover,,,,Uncommon,,,,1.0,,,,,,27.0,,,
18.0,18.0,,18.0,,Druid,,,,100.0,,,7.0,,18.0,641.0,,,Nordrassil Headdress,,2.0,,Epic,,70.0,,1.0,Prismatic socket,,,,,30.0,,,
18.0,18.0,,18.0,,Druid,,15.0,,100.0,,,4.0,,18.0,643.0,,,Nordrassil Headpiece,,2.0,,Epic,,70.0,,1.0,Prismatic socket,,,,,23.0,,,
,,,10.0,,Mage,,8.0,,100.0,,,,,14.0,579.0,,,Gladiator's Silk Cowl,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,25.0,,,13.0
,,,9.0,,,,,,85.0,,,,,17.0,,,,Collar of Command,,,,Rare,,65.0,,1.0,,,,,,26.0,,,17.0
19.0,19.0,,26.0,,Shaman,,8.0,,100.0,,,,,19.0,634.0,,,Cataclysm Headguard,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,28.0,,,
,,,39.0,,,0.0008333333333333334,16.0,,100.0,,,,,19.0,,,,Justicebringer 2000 Specs,,2.0,,Epic,,62.0,,1.0,,Prismatic socket,,,,15.0,19.0,19.0,
14.0,14.0,,26.0,,,,14.0,,85.0,,,,,14.0,,,,Far Seer's Helm,,3.0,,Rare,,70.0,,1.0,Prismatic socket,Prismatic socket,Prismatic socket,,,21.0,,,
18.0,18.0,,16.0,,,,9.0,,100.0,,,,,18.0,,,,Cobrascale Hood,,,,Epic,,70.0,,1.0,,,,,,35.0,,,
22.0,22.0,,29.0,,,,20.0,,100.0,,,9.0,,22.0,,,,Coif of Alleria,,2.0,,Epic,,70.0,,1.0,Prismatic socket,,,,,22.0,,,
11.0,11.0,,18.0,,Rogue,,8.0,,100.0,,,9.0,,11.0,730.0,,,Vengeful Gladiator's Leather Helm,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,29.0,,,16.0
,,,39.0,,Paladin,,7.0,,85.0,,,,,20.0,752.0,,,Crusader's Scaled Helm,,2.0,,Rare,,70.0,,1.0,,Prismatic socket,,,,17.0,20.0,20.0,8.0
,,,38.0,,,,,,70.0,,,8.0,,19.0,,,,Protectorate Headplate,,,7.0,Uncommon,,,,1.0,,,,,,28.0,19.0,19.0,
,,,12.0,,Mage,,11.0,,100.0,,,,,16.0,-11.0,,,Brutal Gladiator's Silk Cowl,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,29.0,,,33.0
,,,12.0,,,0.0008333333333333334,15.0,,100.0,,,,,24.0,,,,Annihilator Holo-Gogs,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,25.0,,,
22.0,22.0,,29.0,,,0.0008333333333333334,19.0,,,,,9.0,,22.0,,,,Lightning Etched Specs,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,17.0,,,
,,,39.0,,,,,,70.0,,,,,19.0,,,,Baleheim Helmet,,,,Uncommon,,69.0,,1.0,,,,,,29.0,19.0,19.0,
,,,39.0,,,,13.0,12.0,85.0,,,,,19.0,653.0,,,Warhelm of the Bold,,2.0,,Rare,,70.0,,1.0,Prismatic socket,,,,,28.0,19.0,19.0,
,,,39.0,,Paladin,,9.0,,100.0,,,10.0,,22.0,629.0,,,Crystalforge War-Helm,,2.0,,Epic,,70.0,,1.0,Prismatic socket,,,,,18.0,22.0,22.0,
,,,10.0,,,,,,70.0,,,,,18.0,,,,Shadow Council Cowl,,,,Uncommon,,67.0,,1.0,,,,,,28.0,,,
17.0,17.0,,16.0,,,,24.0,,70.0,,,,,17.0,,,,Ancient Terokkar Hood,,,,Uncommon,,,,1.0,,,,,,26.0,,,
,,,43.0,,Warrior,,14.0,,100.0,,,11.0,,16.0,-2.0,,,Brutal Gladiator's Plate Helm,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,24.0,16.0,16.0,9.0
,,,11.0,,Priest,,,,100.0,,,,,12.0,728.0,,,Vengeful Gladiator's Mooncloth Hood,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,30.0,,,34.0
19.0,19.0,,18.0,,,,,,100.0,,,13.0,,19.0,,,,Guise of the Tidal Lurker,,,,Epic,,70.0,,1.0,,,,,,29.0,,,13.0
19.0,19.0,,18.0,,,,,,85.0,,,7.0,,19.0,637.0,,,Moonglade Cowl,,2.0,,Rare,,70.0,,1.0,Prismatic socket,,,,,28.0,,,14.0
,,,10.0,,Warlock,,7.0,,100.0,,,,,14.0,704.0,,,Merciless Gladiator's Felweave Cowl,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,22.0,,,36.0
19.0,19.0,,26.0,,,,13.0,,100.0,,,,,19.0,,,,Big Bad Wolf's Head,,,,Epic,,70.0,,1.0,,,,,,36.0,,,
14.0,14.0,,26.0,,Shaman,,11.0,,100.0,,,,,14.0,703.0,,,Merciless Gladiator's Linked Helm,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,23.0,,,13.0
,,,10.0,,,,12.0,,100.0,,,9.0,,18.0,,,,Uni-Mind Headdress,,,,Epic,,70.0,,1.0,,,,,,32.0,,,
16.0,16.0,,16.0,,,,6.0,,85.0,,,,,16.0,,,,Exorcist's Leather Helm,,1.0,,Rare,,66.0,,1.0,,,,,,21.0,,,8.0
,,,12.0,,,,13.0,,100.0,,,10.0,,22.0,,,,Dark Conjuror's Collar,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,30.0,,,
,,,42.0,,,,,,70.0,,,,,21.0,,,,Skull-Reshaper's Helm,,,,Uncommon,,,,1.0,,,,,,32.0,21.0,21.0,
20.0,20.0,,27.0,,Shaman,,,,100.0,,,,,20.0,683.0,,,Skyshatter Helmet,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,26.0,,,13.0
,,,10.0,,Mage,,10.0,,85.0,,,,,11.0,741.0,,,Evoker's Silk Cowl,,2.0,,Rare,,70.0,,1.0,,Prismatic socket,,,,27.0,,,11.0
,,,10.0,,,,9.0,,100.0,,,12.0,,19.0,,,,Hood of Hexing,,3.0,,Epic,,70.0,,1.0,Prismatic socket,Prismatic socket,Prismatic socket,,,22.0,,,
13.0,13.0,,26.0,,Shaman,,8.0,,100.0,,,,,13.0,715.0,,,Merciless Gladiator's Ringmail Helm,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,28.0,,,13.0
,,,10.0,,,,,,70.0,,,,,18.0,,,,Midrealm Hat,,,,Uncommon,,,,1.0,,,,,,28.0,,,12.0
,,,36.0,,,,,7.0,100.0,,,,,11.0,,,,Oathkeeper's Helm,,3.0,,Epic,,70.0,,1.0,Prismatic socket,Prismatic socket,Prismatic socket,,,27.0,11.0,11.0,11.0
22.0,22.0,,20.0,,,,,,100.0,,,,,22.0,,,,Cover of Ursol the Wise,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,29.0,,,18.0
22.0,22.0,,20.0,,,,13.0,,100.0,,,,,22.0,,,,Cover of Ursoc the Mighty,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,28.0,,,11.0
,,,43.0,,Death knight,,14.0,,100.0,,,11.0,,16.0,-416.0,,,Brutal Gladiator's Dreadplate Helm,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,24.0,16.0,16.0,9.0
,,,43.0,,,0.0008333333333333334,18.0,,100.0,,,9.0,,22.0,,,,Mayhem Projection Goggles,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,17.0,22.0,22.0,
21.0,21.0,,19.0,,,,21.0,,85.0,,,,,21.0,,,,Horns of Electrified Terror,,,,Rare,,,,1.0,,,,,,32.0,,,
,,,11.0,,,,17.0,,70.0,,,14.0,,17.0,,,,Sea King's Crown,,1.0,,Uncommon,,70.0,,1.0,Prismatic socket,,,,,16.0,,,
12.0,12.0,,18.0,,Druid,,10.0,,100.0,,,9.0,,12.0,721.0,,,Vengeful Gladiator's Dragonhide Helm,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,29.0,,,15.0
,,,10.0,,Warlock,,8.0,,100.0,,,,,14.0,615.0,,,Gladiator's Felweave Cowl,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,25.0,,,13.0
,,,10.0,,,,,,85.0,,,,,21.0,,,,Watcher's Cowl,,,,Rare,,70.0,,1.0,,,,,,32.0,,,8.0
,,,12.0,,,0.0008333333333333334,,,100.0,,,,,21.0,,,,Powerheal 9000 Lens,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,29.0,,,14.0
22.0,22.0,,29.0,,,0.0008333333333333334,18.0,,100.0,,,9.0,,22.0,,,,Surestrike Goggles v3.0,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,17.0,,,
,,,10.0,,Warlock,,,,100.0,,,,,12.0,568.0,,,Gladiator's Dreadweave Hood,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,29.0,,,13.0
19.0,19.0,,18.0,,,,,,85.0,,,,,19.0,,,,Skystalker's Shroud,,,,Rare,,70.0,,1.0,,,,,,28.0,,,
,,,39.0,,,,,,85.0,,,,,19.0,,,,Helm of Sanctification,,3.0,,Rare,,68.0,,1.0,Prismatic socket,Prismatic socket,Prismatic socket,,,28.0,19.0,19.0,15.0
18.0,18.0,,26.0,,Shaman,,13.0,,100.0,,,7.0,,18.0,635.0,,,Cataclysm Headpiece,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,23.0,,,
14.0,14.0,,26.0,,Shaman,,9.0,,100.0,,,,,14.0,712.0,,,Merciless Gladiator's Mail Helm,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,26.0,,,12.0
,,,39.0,,,,,,85.0,,,,,19.0,661.0,,,Doomplate Warhelm,,2.0,,Rare,,70.0,,1.0,Prismatic socket,,,,,28.0,19.0,19.0,
,,,10.0,,,0.0008333333333333334,,,100.0,,,,,19.0,,,,Powerheal 4000 Lens,,2.0,,Epic,,62.0,,1.0,,Prismatic socket,,,,22.0,,,12.0
,,,36.0,,,,,11.0,100.0,,,,,,,,,Helm of the Stalwart Defender,,3.0,,Epic,,70.0,,1.0,Prismatic socket,Prismatic socket,Prismatic socket,,,23.0,,,15.0
,,,35.0,,,,,,70.0,,,,,18.0,,,,Reaver Helmet,,,,Uncommon,,64.0,,1.0,,,,,,27.0,18.0,18.0,
,,,9.0,,,,14.0,,85.0,,,,,14.0,,,,Exorcist's Silk Hood,,1.0,,Rare,,66.0,,1.0,,,,,,24.0,,,8.0
17.0,17.0,,16.0,,,,,,70.0,,,,,17.0,,,,Wolf Hunter's Guise,,,,Uncommon,,,,1.0,,,,,,25.0,,,
,,,,,,,,,,,,,,,,,,Felsworn Gas Mask,,,,Common,,65.0,,1.0,,,,,,,,,
237.0,237.0,,202.0,,Rogue,,151.0,,,,,,,237.0,,,,Deathmantle Helm,,,,Epic,,70.0,,1.0,,,,,,356.0,,,60.0
,,,12.0,,,,,,85.0,,,17.0,,23.0,,,,Cowl of the Vindictive Captain,,,,Rare,,,,1.0,,,,,,35.0,,,
,,,12.0,,,,,,85.0,,,23.0,,23.0,,,,The Argent Skullcap,,,,Rare,,,,1.0,,,,,,34.0,,,
,,,43.0,,Paladin,,12.0,,100.0,,,,,15.0,-1.0,,,Brutal Gladiator's Lamellar Helm,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,34.0,15.0,15.0,12.0
20.0,20.0,,18.0,,Druid,,16.0,,100.0,,,5.0,,20.0,677.0,,,Thunderheart Headguard,,2.0,,Epic,,70.0,,1.0,Prismatic socket,,,,,22.0,,,
,,,39.0,,,0.0008333333333333334,16.0,,100.0,,,5.0,,20.0,,,,Furious Gizmatic Goggles,,2.0,,Epic,,62.0,,1.0,,Prismatic socket,,,,12.0,20.0,20.0,
,,,37.0,,,,,,100.0,,,,,15.0,,,,Helmet of the Steadfast Champion,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,26.0,15.0,15.0,12.0
18.0,18.0,,25.0,,,,13.0,,70.0,,,13.0,,18.0,,,,Crown of Cinders,,,,Uncommon,,,,1.0,,,,,,28.0,,,
18.0,18.0,,17.0,,,,26.0,,70.0,,,,,18.0,,,,Toshley's Station Hero's Hat,,,,Uncommon,,,,1.0,,,,,,28.0,,,
,,,43.0,,,0.0008333333333333334,,18.0,100.0,,,10.0,,12.0,,,,Hard Khorium Goggles,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,30.0,12.0,12.0,
,,,39.0,,,,,25.0,70.0,,,,,16.0,,,,Cobalt Helm,,,,Uncommon,,70.0,,1.0,,,,,,25.0,16.0,16.0,
20.0,20.0,,26.0,,,0.0008333333333333334,,,100.0,,,,,20.0,,,,Living Replicator Specs,,2.0,,Epic,,62.0,,1.0,,Prismatic socket,,,,22.0,,,9.0
19.0,19.0,,26.0,,,,,,70.0,,,,,19.0,,,,Netherstorm Helm,,,,Uncommon,,70.0,,1.0,,,,,,28.0,,,
,,,39.0,,Paladin,,9.0,,100.0,,,,,13.0,700.0,,,Merciless Gladiator's Lamellar Helm,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,29.0,13.0,13.0,13.0
15.0,15.0,,26.0,,Shaman,,,,100.0,,,,,15.0,631.0,,,Cyclone Headdress,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,31.0,,,9.0
18.0,18.0,,26.0,,,,18.0,,100.0,,,13.0,,18.0,,,,Maulgar's Warhelm,,,,Epic,,70.0,,1.0,,,,,,18.0,,,
,,,10.0,,,,,,100.0,,,,,25.0,,,,Collar of Cho'gall,,,,Epic,,70.0,,1.0,,,,,,31.0,,,
14.0,14.0,,18.0,,Druid,,,,100.0,,,,,14.0,711.0,,,Merciless Gladiator's Dragonhide Helm,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,30.0,,,16.0
,,,39.0,,,0.0008333333333333334,,15.0,100.0,,,5.0,,11.0,,,,Tankatronic Goggles,,2.0,,Epic,,62.0,,1.0,,Prismatic socket,,,,28.0,11.0,11.0,
,,,38.0,,,,,,85.0,23.0,,,,,564.0,,,Flamebane Helm,,3.0,,Rare,,70.0,,1.0,Prismatic socket,Prismatic socket,Prismatic socket,,,11.0,,,
,,,10.0,,,,,,70.0,,,,,18.0,,,,Consortium Hood,,,,Uncommon,,66.0,,1.0,,,,,,28.0,,,
18.0,18.0,,24.0,,,,,,85.0,,,,,18.0,,,,Metallic Headband of Simm'onz,,,,Rare,,,,1.0,,,,,,27.0,,,18.0
22.0,22.0,,23.0,,,,21.0,,100.0,,,,,22.0,,,,Lightning Crown,,,,Epic,,70.0,,1.0,,,,,,,,,
23.0,23.0,,21.0,,,,19.0,,85.0,,,,,23.0,,,,Tirion's Headwrap,,,,Rare,,,,1.0,,,,,,34.0,,,
,,,43.0,,,,13.0,16.0,85.0,,,,,22.0,,,,Greathelm of the Titan Protectorate,,,,Rare,,,,1.0,,,,,,32.0,22.0,22.0,
22.0,22.0,,20.0,,,,16.0,,85.0,,,,,22.0,,,,Helm of the Avenging Protector,,,,Rare,,,,1.0,,,,,,32.0,,,
,,,12.0,,Warlock,,10.0,,100.0,,,,,16.0,-5.0,,,Brutal Gladiator's Felweave Cowl,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,28.0,,,33.0
,,,39.0,,,,18.0,,100.0,,,,,19.0,,,,Thundering Greathelm,,,,Epic,,70.0,,1.0,,,,,,21.0,19.0,19.0,
11.0,11.0,,26.0,,Hunter,,8.0,,85.0,,,8.0,,11.0,749.0,,,Stalker's Chain Helm,,2.0,,Rare,,70.0,,1.0,,Prismatic socket,,,,22.0,,,9.0
,,,10.0,,Warlock,,,,85.0,,,,,14.0,738.0,,,Dreadweave Hood,,2.0,,Rare,,70.0,,1.0,,Prismatic socket,,,,30.0,,,8.0
,,,10.0,,,,,,85.0,,,,,11.0,,,,Crown of the Sea Witch,,3.0,,Rare,,70.0,,1.0,Prismatic socket,Prismatic socket,Prismatic socket,,,31.0,,,11.0
19.0,19.0,,25.0,,,,18.0,,70.0,,,14.0,,19.0,,,,Flesh Handler's Headpiece,,,,Uncommon,,,,1.0,,,,,,28.0,,,
19.0,19.0,,25.0,,,,13.0,,85.0,,,,,19.0,,,,Mask of Inner Fire,,,,Rare,,68.0,,1.0,,,,,,28.0,,,
14.0,14.0,,17.0,,,,10.0,,100.0,,,,,14.0,,,,Cowl of Beastly Rage,,2.0,,Epic,,70.0,,1.0,Prismatic socket,,,,,25.0,,,
18.0,18.0,,17.0,,,,26.0,,70.0,,,,,18.0,,,,Spiritcaller's Mask,,,,Uncommon,,,,1.0,,,,,,28.0,,,
,,,36.0,,,,9.0,9.0,85.0,,,9.0,,18.0,,,,X-52 Technician's Helm,,,,Rare,,,,1.0,,,,,,27.0,18.0,18.0,
18.0,18.0,,24.0,,,,15.0,,85.0,,,,,18.0,,,,Coif of the Wicked,,,,Rare,,,,1.0,,,,,,27.0,,,
18.0,18.0,,24.0,,,,,,70.0,,,,,18.0,,,,Party Hat Mistake,,,,Uncommon,,,,1.0,,,,,,27.0,,,11.0
,,,9.0,,,,,,70.0,,,,,18.0,,,,Mistyreed Hood,,,,Uncommon,,64.0,,1.0,,,,,,27.0,,,
14.0,14.0,,23.0,,,,14.0,,,,,,,14.0,,,,Exorcist's Mail Helm,,1.0,,Rare,,66.0,,1.0,,,,,,24.0,,,10.0
,,,35.0,,,,,,70.0,,,,,17.0,,,,Talonguard Helmet,,,,Uncommon,,63.0,,1.0,,,,,,26.0,17.0,17.0,
,,,119.0,,Warlock,,141.0,,,,,69.0,,237.0,,,,Hood of the Malefic,,,,Epic,,70.0,,1.0,,,,,,356.0,,,
23.0,23.0,,21.0,,,,13.0,,85.0,,,,,23.0,,,,Headguard of Retaliation,,,,Rare,,,,1.0,,,,,,35.0,,,
22.0,22.0,,20.0,,,,10.0,,100.0,,,12.0,,22.0,,,,Duplicitous Guise,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,32.0,,,
13.0,13.0,,20.0,,Rogue,,9.0,,100.0,,,10.0,,13.0,-14.0,,,Brutal Gladiator's Leather Helm,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,31.0,,,16.0
,,,11.0,,,,,,85.0,,,,,21.0,,,,Reinforced Velvet Helm,,,,Rare,,70.0,,1.0,,,,,,32.0,,,18.0
20.0,20.0,,27.0,,,,,,70.0,,,27.0,,20.0,,,,Verdant Hunter's Guise,,,,Uncommon,,,,1.0,,,,,,30.0,,,
20.0,20.0,,18.0,,Druid,,,,100.0,,,7.0,,20.0,676.0,,,Thunderheart Cover,,2.0,,Epic,,70.0,,1.0,Prismatic socket,,,,,33.0,,,
,,,11.0,,,,14.0,,100.0,,,,,19.0,,,,Cowl of Benevolence,,,,Epic,,70.0,,1.0,,,,,,29.0,,,12.0
,,,39.0,,,,13.0,,100.0,,,,,16.0,,,,Mask of Introspection,,3.0,,Epic,,70.0,,1.0,Prismatic socket,Prismatic socket,Prismatic socket,,,29.0,16.0,16.0,
,,,39.0,,Paladin,,10.0,,100.0,,,,,13.0,583.0,,,Gladiator's Scaled Helm,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,28.0,13.0,13.0,10.0
15.0,15.0,,26.0,,Shaman,,11.0,,100.0,,,,,15.0,632.0,,,Cyclone Faceguard,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,26.0,,,9.0
16.0,16.0,,18.0,,,,12.0,,100.0,,,,,16.0,,,,Mask of Primal Power,,3.0,,Epic,,70.0,,1.0,Prismatic socket,Prismatic socket,Prismatic socket,,,29.0,,,
18.0,18.0,,24.0,,,,,,70.0,,,,,18.0,,,,Ironspine Helm,,,,Uncommon,,65.0,,1.0,,,,,,27.0,,,
,,,9.0,,,,,,100.0,,,,,13.0,,,,Circlet of Arcane Might,,,,Epic,,70.0,,1.0,,,,,,19.0,,,13.0
17.0,17.0,,23.0,,,,,,70.0,,,,,17.0,,,,Helm of Lupine Grace,,,,Uncommon,,,,1.0,,,,,,25.0,,,
17.0,17.0,,15.0,,,,,,70.0,,,,,17.0,,,,Dementia Hood,,,,Uncommon,,61.0,,1.0,,,,,,25.0,,,
,,,46.0,,,,23.0,,85.0,,,,,23.0,,,,The Argent Crown,,,,Rare,,,,1.0,,,,,,34.0,23.0,23.0,
18.0,18.0,,20.0,,,,13.0,,100.0,,,7.0,,18.0,,,,Mask of the Fury Hunter,,2.0,,Epic,,70.0,,1.0,Prismatic socket,,,,,35.0,,,
,,,43.0,,,0.0008333333333333334,18.0,,100.0,,,,,21.0,,,,Justicebringer 3000 Specs,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,23.0,21.0,21.0,
21.0,21.0,,19.0,,,,,,70.0,,,,,21.0,,,,Helm of Rising Smoke,,,,Uncommon,,,,1.0,,,,,,32.0,,,
16.0,16.0,,18.0,,Druid,,,,100.0,,,5.0,,16.0,716.0,,,Merciless Gladiator's Wyrmhide Helm,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,26.0,,,19.0
19.0,19.0,,26.0,,,,9.0,,85.0,,,11.0,,19.0,,,,Mok'Nathal Mask of Battle,,,,Rare,,70.0,,1.0,,,,,,28.0,,,
14.0,14.0,,18.0,,Druid,,11.0,,100.0,,,,,14.0,639.0,,,Antlers of Malorne,,2.0,,Epic,,70.0,,1.0,Prismatic socket,,,,,24.0,,,10.0
,,,39.0,,Paladin,,10.0,,100.0,,,,,12.0,582.0,,,Gladiator's Lamellar Helm,,2.0,,Epic,,70.0,,1.0,,Prismatic socket,,,,29.0,12.0,12.0,14.0
