agi,armor,classes,cooldown,critstrkrtng,dmg,dmgmax1,dmgmin1,dodgertng,dps,dura,hastertng,int,lifesteal,mastrtng,name_enus,natres,nsockets,pvppower,quality,reqlevel,rgdatkpwr,rgdcritstrkrtng,rgddmgmax,rgddmgmin,rgddps,rgdspeed,slotbak,socket1,socket2,speed,sta,str,versatility
19.0,,,,,,56.0,30.0,,14.38,85.0,,,,,Flintlock Gun,,,,Uncommon,68.0,,,56.0,30.0,14.38,3.0,26.0,,,3.0,28.0,,
,,,,,,14.0,8.0,,5.54,75.0,,55.0,,,Flawless Wand,,,,Uncommon,70.0,,,,,,,26.0,,,2.0,14.0,,
19.0,,,,,,50.0,36.0,,14.46,85.0,,,,,Dream Catcher Bow,,,,Uncommon,69.0,,,50.0,36.0,14.46,3.0,15.0,,,3.0,28.0,,
19.0,,,,,,52.0,34.0,,14.44,85.0,,,,,Under-Arm Crossbow,,,,Uncommon,68.0,,,52.0,34.0,14.44,3.0,26.0,,,3.0,28.0,,
19.0,,,,,,49.0,36.0,,14.24,85.0,,,,,Orc Flatbow,,,,Uncommon,68.0,,,49.0,36.0,14.24,3.0,15.0,,,3.0,28.0,,
,,,,,,13.0,7.0,,5.22,90.0,,55.0,,,Wand of the Seer,,,,Rare,,,,,,,,26.0,,,2.0,14.0,,5.0
,,,,,,13.0,7.0,,5.22,90.0,,55.0,,,Jeweled Rod,,,,Rare,,,,,,,,26.0,,,2.0,14.0,,
18.0,,,,,,50.0,33.0,,13.84,85.0,,,,,Assassins' Silent Crossbow,,,,Uncommon,66.0,,,50.0,33.0,13.84,3.0,26.0,,,3.0,28.0,,
15.0,,,,15.0,,47.0,35.0,,13.68,85.0,,,,,Alley's Recurve,,,,Uncommon,,,,47.0,35.0,13.68,3.0,15.0,,,3.0,33.0,,
15.0,,,,11.0,,50.0,33.0,,13.84,85.0,,,,,Spymaster's Crossbow,,,,Uncommon,,,,50.0,33.0,13.84,3.0,26.0,,,3.0,39.0,,
,,,,,,13.0,7.0,,5.2,55.0,,52.0,,,Rejuvenating Scepter,,,,Uncommon,,,,,,,,26.0,,,2.0,,,6.0
,,,,,,13.0,7.0,,5.13,75.0,,52.0,,,Wand of Happiness,,,,Uncommon,,,,,,,,26.0,,,2.0,13.0,,
18.0,,,,,,52.0,27.0,,13.31,85.0,,,,,Dragonbreath Musket,,,,Uncommon,64.0,,,52.0,27.0,13.31,3.0,26.0,,,3.0,27.0,,
17.0,,,,,,46.0,30.0,,12.78,85.0,,,,,Collapsible Crossbow,,,,Uncommon,62.0,,,46.0,30.0,12.78,3.0,26.0,,,3.0,25.0,,
,,,,,,12.0,7.0,,4.76,90.0,,49.0,,,Incendic Rod,,,,Rare,62.0,,,,,,,26.0,,,2.0,13.0,,8.0
,,,,,,38.0,28.0,,11.06,85.0,,,,,Wolvar Shortbow,,,,Common,65.0,,,38.0,28.0,11.06,3.0,15.0,,,3.0,,,
16.0,,,,13.0,,45.0,24.0,,11.54,85.0,16.0,,,,Deadeye's Piece,,,,Uncommon,,,,45.0,24.0,11.54,3.0,26.0,,,3.0,,,
,,,,,,11.0,6.0,,4.33,75.0,,,,,Wand of Amber,,,,Common,70.0,,,,,,,26.0,,,2.0,,,
,,,,,,16.0,9.0,,6.44,65.0,,68.0,,,Wand of Chilled Renewal,,,,Rare,,,,,,,,26.0,,,2.0,17.0,,14.0
,,,,,,15.0,9.0,,6.05,90.0,,64.0,,,Nesingwary Brush Burner,,,,Rare,,,,,,,,26.0,,,2.0,17.0,,10.0
,,,,,,15.0,8.0,,5.97,80.0,,62.0,,,Brutal Gladiator's Baton of Light,,,,Epic,70.0,,,,,,,26.0,,,2.0,16.0,,
20.0,,,,13.0,,54.0,36.0,,15.04,85.0,,,,,Crossbow of the Hardened Ranger,,,,Uncommon,,,,54.0,36.0,15.04,3.0,26.0,,,3.0,,,
19.0,,,,13.0,,53.0,35.0,,14.77,120.0,,,,,Legionkiller,,,,Epic,70.0,,,53.0,35.0,14.77,3.0,26.0,,,3.0,29.0,,13.0
,,,,7.0,,14.0,8.0,,5.6,110.0,6.0,58.0,,,Wand of Prismatic Focus,,,,Epic,70.0,,,,,,,26.0,,,2.0,15.0,,
19.0,,,,16.0,,52.0,34.0,,14.44,,,,,,High Warlord's Heavy Crossbow,,,,Rare,70.0,,,52.0,34.0,14.44,3.0,26.0,,,3.0,22.0,,16.0
,,,,,,14.0,8.0,,5.54,75.0,,55.0,,,Dragonscale Wand,,,,Uncommon,69.0,,,,,,,26.0,,,2.0,14.0,,
19.0,,,,,,56.0,30.0,,14.38,85.0,,,,,Game Hunter Musket,,,,Uncommon,69.0,,,56.0,30.0,14.38,3.0,26.0,,,3.0,28.0,,
19.0,,,,,,56.0,30.0,,14.38,85.0,,,,,Big-Boar Battle Rifle,,,,Uncommon,70.0,,,56.0,30.0,14.38,3.0,26.0,,,3.0,28.0,,
19.0,,,,,,56.0,30.0,,14.33,85.0,,,,,Sen'jin Longrifle,,,,Uncommon,68.0,,,56.0,30.0,14.33,3.0,26.0,,,3.0,28.0,,
,,,,,,13.0,7.0,,5.24,75.0,,55.0,,,Mechano-Wand,,,,Uncommon,67.0,,,,,,,26.0,,,2.0,14.0,,
18.0,,,,,,48.0,35.0,,13.96,85.0,,,,,Rocslayer Longbow,,,,Uncommon,67.0,,,48.0,35.0,13.96,3.0,15.0,,,3.0,28.0,,
18.0,,,,,,47.0,35.0,,13.68,85.0,,,,,Ranger's Recurved Bow,,,,Uncommon,66.0,,,47.0,35.0,13.68,3.0,15.0,,,3.0,28.0,,
18.0,,,,,,46.0,33.0,,13.3,85.0,,,,,Expert's Bow,,,,Uncommon,64.0,,,46.0,33.0,13.3,3.0,15.0,,,3.0,27.0,,
,,,,,,13.0,7.0,,5.13,75.0,,52.0,,,Ogre Handler's Shooter,,,,Uncommon,,,,,,,,26.0,,,2.0,13.0,,
,,,,,,12.0,7.0,,4.84,75.0,,49.0,,,Conjurer's Wand,,,,Uncommon,63.0,,,,,,,26.0,,,2.0,13.0,,
17.0,,,,,,51.0,27.0,,13.06,85.0,,,,,Cliffjumper Shotgun,,,,Uncommon,63.0,,,51.0,27.0,13.06,3.0,26.0,,,3.0,26.0,,
,,,,,,27.0,14.0,,6.92,85.0,,,,,Rusted Musket,,,,Poor,64.0,,,27.0,14.0,6.92,3.0,26.0,,,3.0,,,
33.0,,,,,,54.0,36.0,,15.04,65.0,,,,,Imported Ironshod Crossbow,,,,Uncommon,,,,54.0,36.0,15.04,3.0,26.0,,,3.0,19.0,,
,,,,,,14.0,8.0,,5.64,55.0,,58.0,,,Wand of Purifying Fire,,,,Uncommon,,,,,,,,26.0,,,2.0,15.0,,
19.0,,,,,,58.0,31.0,,14.86,85.0,,,,,Inelegant Musket,,,,Uncommon,70.0,,,58.0,31.0,14.86,3.0,26.0,,,3.0,29.0,,
,,,,,,14.0,8.0,,5.6,75.0,,58.0,,,Extinguished Spark,,,,Uncommon,70.0,,,,,,,26.0,,,2.0,15.0,,
19.0,,,,,,52.0,34.0,,14.49,85.0,,,,,Ferocious Crossbow,,,,Uncommon,69.0,,,52.0,34.0,14.49,3.0,26.0,,,3.0,29.0,,
19.0,,,,,,50.0,36.0,,14.46,85.0,,,,,Windspear Longbow,,,,Uncommon,70.0,,,50.0,36.0,14.46,3.0,15.0,,,3.0,28.0,,
19.0,,,,,,52.0,34.0,,14.44,85.0,,,,,Composite Crossbow,,,,Uncommon,67.0,,,52.0,34.0,14.44,3.0,26.0,,,3.0,28.0,,
19.0,,,,,,51.0,34.0,,14.22,85.0,,,,,Barreled Crossbow,,,,Uncommon,68.0,,,51.0,34.0,14.22,3.0,26.0,,,3.0,28.0,,
18.0,,,,,,53.0,28.0,,13.56,85.0,,,,,Tauren Runed Musket,,,,Uncommon,65.0,,,53.0,28.0,13.56,3.0,26.0,,,3.0,27.0,,
,,,,,,13.0,7.0,,5.16,75.0,,52.0,,,Solitaire Wand,,,,Uncommon,65.0,,,,,,,26.0,,,2.0,13.0,,
,,,,,,12.0,7.0,,4.8100000000000005,75.0,,49.0,,,Talonbranch Wand,,,,Uncommon,,,,,,,,26.0,,,2.0,13.0,,
30.0,,,,,,44.0,32.0,,12.76,85.0,,,,,Feather-Wrapped Bow,,,,Uncommon,,,,44.0,32.0,12.76,3.0,15.0,,,3.0,14.0,,
17.0,,,,,,45.0,30.0,,12.52,85.0,,,,,Repeater Crossbow,,,,Uncommon,61.0,,,45.0,30.0,12.52,3.0,26.0,,,3.0,25.0,,
17.0,,,,,,43.0,31.0,,12.5,85.0,,,,,Viper Bow,,,,Uncommon,61.0,,,43.0,31.0,12.5,3.0,15.0,,,3.0,25.0,,
24.0,,,,24.0,,62.0,45.0,,17.93,,24.0,,,,Charmed Ancient Bone Bow,,,,Heirloom,,,,62.0,45.0,17.93,3.0,15.0,,,3.0,,,
23.0,,,,14.0,,60.0,44.0,,17.38,120.0,17.0,,,,Crypt Fiend Slayer,,,,Epic,80.0,,,60.0,44.0,17.38,3.0,15.0,,,3.0,33.0,,
15.0,,,,,,60.0,44.0,,17.38,120.0,,,,,Zod's Repeating Longbow,,,,Epic,80.0,,,60.0,44.0,17.38,3.0,15.0,,,3.0,23.0,,
21.0,,,,22.0,,57.0,41.0,,16.48,100.0,,,,,Sin'dorei Recurve Bow,,,,Rare,78.0,,,57.0,41.0,16.48,3.0,15.0,,,3.0,33.0,,
23.0,,,,15.0,,60.0,44.0,,17.38,120.0,12.0,,,,Arrowsong,,,,Epic,80.0,,,60.0,44.0,17.38,3.0,15.0,,,3.0,37.0,,
27.0,,,,,,68.0,36.0,,17.42,120.0,18.0,,,,Blunderbuss of Khaz Modan,,,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,32.0,,
21.0,,,,,,54.0,39.0,,15.67,85.0,,,,,Astral Light Bow,,,,Uncommon,73.0,,,54.0,39.0,15.67,3.0,15.0,,,3.0,32.0,,
18.0,,,,33.0,,70.0,37.0,,17.92,,,,,,Upgraded Dwarven Hand Cannon,,,,Heirloom,,,,70.0,37.0,17.92,3.0,26.0,,,3.0,,,14.0
23.0,,,,15.0,,63.0,42.0,,17.52,120.0,15.0,,,,"Fal'inrush, Defender of Quel'thalas",,,,Epic,80.0,,,63.0,42.0,17.52,3.0,26.0,,,3.0,35.0,,
23.0,,,,12.0,,60.0,44.0,,17.38,120.0,11.0,,,,Avalanche,,,,Epic,80.0,,,60.0,44.0,17.38,3.0,15.0,,,3.0,41.0,,
27.0,,,,,,68.0,36.0,,17.42,120.0,18.0,,,,Grapeshotter of Khaz Modan,,,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,32.0,,
18.0,,,,27.0,,68.0,36.0,,17.42,120.0,15.0,,,,Rowan's Rifle of Silver Bullets,,,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,35.0,,
,,,,,,41.0,30.0,,11.92,85.0,,,,,Brunnhildar Bow,,,,Uncommon,75.0,,,41.0,30.0,11.92,3.0,15.0,,,3.0,,,
23.0,,,,13.0,,60.0,44.0,,17.38,120.0,17.0,,,,Accursed Bow of the Elite,,,,Epic,80.0,,,60.0,44.0,17.38,3.0,15.0,,,3.0,31.0,,
32.0,,,,17.0,,68.0,36.0,,17.42,120.0,,,,,Nesingwary 4000,,1.0,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,Prismatic socket,,3.0,,,
23.0,,,,16.0,,60.0,44.0,,17.38,120.0,14.0,,,,Njorndar Bone Bow,,,,Epic,80.0,,,60.0,44.0,17.38,3.0,15.0,,,3.0,33.0,,
24.0,,,,16.0,,64.0,42.0,,17.75,120.0,13.0,,,,"Fal'inrush, Defender of Quel'thalas",,1.0,,Epic,80.0,,,64.0,42.0,17.75,3.0,26.0,Prismatic socket,,3.0,31.0,,
27.0,,,,,,68.0,36.0,,17.42,120.0,18.0,,,,Sen'jin Beakblade Longrifle,,,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,32.0,,
21.0,,,,22.0,,64.0,34.0,,16.42,100.0,,,,,Sawed-Off Hand Cannon,,,,Rare,78.0,,,64.0,34.0,16.42,3.0,26.0,,,3.0,33.0,,
23.0,,,,15.0,,60.0,44.0,,17.38,120.0,13.0,,,,Siren's Cry,,,,Epic,80.0,,,60.0,44.0,17.38,3.0,15.0,,,3.0,35.0,,
10.0,,,,,,61.0,45.0,,17.69,120.0,,,,,Zod's Repeating Longbow,,1.0,,Epic,80.0,,,61.0,45.0,17.69,3.0,15.0,Prismatic socket,,3.0,24.0,,
23.0,,,,,,60.0,44.0,,17.38,100.0,,,,,Titanium Compound Bow,,,,Rare,80.0,,,60.0,44.0,17.38,3.0,15.0,,,3.0,52.0,,
33.0,,,,17.0,,68.0,36.0,,17.42,100.0,13.0,,,,Zombie Sweeper Shotgun,,,,Rare,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,,,
23.0,,,,15.0,,63.0,41.0,,17.45,120.0,15.0,,,,Windrunner's Heartseeker,,,,Epic,80.0,,,63.0,41.0,17.45,3.0,26.0,,,3.0,34.0,,
23.0,,,,15.0,,60.0,44.0,,17.38,120.0,,,,,Hateful Gladiator's Longbow,,,,Epic,80.0,,,60.0,44.0,17.38,3.0,15.0,,,3.0,35.0,,15.0
22.0,,,,16.0,,68.0,36.0,,17.42,120.0,11.0,,,,The Diplomat,,1.0,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,Prismatic socket,,3.0,41.0,,
23.0,,,,17.0,,68.0,36.0,,17.42,120.0,,,,,Envoy of Mortality,,,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,41.0,,
23.0,,,,15.0,,60.0,44.0,,17.38,120.0,,,,,Deadly Gladiator's Longbow,,,,Epic,80.0,,,60.0,44.0,17.38,3.0,15.0,,,3.0,35.0,,15.0
23.0,,,,15.0,,68.0,36.0,,17.42,120.0,,,,,Deadly Gladiator's Rifle,,,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,35.0,,15.0
,,Hunter,,,,,,,,,,,,,Flintlocke's Woodchucker,,,,Rare,80.0,,,,,,,,,,,,,
23.0,,,,12.0,,60.0,44.0,,17.38,120.0,15.0,,,,Golemheart Longbow,,,,Epic,80.0,,,60.0,44.0,17.38,3.0,15.0,,,3.0,38.0,,
31.0,,,,,,60.0,44.0,,17.38,100.0,,,,,Drakkari Hunting Bow,,,,Rare,76.0,,,60.0,44.0,17.38,3.0,15.0,,,3.0,46.0,,
21.0,,,,13.0,,60.0,44.0,,17.38,120.0,13.0,,,,Frenzystrike Longbow,,1.0,,Epic,80.0,,,60.0,44.0,17.38,3.0,15.0,Prismatic socket,,3.0,31.0,,
23.0,,,,23.0,,68.0,36.0,,17.42,120.0,,,,,True-Aim Long Rifle,,,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,46.0,,
23.0,,,,,,68.0,36.0,17.0,17.42,120.0,15.0,,,,Armor Plated Combat Shotgun,,1.0,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,Prismatic socket,,3.0,35.0,,
21.0,,,,13.0,,60.0,44.0,,17.38,,13.0,,,,"Rhok'shalla, the Shadow's Bane",,1.0,,Epic,80.0,,,60.0,44.0,17.38,3.0,15.0,Prismatic socket,,3.0,31.0,,
20.0,,,,16.0,,60.0,44.0,,17.38,120.0,11.0,,,,Njorndar Bone Bow,,1.0,,Epic,80.0,,,60.0,44.0,17.38,3.0,15.0,Prismatic socket,,3.0,33.0,,
23.0,,,,16.0,,60.0,44.0,,17.38,120.0,,,,,Furious Gladiator's Longbow,,,,Epic,80.0,,,60.0,44.0,17.38,3.0,15.0,,,3.0,34.0,,15.0
17.0,,,,13.0,,68.0,36.0,,17.42,120.0,23.0,,,,Veranus' Bane,,,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,35.0,,
23.0,,,,23.0,,60.0,44.0,,17.38,100.0,24.0,,,,Trophy Gatherer,,,,Rare,78.0,,,60.0,44.0,17.38,3.0,15.0,,,3.0,33.0,,
23.0,,,,13.0,,68.0,36.0,,17.42,120.0,17.0,,,,Giant's Bane,,,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,34.0,,
23.0,,,,12.0,,63.0,41.0,,17.45,120.0,17.0,,,,Felglacier Bolter,,,,Epic,80.0,,,63.0,41.0,17.45,3.0,26.0,,,3.0,33.0,,
23.0,,,,15.0,,68.0,36.0,,17.42,120.0,,,,,Nerubian Conqueror,,,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,42.0,,
22.0,,,,16.0,,68.0,36.0,,17.42,120.0,11.0,,,,Widebarrel Flintlock,,1.0,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,Prismatic socket,,3.0,41.0,,
23.0,,,,23.0,,68.0,36.0,,17.42,120.0,,,,,Rimebane Rifle,,,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,44.0,,
13.0,,,,12.0,,63.0,41.0,,17.45,120.0,18.0,,,,Final Voyage,,,,Epic,80.0,,,63.0,41.0,17.45,3.0,26.0,,,3.0,44.0,,
,,,,8.0,,17.0,10.0,,6.76,110.0,5.0,65.0,,,Corpse-Impaling Spike,,1.0,,Epic,80.0,,,,,,,26.0,Prismatic socket,,2.0,17.0,,
23.0,,,,15.0,,68.0,36.0,,17.42,,12.0,,,,BRK-1000,,1.0,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,Prismatic socket,,3.0,41.0,,
,,,,20.0,,68.0,36.0,,17.42,120.0,21.0,,,,Rifle of the Platinum Guard,,,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,29.0,17.0,
,,,,,,,,,,,,,,,Gnomish X-Ray Scope,,,,Rare,80.0,,,,,,,,,,,,,
24.0,,,,22.0,,63.0,41.0,,17.45,120.0,,,,,Drake-Mounted Crossbow,,,,Epic,80.0,,,63.0,41.0,17.45,3.0,26.0,,,3.0,35.0,,
,,,,11.0,,16.0,9.0,,6.46,110.0,,68.0,,,Rod of the Fallen Monarch,,,,Epic,80.0,,,,,,,26.0,,,2.0,17.0,,
,,,,,,16.0,9.0,,6.46,90.0,,68.0,,,Purifying Torch,,,,Rare,78.0,,,,,,,26.0,,,2.0,17.0,,11.0
33.0,,,,17.0,,68.0,36.0,,17.42,100.0,13.0,,,,Pierce's Pistol,,,,Rare,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,,,
22.0,,,,30.0,,56.0,41.0,,16.25,100.0,24.0,,,,Roc-Feather Longbow,,,,Rare,77.0,,,56.0,41.0,16.25,3.0,15.0,,,3.0,,,
,,,,8.0,,17.0,10.0,,6.76,110.0,,65.0,,,Nightmare Ender,,1.0,,Epic,80.0,,,,,,,26.0,Prismatic socket,,2.0,17.0,,5.0
23.0,,,,16.0,,63.0,41.0,,17.45,120.0,14.0,,,,Darkmaw Crossbow,,,,Epic,80.0,,,63.0,41.0,17.45,3.0,26.0,,,3.0,35.0,,
23.0,,,,15.0,,60.0,44.0,,17.38,120.0,,,,,Wrathful Gladiator's Longbow,,,,Epic,80.0,,,60.0,44.0,17.38,3.0,15.0,,,3.0,35.0,,15.0
23.0,,,,23.0,,68.0,36.0,,17.42,120.0,,,,,Snub-Nose Blastershot Launcher,,,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,46.0,,
,,,,,,16.0,9.0,,6.33,65.0,,64.0,,,Gnomish Magician's Quill,,,,Rare,78.0,,,,,,,26.0,,,2.0,17.0,,11.0
23.0,,,,,,68.0,36.0,,17.42,120.0,22.0,,,,Dreamhunter's Carbine,,,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,35.0,,
23.0,,,,15.0,,68.0,36.0,,17.42,120.0,,,,,Hateful Gladiator's Rifle,,,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,35.0,,15.0
,,,,,,16.0,9.0,,6.46,90.0,,68.0,,,Incessant Torch,,,,Rare,75.0,,,,,,,26.0,,,2.0,17.0,,15.0
21.0,,,,22.0,,65.0,34.0,,16.64,100.0,22.0,,,,"Mark ""S"" Boomstick",,,,Rare,73.0,,,65.0,34.0,16.64,3.0,26.0,,,3.0,,,
26.0,,,,19.0,,71.0,47.0,,19.75,120.0,15.0,,,,Fishsticker Crossbow,,,,Epic,80.0,,,71.0,47.0,19.75,3.0,26.0,,,3.0,39.0,,
,,,,8.0,,16.0,9.0,,6.46,110.0,8.0,68.0,,,Brimstone Igniter,,,,Epic,80.0,,,,,,,26.0,,,2.0,17.0,,
23.0,,,,15.0,,68.0,36.0,,17.42,120.0,15.0,,,,Mimiron's Repeater,,,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,35.0,,
,,,,8.0,,16.0,9.0,,6.46,110.0,8.0,68.0,,,Corpse-Impaling Spike,,,,Epic,80.0,,,,,,,26.0,,,2.0,17.0,,
,,,,7.0,,16.0,9.0,,6.46,110.0,,68.0,,,Nurturing Touch,,,,Epic,80.0,,,,,,,26.0,,,2.0,17.0,,8.0
23.0,,,,,,60.0,44.0,,17.38,120.0,13.0,,,,Avalanche,,,,Epic,80.0,,,60.0,44.0,17.38,3.0,15.0,,,3.0,35.0,,18.0
20.0,,,,,,52.0,38.0,,15.09,85.0,,,,,Yielding Bow,,,,Uncommon,71.0,,,52.0,38.0,15.09,3.0,15.0,,,3.0,30.0,,
,,,,8.0,,16.0,9.0,,6.46,110.0,,68.0,,,Nightmare Ender,,,,Epic,80.0,,,,,,,26.0,,,2.0,17.0,,8.0
23.0,,,,23.0,,68.0,36.0,,17.42,120.0,,,,,Rifled Blastershot Launcher,,,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,46.0,,
22.0,,,,,,56.0,41.0,,16.25,85.0,,,,,Advanced Flatbow,,,,Uncommon,75.0,,,56.0,41.0,16.25,3.0,15.0,,,3.0,32.0,,
24.0,,,,18.0,,70.0,37.0,,17.98,100.0,12.0,,,,Snub-Nosed Pistol,,,,Rare,80.0,,,70.0,37.0,17.98,3.0,26.0,,,3.0,36.0,,
23.0,,,,16.0,,68.0,36.0,,17.42,120.0,14.0,,,,Stakethrower,,,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,44.0,,
23.0,,,,15.0,,68.0,36.0,,17.42,90.0,12.0,,,,Fezzik's Autocannon,,1.0,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,Prismatic socket,,3.0,41.0,,
23.0,,,,15.0,,68.0,36.0,,17.42,120.0,,,,,Relentless Gladiator's Rifle,,,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,35.0,,15.0
,,,,16.0,,16.0,9.0,,6.46,90.0,7.0,68.0,,,Wand of the San'layn,,,,Rare,80.0,,,,,,,26.0,,,2.0,17.0,,
,,,,6.0,,16.0,9.0,,6.46,110.0,,68.0,,,Touch of Horror,,,,Epic,80.0,,,,,,,26.0,,,2.0,17.0,,11.0
23.0,,,,15.0,,60.0,44.0,,17.38,,,,,,Relentless Gladiator's Recurve,,,,Epic,80.0,,,60.0,44.0,17.38,3.0,15.0,,,3.0,35.0,,15.0
23.0,,,,15.0,,63.0,41.0,,17.45,120.0,15.0,,,,Talonstrike,,,,Epic,80.0,,,63.0,41.0,17.45,3.0,26.0,,,3.0,35.0,,
25.0,,,,15.0,,73.0,39.0,,18.72,85.0,17.0,,,,Spare Gunship Cannon,,,,Uncommon,,,,73.0,39.0,18.72,3.0,26.0,,,3.0,37.0,,
17.0,,,,18.0,,63.0,41.0,,17.45,120.0,11.0,,,,Deliverance,,,,Epic,80.0,,,63.0,41.0,17.45,3.0,26.0,,,3.0,41.0,,
23.0,,,,15.0,,60.0,44.0,,17.38,120.0,,,,,Relentless Gladiator's Longbow,,,,Epic,80.0,,,60.0,44.0,17.38,3.0,15.0,,,3.0,35.0,,15.0
23.0,,,,16.0,,63.0,41.0,,17.45,120.0,13.0,,,,Skyforge Crossbow,,,,Epic,80.0,,,63.0,41.0,17.45,3.0,26.0,,,3.0,36.0,,
23.0,,,,16.0,,68.0,36.0,,17.42,120.0,,,,,Furious Gladiator's Rifle,,,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,34.0,,15.0
,,,,,,16.0,9.0,,6.46,110.0,7.0,68.0,,,Fading Glow,,,,Epic,80.0,,,,,,,26.0,,,2.0,17.0,,8.0
23.0,,,,15.0,,68.0,36.0,,17.42,120.0,,,,,Wrathful Gladiator's Rifle,,,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,35.0,,15.0
,,,,,,16.0,9.0,,6.33,65.0,,64.0,,,Charged Wand of the Cleft,,,,Rare,78.0,,,,,,,26.0,,,2.0,17.0,,11.0
21.0,,,,,,55.0,40.0,,15.96,85.0,,,,,Tracking Bow,,,,Uncommon,74.0,,,55.0,40.0,15.96,3.0,15.0,,,3.0,32.0,,
24.0,,,,17.0,,62.0,45.0,,18.0,100.0,14.0,,,,Amber Messenger,,,,Rare,78.0,,,62.0,45.0,18.0,3.0,15.0,,,3.0,36.0,,
,,,,7.0,,16.0,9.0,,6.46,110.0,,68.0,,,Scepter of Creation,,,,Epic,80.0,,,,,,,26.0,,,2.0,17.0,,8.0
22.0,,,,16.0,,68.0,36.0,,17.42,120.0,11.0,,,,The Diplomat,,1.0,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,Prismatic socket,,3.0,41.0,,
,,,,9.0,,16.0,9.0,,6.46,110.0,,68.0,,,Plague Igniter,,,,Epic,80.0,,,,,,,26.0,,,2.0,17.0,,7.0
23.0,,,,,,59.0,43.0,,17.15,85.0,,,,,Shrieking Bow,,,,Uncommon,78.0,,,59.0,43.0,17.15,3.0,15.0,,,3.0,34.0,,
21.0,,,,,,61.0,32.0,,15.66,85.0,,,,,Noisy Blaster,,,,Uncommon,73.0,,,61.0,32.0,15.66,3.0,26.0,,,3.0,32.0,,
25.0,,,,15.0,,73.0,39.0,,18.72,85.0,17.0,,,,Airship Marine's Sharpshooter,,,,Uncommon,,,,73.0,39.0,18.72,3.0,26.0,,,3.0,37.0,,
,,,,7.0,,16.0,9.0,,6.46,110.0,9.0,68.0,,,Petrified Ivy Sprig,,1.0,,Epic,80.0,,,,,,,26.0,Prismatic socket,,2.0,17.0,,
33.0,,,,,,68.0,36.0,,17.42,100.0,,,,,Prison Warden's Shotgun,,,,Rare,75.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,36.0,,
23.0,,,,66.0,,68.0,36.0,,17.42,100.0,,,,,Rimebane Rifle,,,,Rare,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,,,
20.0,,,,17.0,,68.0,36.0,,17.42,120.0,,,,,Magnetized Projectile Emitter,,1.0,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,Prismatic socket,,3.0,34.0,,
,,,,3.0,,16.0,9.0,,6.46,110.0,,68.0,,,Lana'thel's Bloody Nail,,1.0,,Epic,80.0,,,,,,,26.0,Prismatic socket,,2.0,17.0,,5.0
23.0,,,,15.0,,68.0,36.0,,17.42,,,,,,Furious Gladiator's Shotgun,,,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,34.0,,15.0
,,,,,,16.0,9.0,,6.44,90.0,10.0,68.0,,,Gwyneth's Runed Dragonwand,,,,Rare,78.0,,,,,,,26.0,,,2.0,17.0,,
23.0,,,,12.0,,63.0,42.0,,17.52,120.0,15.0,,,,Windrunner's Heartseeker,,1.0,,Epic,80.0,,,63.0,42.0,17.52,3.0,26.0,Prismatic socket,,3.0,29.0,,
