agi,agiint,arcres,armor,avoidance,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,int,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqlevel,rgdatkpwr,slotbak,socket1,socket2,speed,sta,str,strint,versatility
,,,25.0,,,,,,55.0,,,6.0,10.0,,Bracers of Pale Illumination,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,10.0,10.0,9.0
,,,5.0,,,,,,40.0,,,,,,Thread-Bare Cloth Bracers,,,,Poor,71.0,,9.0,,,,,,,
14.0,14.0,,18.0,,,,9.0,,40.0,,,,14.0,10.0,Fox Grove Wristguards,,,,Uncommon,,,9.0,,,,21.0,,,
13.0,13.0,,17.0,,,,8.0,,55.0,,,9.0,13.0,,Interwoven Scale Bracers,,,,Epic,80.0,,9.0,,,,20.0,,,
,,,25.0,,,,7.0,,55.0,,,13.0,13.0,,Bracers of the Tyrant,,,,Epic,80.0,,9.0,,,,14.0,13.0,13.0,
,,,7.0,,,,6.0,,55.0,,,,10.0,,Bracers of Dark Blessings,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,7.0
13.0,13.0,,17.0,,,,9.0,,55.0,,,,13.0,,Iron Rings of Endurance,,,,Epic,80.0,,9.0,,,,18.0,,,8.0
13.0,13.0,,11.0,,,,9.0,,55.0,,,,13.0,,Furious Gladiator's Armwraps of Dominance,,,,Epic,80.0,,9.0,,,,19.0,,,9.0
,,,25.0,,,,6.0,,55.0,,,9.0,10.0,,Crypt Keeper's Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,10.0,10.0,
13.0,13.0,,17.0,,,,9.0,,55.0,,,8.0,13.0,,Seven Stormy Mornings,,,,Epic,80.0,,9.0,,,,20.0,,,
,,,24.0,,,,13.0,,50.0,,,,13.0,,Brilliant Saronite Bracers,,,,Rare,76.0,,9.0,,,,,13.0,13.0,11.0
,,,26.0,,,,9.0,,50.0,,,9.0,14.0,,Bracers of Bloody Business,,,,Rare,80.0,,9.0,,,,21.0,14.0,14.0,
,,,7.0,,,,9.0,,55.0,,,5.0,10.0,,The Lady's Brittle Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,
,,,7.0,,,,,,55.0,,,8.0,13.0,,Wristguards of Subterranean Moss,,,,Epic,80.0,,9.0,,,,20.0,,,9.0
,,,7.0,,,,,,50.0,,,,13.0,,Ancestral Sinew Wristguards,,1.0,,Rare,80.0,,9.0,Prismatic socket,,,18.0,,,8.0
13.0,13.0,,11.0,,,,10.0,,55.0,,,,13.0,,Swarm Bindings,,,,Epic,80.0,,9.0,,,,19.0,,,7.0
13.0,13.0,,11.0,,,,8.0,,55.0,,,7.0,13.0,,Cuffs of Dark Shadows,,,,Epic,80.0,,9.0,,,,21.0,,,
,,,7.0,,,,6.0,,55.0,,,,10.0,,Royal Moonshroud Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,9.0
,,,25.0,,,,,,55.0,,,9.0,11.0,,Abetment Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,11.0,11.0,7.0
11.0,11.0,,17.0,,,,9.0,,55.0,,,5.0,11.0,,Bracers of the Northern Stalker,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,20.0,,,
,,,25.0,,,,8.0,,55.0,,,,10.0,,Mimiron's Inferno Couplings,,,,Epic,80.0,,9.0,,,,20.0,10.0,10.0,13.0
,,,25.0,,,,9.0,,55.0,,,6.0,10.0,,Bracers of the Heir,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,20.0,10.0,10.0,
13.0,13.0,,17.0,,,,9.0,,55.0,,,8.0,13.0,,Frost-Bound Chain Bracers,,,,Epic,80.0,,9.0,,,,20.0,,,
,,,25.0,,,,,,55.0,,,9.0,10.0,,Sunforged Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,10.0,10.0,3.0
,,,25.0,,,,9.0,,55.0,,,6.0,10.0,,Bracers of the Heir,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,20.0,10.0,10.0,
13.0,13.0,,11.0,,,,9.0,,50.0,,,,13.0,,Eviscerator's Bindings,,,,Rare,78.0,,9.0,,,,20.0,,,9.0
,,,7.0,,"Priest,Mage,Warlock",,,,55.0,,,,13.0,,Deadly Gladiator's Cuffs of Salvation,,,,Epic,80.0,,9.0,,,,19.0,,,18.0
13.0,13.0,,17.0,,,,10.0,,55.0,,,4.0,13.0,,Scourge Hunter's Vambraces,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,16.0,,,
13.0,13.0,,17.0,,,,9.0,,55.0,,,8.0,13.0,,Bands of Anxiety,,,,Epic,80.0,,9.0,,,,20.0,,,
,,,7.0,,"Priest,Mage,Warlock",,,,55.0,,,,13.0,,Relentless Gladiator's Cuffs of Salvation,,,,Epic,80.0,,9.0,,,,19.0,,,18.0
,,,25.0,,,,9.0,,50.0,,,9.0,13.0,,Cast Iron Shackles,,,,Rare,80.0,,9.0,,,,20.0,13.0,13.0,
,,,7.0,,,,,,50.0,,,,13.0,,Demonic Fabric Bands,,,,Rare,78.0,,9.0,,,,20.0,,,13.0
,,,25.0,,,,5.0,,55.0,,,9.0,10.0,,Armplates of the Nether Lord,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,20.0,10.0,10.0,
,,,25.0,,,,10.0,,55.0,,,7.0,13.0,,Bracers of Liberation,,,,Epic,80.0,,9.0,,,,20.0,13.0,13.0,
,,,25.0,,,,7.0,,55.0,,,,10.0,,Bracers of Dalaran's Parapets,,,13.0,Epic,80.0,,9.0,,,,20.0,10.0,10.0,
10.0,10.0,,16.0,,,,,,50.0,,,,10.0,,Glowworm Cavern Bindings,,,,Rare,73.0,,9.0,,,,24.0,,,9.0
,,,6.0,,,,10.0,,50.0,,,,11.0,,Mystic Frostwoven Wristwraps,,,,Rare,73.0,,9.0,,,,,,,11.0
,,,7.0,,,,6.0,,55.0,,,9.0,10.0,,Bracers of Fiery Night,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,
,,,25.0,,,,,18.0,50.0,,,,10.0,,Tempered Saronite Bracers,,,,Rare,77.0,,9.0,,,,12.0,10.0,10.0,
13.0,13.0,,11.0,,,,,,50.0,,,,13.0,,Wound-Binder's Wristguards,,,,Rare,80.0,,9.0,,,,23.0,,,11.0
,,,7.0,,,,,,55.0,,,9.0,13.0,,Punctilious Bindings,,,,Epic,80.0,,9.0,,,,19.0,,,9.0
,,,25.0,,,,,,55.0,,,,13.0,,Relentless Gladiator's Bracers of Salvation,,,,Epic,80.0,,9.0,,,,19.0,13.0,13.0,18.0
,,,7.0,,,,13.0,,55.0,,,,13.0,,Azure Cloth Bindings,,,,Epic,80.0,,9.0,,,,20.0,,,
10.0,10.0,,11.0,,,,5.0,,55.0,,,,10.0,,Wrists of Septic Shock,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,9.0
13.0,13.0,,11.0,,,,7.0,,55.0,,,,13.0,,Plague-Infected Bracers,,,,Epic,80.0,,9.0,,,,20.0,,,9.0
13.0,13.0,,17.0,,,,9.0,,55.0,,,9.0,13.0,,Giantmaim Bracers,,,,Epic,80.0,,9.0,,,,17.0,,,
,,,25.0,,"Warrior,Paladin,Death knight",,9.0,,55.0,,,,13.0,,Deadly Gladiator's Bracers of Triumph,,,,Epic,80.0,,9.0,,,,20.0,13.0,13.0,9.0
13.0,13.0,,17.0,,,,,,55.0,,,9.0,13.0,,Bindings of the Decrepit,,,,Epic,80.0,,9.0,,,,19.0,,,9.0
10.0,10.0,,11.0,,,,6.0,,55.0,,,9.0,10.0,,Bracers of Swift Death,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,20.0,,,
,,,7.0,,,,,,40.0,,,,13.0,,Crystalsong Bracelets,,,,Uncommon,78.0,,9.0,,,,19.0,,,
15.0,15.0,,10.0,,,,,,40.0,,,,15.0,,Arctic Wristguards,,,,Uncommon,74.0,,9.0,,,,22.0,,,
,,,8.0,,,,10.0,,50.0,,,,15.0,10.0,Yakwasher's Bracers,,,,Rare,80.0,,9.0,,,,23.0,,,
,,,7.0,,,,,,40.0,,,,13.0,,Darrowmere Wristwraps,,,,Uncommon,80.0,,9.0,,,,20.0,,,
,,,7.0,,,,,,40.0,,,9.0,13.0,9.0,Deathsilk Bracers,,,,Uncommon,80.0,,9.0,,,,20.0,,,
,,,25.0,,,,6.0,,55.0,,,9.0,10.0,,Crypt Keeper's Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,10.0,10.0,
,,,25.0,,,,,11.0,55.0,,,,11.0,,Bracers of the Unholy Knight,,1.0,6.0,Epic,80.0,,9.0,Prismatic socket,,,17.0,11.0,11.0,
,,,25.0,,,,6.0,,55.0,,,9.0,10.0,,Taiga Bindings,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,20.0,10.0,10.0,
13.0,13.0,,17.0,,,,7.0,,55.0,,,13.0,13.0,,Gondria's Spectral Bracer,,,,Epic,80.0,,9.0,,,,20.0,,,
13.0,13.0,,11.0,,,,8.0,,50.0,,,,13.0,,Bindings of the Tunneler,,,,Rare,80.0,,9.0,,,,20.0,,,
13.0,13.0,,11.0,,,,9.0,,55.0,,,6.0,13.0,,Vambraces of the Frost Wyrm Queen,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,14.0,,,
13.0,13.0,,11.0,,,,13.0,,50.0,,,,13.0,,Bracers of the Divine Elemental,,,,Rare,80.0,,9.0,,,,20.0,,,
,,,7.0,,"Priest,Mage,Warlock",,9.0,,55.0,,,,13.0,,Relentless Gladiator's Cuffs of Ascendancy,,,,Epic,80.0,,9.0,,,,19.0,,,9.0
13.0,13.0,,17.0,,,,9.0,,50.0,,,,13.0,,Swiftarrow Bracers,,,,Rare,78.0,,9.0,,,,20.0,,,9.0
,,,7.0,,"Priest,Mage,Warlock",,,,55.0,,,,13.0,,Furious Gladiator's Cuffs of Salvation,,,,Epic,80.0,,9.0,,,,19.0,,,18.0
,,,25.0,,,,6.0,,55.0,,,,10.0,,Flamewatch Armguards,,,,Epic,80.0,,9.0,,,,19.0,10.0,10.0,13.0
13.0,13.0,,17.0,,"Hunter,Shaman",,,,55.0,,,,13.0,,Relentless Gladiator's Wristguards of Salvation,,,,Epic,80.0,,9.0,,,,19.0,,,18.0
,,,25.0,,,,,10.0,55.0,,,,10.0,,Gargoyle Spit Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,15.0,10.0,10.0,3.0
,,,25.0,,,,13.0,,55.0,,,7.0,13.0,,Wristbands of the Sentinel Huntress,,,,Epic,80.0,,9.0,,,,14.0,13.0,13.0,
10.0,10.0,,11.0,,,,6.0,,55.0,,,,10.0,,Moonshadow Armguards,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,9.0
,,,25.0,,,,,,55.0,,,7.0,10.0,,Bracers of the Shieldmaiden,,1.0,10.0,Epic,80.0,,9.0,Prismatic socket,,,15.0,10.0,10.0,
15.0,15.0,,15.0,,,,9.0,,40.0,,,,15.0,,Nerubian Bracers,,,,Uncommon,74.0,,9.0,,,,16.0,,,
,,,26.0,,,,9.0,,40.0,,,,13.0,,Stormforged Bracers,,,,Uncommon,80.0,,9.0,,,2.6,20.0,13.0,13.0,9.0
,,,25.0,,,,,10.0,55.0,,,,13.0,,Bracers of Dark Reckoning,,1.0,4.0,Epic,80.0,,9.0,Prismatic socket,,,15.0,13.0,13.0,
,,,25.0,,,,9.0,,50.0,,,,13.0,,Ornate Saronite Bracers,,,,Rare,78.0,,9.0,,,,20.0,13.0,13.0,9.0
12.0,12.0,,17.0,,,,9.0,,55.0,,,7.0,12.0,,Bindings of Winter Gale,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,
10.0,10.0,,17.0,,,,9.0,,55.0,,,6.0,10.0,,Crusader's Dragonscale Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,20.0,,,
,,,25.0,,"Warrior,Paladin,Death knight",,9.0,,55.0,,,,13.0,,Relentless Gladiator's Bracers of Victory,,,,Epic,80.0,,9.0,,,,20.0,13.0,13.0,9.0
6.0,6.0,,17.0,,,,7.0,,55.0,,,6.0,6.0,,Icecrown Rampart Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,20.0,,,
,,,25.0,,,,6.0,,55.0,,,10.0,13.0,,Vambraces of Unholy Command,,,,Epic,80.0,,9.0,,,,20.0,13.0,13.0,
,,,25.0,,,,8.0,,50.0,,,,13.0,,Savage Saronite Bracers,,,,Rare,78.0,,9.0,,,,16.0,13.0,13.0,11.0
,,,7.0,,,,,,50.0,,,,13.0,,Cuffs of the Trussed Hall,,,,Rare,80.0,,9.0,,,,20.0,,,13.0
,,,25.0,,,,,,50.0,,,17.0,11.0,,Steel Bear Trap Bracers,,,,Rare,76.0,,9.0,,,,13.0,11.0,11.0,
13.0,13.0,,11.0,,,,,,55.0,,,8.0,13.0,,Bracers of the Broodmother,,,,Epic,80.0,,9.0,,,,19.0,,,10.0
13.0,13.0,,11.0,,,,9.0,,55.0,,,,13.0,,Deadly Gladiator's Armwraps of Triumph,,,,Epic,80.0,,9.0,,,,19.0,,,9.0
,,,22.0,,,,,,40.0,,,,12.0,,Grizzlemaw Vambraces,,,,Uncommon,72.0,,9.0,,,,17.0,12.0,12.0,
,,,7.0,,"Priest,Mage,Warlock",,9.0,,55.0,,,,13.0,,Wrathful Gladiator's Cuffs of Dominance,,,,Epic,80.0,,9.0,,,,19.0,,,9.0
13.0,13.0,,17.0,,Hunter,,8.0,,40.0,,,,13.0,9.0,Beastsoul Bracers,,,,Uncommon,80.0,,9.0,,,,20.0,,,
,,,25.0,,,,8.0,,55.0,,,9.0,13.0,,Armplates of the Nether Lord,,,,Epic,80.0,,9.0,,,,20.0,13.0,13.0,
14.0,14.0,,17.0,,,,11.0,,50.0,,,12.0,14.0,,Eaglebane Bracers,,,,Rare,78.0,,9.0,,,,28.0,,,
13.0,13.0,,11.0,,,,9.0,,55.0,,,,13.0,,Relentless Gladiator's Armwraps of Triumph,,,,Epic,80.0,,9.0,,,,19.0,,,9.0
11.0,11.0,,17.0,,,,10.0,,55.0,,,5.0,11.0,,Bands of Mutual Respect,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,20.0,,,
,,,7.0,,,,6.0,,55.0,,,,10.0,,Royal Moonshroud Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,9.0
,,,7.0,,,,,,40.0,,,,13.0,,Vizier Bracelets,,,,Uncommon,79.0,,9.0,,,,20.0,,,
10.0,10.0,,17.0,,,,9.0,,55.0,,,6.0,10.0,,Crusader's Dragonscale Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,20.0,,,
,,,7.0,,,,4.0,,55.0,,,10.0,10.0,,Ether-Soaked Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,
,,,25.0,,,,,,55.0,,,,13.0,,Wrathful Gladiator's Bracers of Salvation,,,,Epic,80.0,,9.0,,,,19.0,13.0,13.0,18.0
13.0,13.0,,11.0,,,,,,55.0,,,8.0,13.0,,Putrescent Bands,,,,Epic,80.0,,9.0,,,,16.0,,,10.0
13.0,13.0,,17.0,,,,13.0,,55.0,,,7.0,13.0,,Bracers of the Untold Massacre,,,,Epic,80.0,,9.0,,,,13.0,,,
13.0,13.0,,17.0,,,,13.0,,50.0,,,,13.0,,Bands of the Sky Ring,,,,Rare,80.0,,9.0,,,,20.0,,,
,,,25.0,,,,,10.0,55.0,,,,10.0,,Gargoyle Spit Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,15.0,10.0,10.0,2.0
,,,25.0,,,,,,55.0,,,6.0,10.0,,Bracers of Pale Illumination,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,10.0,10.0,9.0
13.0,13.0,,11.0,,,,9.0,,50.0,,,,13.0,,Drake-Champion's Bracers,,,,Rare,80.0,,9.0,,,,24.0,,,
13.0,13.0,,11.0,,,,9.0,,55.0,,,,13.0,,Wrathful Gladiator's Armwraps of Triumph,,,,Epic,80.0,,9.0,,,,19.0,,,9.0
,,,25.0,,,,9.0,,55.0,,,9.0,13.0,,Boneshatter Vambraces,,,,Epic,80.0,,9.0,,,,20.0,13.0,13.0,
,,,25.0,,,,,,55.0,,,6.0,10.0,,Bracers of Righteous Reformation,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,10.0,10.0,10.0
,,,25.0,,,,,,50.0,,,11.0,11.0,,Bands of Fading Light,,1.0,,Rare,80.0,,9.0,Prismatic socket,,,19.0,11.0,11.0,
,,,7.0,,,,7.0,,55.0,,,10.0,13.0,,Ether-Soaked Bracers,,,,Epic,80.0,,9.0,,,,19.0,,,
13.0,13.0,,16.0,,,,10.0,,50.0,,,5.0,13.0,,Darkweb Bindings,,,,Rare,74.0,,9.0,,,,16.0,,,
,,,9.0,,,,,,40.0,,,,,,Fur-Lined Bracers,,,,Poor,71.0,,9.0,,,,,,,
,,,12.0,,,,,,40.0,,,,,,Frigid Mail Bracers,,,,Poor,77.0,,9.0,,,,,,,
,,,8.0,,,,9.0,,50.0,,,,15.0,11.0,Mountain Trailblazer's Cuffs,,,,Rare,80.0,,9.0,,,,23.0,,,
,,,29.0,,,,9.0,,50.0,,,11.0,15.0,,Bracers of the Frozen Summit,,,,Rare,80.0,,9.0,,,,23.0,15.0,15.0,
15.0,15.0,,13.0,,,,11.0,,50.0,,,7.0,15.0,,Star-Carrier Bracers,,,,Rare,80.0,,9.0,,,,22.0,,,
,,,7.0,,,,,,40.0,,,7.0,14.0,11.0,Bamboo Fiber Cuffs,,,,Uncommon,,,9.0,,,,21.0,,,
13.0,13.0,,17.0,,,,9.0,,55.0,,,,13.0,,Wristwraps of Cloudy Omen,,,,Epic,80.0,,9.0,,,,19.0,,,9.0
,,,7.0,,,,6.0,,55.0,,,9.0,10.0,,Bejeweled Wizard's Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,
10.0,10.0,,17.0,,,,6.0,,55.0,,,8.0,10.0,,Sul'lithuz Scale Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,
13.0,13.0,,17.0,,,,8.0,,55.0,,,9.0,13.0,,Armguard of the Tower Archer,,,,Epic,80.0,,9.0,,,,20.0,,,
,,,25.0,,,,,,55.0,,,7.0,10.0,,Armguards of the Shieldmaiden,,1.0,10.0,Epic,80.0,,9.0,Prismatic socket,,,15.0,10.0,10.0,
13.0,13.0,,11.0,,,,,,50.0,,,,13.0,,Overcast Bracers,,,,Rare,78.0,,9.0,,,,20.0,,,18.0
13.0,13.0,,17.0,,,,9.0,,55.0,,,,13.0,,Bracers of Cloudy Omen,,,,Epic,80.0,,9.0,,,,19.0,,,9.0
13.0,13.0,,17.0,,,,5.0,,50.0,,,13.0,13.0,,Raging Construct Bands,,,,Rare,80.0,,9.0,,,,20.0,,,
,,,25.0,,,,13.0,,55.0,,,,13.0,,Flamebeard's Bracers,,,,Epic,80.0,,9.0,,,,20.0,13.0,13.0,
7.0,7.0,,11.0,,,,9.0,,55.0,,,6.0,7.0,,Armbands of Dark Determination,,2.0,,Epic,80.0,,9.0,Prismatic socket,Prismatic socket,,15.0,,,
,,,25.0,,,,,,50.0,,,,13.0,,Bindings of the Construct,,,,Rare,78.0,,9.0,,,,24.0,13.0,13.0,9.0
13.0,13.0,,17.0,,,,9.0,,55.0,,,8.0,13.0,,Armbands of the Northern Stalker,,,,Epic,80.0,,9.0,,,,20.0,,,
,,,25.0,,,,,,50.0,,,,13.0,,Bindings of Dark Will,,,13.0,Rare,80.0,,9.0,,,,20.0,13.0,13.0,
13.0,13.0,,11.0,,,,13.0,,50.0,,,,13.0,,Storming Vortex Bracers,,,,Rare,78.0,,9.0,,,,19.0,,,
13.0,13.0,,11.0,,,,9.0,,55.0,,,9.0,13.0,,Armbands of Dark Determination,,,,Epic,80.0,,9.0,,,,20.0,,,
,,,25.0,,,,9.0,,55.0,,,6.0,10.0,,Polar Bear Claw Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,20.0,10.0,10.0,
10.0,10.0,,17.0,,,,,,55.0,,,9.0,10.0,,Black Chitin Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,3.0
,,,7.0,,,,7.0,,55.0,,,10.0,13.0,,Felspark Bindings,,,,Epic,80.0,,9.0,,,,19.0,,,
,,,25.0,,,,6.0,,55.0,,,9.0,10.0,,Boneshatter Vambraces,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,20.0,10.0,10.0,
,,,7.0,,,,6.0,,55.0,,,,10.0,,Death Surgeon's Sleeves,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,9.0
,,,7.0,,,,,,55.0,,,9.0,13.0,,Resurgent Phantom Bindings,,,,Epic,80.0,,9.0,,,,17.0,,,10.0
,,,7.0,,,,,,50.0,,,13.0,13.0,,Savage Wound Wrap,,,,Rare,80.0,,9.0,,,,20.0,,,
,,,25.0,,"Warrior,Paladin,Death knight",,9.0,,55.0,,,,13.0,,Hateful Gladiator's Bracers of Victory,,,,Epic,80.0,,9.0,,,,19.0,13.0,13.0,9.0
10.0,10.0,,11.0,,,,5.0,,55.0,,,,10.0,,Wrists of Septic Shock,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,9.0
13.0,13.0,,11.0,,,,9.0,,50.0,,,,13.0,,King's Square Bracers,,,,Rare,78.0,,9.0,,,,23.0,,,
,,,7.0,,,,,,55.0,,,7.0,12.0,,Grasps of Reason,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,9.0
,,,25.0,,,,9.0,,55.0,,,9.0,13.0,,Boneshatter Armplates,,,,Epic,80.0,,9.0,,,,20.0,13.0,13.0,
10.0,10.0,,17.0,,,,10.0,,55.0,,,7.0,10.0,,Bracers of the Silent Massacre,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,13.0,,,
,,,7.0,,,,,,50.0,,,,13.0,,Flame Sphere Bindings,,,,Rare,80.0,,9.0,,,,20.0,,,9.0
,,,7.0,,,,,,40.0,,,,13.0,,Condor Bindings,,,,Uncommon,77.0,,9.0,,,,19.0,,,
,,,6.0,,,,,,40.0,,,,12.0,,Aerie Bracers,,,,Uncommon,75.0,,9.0,,,,18.0,,,
12.0,12.0,,15.0,,,,,,40.0,,,,12.0,,Trapper Bracers,,,,Uncommon,73.0,,9.0,,,,17.0,,,
11.0,11.0,,10.0,,,,,,50.0,,,9.0,11.0,,Bracers of Unmitigated Larceny,,,,Rare,75.0,,9.0,,,,20.0,,,
,,,5.0,,,,,,40.0,,,,,,Pockmarked Cloth Bracers,,,,Poor,80.0,,9.0,,,,,,,
,,,6.0,,,,,,40.0,,,,12.0,,Voldrune Bracelets,,,,Uncommon,72.0,,9.0,,,,17.0,,,
11.0,11.0,,14.0,,,,,,40.0,,,,11.0,,Orca Bindings,,,,Uncommon,71.0,,9.0,,,,17.0,,,
,,,9.0,,,,,,40.0,,,,,,Frozen Bracers,,,,Poor,77.0,,9.0,,,,,,,
,,,28.0,,,,11.0,,50.0,,,8.0,15.0,,Zoid's Scorched Bracers,,,,Rare,80.0,,9.0,,,,22.0,15.0,15.0,
,,,27.0,,,,,,40.0,,,,14.0,9.0,Bamboo Plate Armplates,,,,Uncommon,,,9.0,,,,21.0,14.0,14.0,10.0
,,,26.0,,,,9.0,,50.0,,,9.0,14.0,,Bracers of Cooled Anger,,,,Rare,78.0,,9.0,,,,21.0,14.0,14.0,
13.0,13.0,,12.0,,,,,,40.0,,,,13.0,,Darkbrand Bracers,,,,Uncommon,80.0,,9.0,,,,20.0,,,
,,,7.0,,,,6.0,,55.0,,,,10.0,,Death Surgeon's Sleeves,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,9.0
,,,25.0,,,,,,40.0,,,,13.0,,Jasperlode Vambraces,,,,Uncommon,79.0,,9.0,,,,20.0,13.0,13.0,
,,,25.0,,,,7.0,,40.0,,,,13.0,,Heatbinder Wristplates,,,10.0,Uncommon,,,9.0,,,,20.0,13.0,13.0,
,,,25.0,,,,9.0,,55.0,,,,10.0,,Bracers of the Broken Bond,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,10.0,10.0,6.0
,,,7.0,,,,10.0,,55.0,,,7.0,13.0,,Bindings of Dark Essence,,,,Epic,80.0,,9.0,,,,19.0,,,
,,,25.0,,,,,,40.0,,,,13.0,,Revenant Bracers,,,,Uncommon,79.0,,9.0,,,,20.0,13.0,13.0,
,,,25.0,,Paladin,,,,55.0,,,,13.0,,Deadly Gladiator's Bracers of Salvation,,,,Epic,80.0,,9.0,,,,19.0,13.0,13.0,18.0
,,,7.0,,"Priest,Mage,Warlock",,9.0,,55.0,,,,13.0,,Furious Gladiator's Cuffs of Ascendancy,,,,Epic,80.0,,9.0,,,,19.0,,,9.0
,,,25.0,,,,,,55.0,,,,13.0,,Furious Gladiator's Bracers of Salvation,,,,Epic,80.0,,9.0,,,,19.0,13.0,13.0,18.0
,,,25.0,,,,,,55.0,,,6.0,11.0,,Unfaltering Armguards,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,11.0,11.0,8.0
,,,25.0,,"Warrior,Paladin,Death knight",,9.0,,55.0,,,,13.0,,Furious Gladiator's Bracers of Victory,,,,Epic,80.0,,9.0,,,,20.0,13.0,13.0,9.0
,,,25.0,,,,,,55.0,,,7.0,10.0,,Armguards of the Shieldmaiden,,,13.0,Epic,80.0,,9.0,,,,20.0,10.0,10.0,
,,,25.0,,,,,,55.0,,,13.0,13.0,,Bands of the Stoneforge,,,,Epic,80.0,,9.0,,,,20.0,13.0,13.0,
13.0,13.0,,11.0,,,,,,55.0,,,13.0,13.0,,Advanced Tooled-Leather Bands,,,,Epic,80.0,,9.0,,,,20.0,,,
,,,25.0,,,,5.0,,55.0,,,9.0,10.0,,Armguards of the Nether Lord,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,20.0,10.0,10.0,
10.0,10.0,,11.0,,,,6.0,,55.0,,,,10.0,,Bracers of Eternal Dreaming,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,9.0
10.0,10.0,,17.0,,,,,,55.0,,,9.0,10.0,,Black Chitin Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,3.0
,,,25.0,,,,10.0,,55.0,,,,13.0,,Armbands of the Construct,,,,Epic,80.0,,9.0,,,,20.0,13.0,13.0,7.0
,,,7.0,,,,,,55.0,,,9.0,13.0,,Cuffs of the Shadow Ascendant,,,,Epic,80.0,,9.0,,,,19.0,,,9.0
13.0,13.0,,11.0,,,,9.0,,55.0,,,9.0,13.0,,Armbands of the Wary Lookout,,,,Epic,80.0,,9.0,,,,20.0,,,
10.0,10.0,,17.0,,,,10.0,,55.0,,,7.0,10.0,,Bracers of the Untold Massacre,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,13.0,,,
,,,7.0,,"Priest,Mage,Warlock",,9.0,,55.0,,,,13.0,,Deadly Gladiator's Cuffs of Dominance,,,,Epic,80.0,,9.0,,,,19.0,,,9.0
13.0,13.0,,17.0,,,,9.0,,55.0,,,7.0,13.0,,Wristguards of Ceaseless Regret,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,15.0,,,
13.0,13.0,,11.0,,,,8.0,,55.0,,,9.0,13.0,,Mechanist's Bindings,,,,Epic,80.0,,9.0,,,,20.0,,,
13.0,13.0,,11.0,,,,10.0,,55.0,,,,13.0,,Bindings of the Depths,,,,Epic,80.0,,9.0,,,,18.0,,,8.0
