agi,agiint,agistr,agistrint,armor,classes,cooldown,corruption,critstrkrtng,dmg,dmgmax1,dmgmin1,dodgertng,dps,dura,firres,hastertng,int,lifesteal,mastrtng,mledmgmax,mledmgmin,mledps,mlespeed,name_enus,natres,nsockets,parryrtng,quality,reqlevel,rgdcritstrkrtng,slotbak,socket1,socket2,socket3,speed,splpwr,sta,str,versatility
8.0,,,,,,,,,,28.0,19.0,,9.11,55.0,,,,,,28.0,19.0,9.11,2.6,Thrasher Blades,,,,Uncommon,58.0,,13.0,,,,2.6,,12.0,,
9.0,,,,,,,,9.0,,31.0,14.0,,8.79,110.0,,,,,,31.0,14.0,8.79,2.6,Replica High Warlord's Cleaver,,,,Epic,60.0,,13.0,,,,2.6,,4.0,,
,,,,,,,,,,10.0,5.0,,4.41,65.0,,,46.0,,,10.0,5.0,4.41,1.8,Dark Whisper Blade,,,,Rare,60.0,,13.0,,,,1.8,,12.0,,
,,,,,,,,11.0,,13.0,9.0,,4.4,110.0,,,46.0,,,13.0,9.0,4.4,2.6,Jin'do's Hexxer,,,,Epic,60.0,,13.0,,,,2.6,,12.0,,
,,,,,,,,,,13.0,9.0,,4.4,90.0,,,46.0,,,13.0,9.0,4.4,2.6,Zulian Scepter of Rites,,,,Rare,60.0,,13.0,,,,2.6,,12.0,,9.0
9.0,,,,,,,,9.0,,27.0,18.0,,8.78,80.0,,,,,,27.0,18.0,8.78,2.6,Replica Grand Marshal's Hand Blade,,,,Epic,60.0,,13.0,,,,2.6,,4.0,,
,,,,,,,,,,13.0,9.0,,4.4,90.0,,,46.0,,,13.0,9.0,4.4,2.6,Hammer of Revitalization,,,,Rare,56.0,,13.0,,,,2.6,,12.0,,
,,,,,,,,,,31.0,14.0,,8.79,110.0,,,,,,31.0,14.0,8.79,2.6,Ancient Hakkari Manslayer,,,,Epic,60.0,,13.0,,,,2.6,,,,
9.0,,,,,,,,,,26.0,17.0,,8.46,65.0,,6.0,,,,26.0,17.0,8.46,2.6,Lefty's Brass Knuckle,,,,Rare,51.0,,13.0,,,,2.6,,6.0,,
9.0,,,,,,,,6.0,,26.0,17.0,,8.46,,,,,,,26.0,17.0,8.46,2.6,Rockfist,,,,Rare,51.0,,13.0,,,,2.6,,6.0,,
7.0,,,,,,,,,,26.0,17.0,,8.46,65.0,,,,,,26.0,17.0,8.46,2.6,Bloodfist,,,,Rare,51.0,,13.0,,,,2.6,,11.0,,
8.0,,,,,,,,8.0,,25.0,14.0,,11.07,65.0,,,,,,25.0,14.0,11.07,1.8,Fang of the Desolate Soul,,,,Rare,,,13.0,,,,1.8,,18.0,,
8.0,,,,,,,,9.0,,21.0,12.0,,9.38,55.0,,,,,,21.0,12.0,9.38,1.8,Keen Marshfang Shanker,,,,Uncommon,,,13.0,,,,1.8,,12.0,,
8.0,,,,,Monk,,,6.0,,29.0,20.0,,9.48,55.0,,6.0,,,,29.0,20.0,9.48,2.6,Handwraps of Meditation,,,,Uncommon,60.0,,13.0,,,,2.6,,13.0,,
8.0,,,,,,,,,,27.0,20.0,,9.18,75.0,,,,,,27.0,20.0,9.18,2.6,Pneumatic War Hammer,,,,Uncommon,59.0,,13.0,,,,2.6,,12.0,,
8.0,,,,,,,,,,29.0,17.0,,8.97,75.0,,,,,,29.0,17.0,8.97,2.6,Silver Hand Blade,,,,Uncommon,58.0,,13.0,,,,2.6,,12.0,,
8.0,,,,,,,,,,27.0,19.0,,8.85,55.0,,,,,,27.0,19.0,8.85,2.6,Ravager Claws,,,,Uncommon,57.0,,13.0,,,,2.6,,12.0,,
8.0,,,,,,,,,,20.0,11.0,,8.82,,,,,,,20.0,11.0,8.82,1.8,Crystal Tipped Stiletto,,,,Rare,55.0,,13.0,,,,1.8,,5.0,,
,,,,,,,,,,25.0,19.0,,8.62,,,,,,,25.0,19.0,8.62,2.6,Gri'lek's Grinder,,,,Rare,60.0,,13.0,,,,2.6,,,,
9.0,,,,,,,,9.0,,27.0,18.0,,8.78,80.0,,,,,,27.0,18.0,8.78,2.6,High Warlord's Right Claw,,,,Epic,60.0,,13.0,,,,2.6,,4.0,,
9.0,,,,,,,,9.0,,27.0,18.0,,8.78,80.0,,,,,,27.0,18.0,8.78,2.6,Grand Marshal's Razor Hand Blade,,,,Epic,60.0,,13.0,,,,2.6,,4.0,,
9.0,,,,,,,,9.0,,20.0,11.0,,8.82,,,,,,,20.0,11.0,8.82,1.8,High Warlord's Razor,,,,Epic,60.0,,13.0,,,,1.8,,4.0,,
,,,,,,,,,,28.0,16.0,,8.65,90.0,,,,,,28.0,16.0,8.65,2.6,Lord Blackwood's Blade,,,,Rare,57.0,,13.0,,,,2.6,,14.0,8.0,15.0
,,,,,,,,,,25.0,19.0,,8.55,75.0,,,,,,25.0,19.0,8.55,2.6,Volcanic Hammer,,,,Uncommon,53.0,,13.0,,,,2.6,,,,
,,,,,,,,,,,,,0.29,,,,,,,,,0.29,2.6,Wrathweaver,,,,Poor,60.0,,13.0,,,,2.6,,,,
9.0,,,,,,,,10.0,,36.0,21.0,,11.04,75.0,,13.0,,,,36.0,21.0,11.04,2.6,Lobstrock Slicer,,,,Uncommon,,,13.0,,,,2.6,,,,
9.0,,,,,,,,,,34.0,23.0,,11.07,55.0,,13.0,,,,34.0,23.0,11.07,2.6,Acid-Etched Knuckles,,,,Uncommon,,,13.0,,,,2.6,,16.0,,
6.0,,,,,,,,15.0,,25.0,14.0,,11.07,55.0,,,,,,25.0,14.0,11.07,1.8,Fullered Coldsteel Dagger,,,,Uncommon,,,13.0,,,,1.8,,,,
9.0,,9.0,,,,,,,,34.0,23.0,,11.07,55.0,,,,,,34.0,23.0,11.07,2.6,Jagged Icefist,,,,Uncommon,,,13.0,,,,2.6,,19.0,9.0,
9.0,,,,,,,,8.0,,25.0,14.0,,11.07,55.0,,,,,,25.0,14.0,11.07,1.8,Nimble Blade,,,,Uncommon,,,13.0,,,,1.8,,,,
8.0,,,,,,,,,,28.0,19.0,,9.22,55.0,,,,,,28.0,19.0,9.22,2.6,Shekketh Talons,,,,Uncommon,60.0,,13.0,,,,2.6,,13.0,,
8.0,,,,,,,,,,33.0,15.0,,9.37,75.0,,,,,,33.0,15.0,9.37,2.6,Reaver's Sickle,,,,Uncommon,60.0,,13.0,,,,2.6,,13.0,,
8.0,,,,,,,,,,21.0,12.0,,9.25,55.0,,,,,,21.0,12.0,9.25,1.8,Jaedenis Dagger,,,,Uncommon,59.0,,13.0,,,,1.8,,12.0,,
8.0,,,,,,,,,,20.0,12.0,,8.94,55.0,,,,,,20.0,12.0,8.94,1.8,Cross Pommel Dagger,,,,Uncommon,58.0,,13.0,,,,1.8,,12.0,,
,,,,,,,,,,13.0,10.0,,4.48,75.0,,,46.0,,,13.0,10.0,4.48,2.6,Revitalizing Hammer,,,,Uncommon,58.0,,13.0,,,,2.6,,12.0,,
7.0,,,,,,,,5.0,,21.0,11.0,,8.94,55.0,,,,,,21.0,11.0,8.94,1.8,Hellfire Skiver,,,,Uncommon,,,13.0,,,,1.8,,16.0,,
,,,,,,,,,,13.0,10.0,,4.44,75.0,,,46.0,,,13.0,10.0,4.44,2.6,Naaru Lightmace,,,,Uncommon,57.0,,13.0,,,,2.6,,12.0,,
8.0,,,,,,,,,,26.0,20.0,,8.88,75.0,,,,,,26.0,20.0,8.88,2.6,Doomsayer's Mace,,,,Uncommon,57.0,,13.0,,,,2.6,,12.0,,
9.0,,,,,,,,9.0,,28.0,16.0,,8.65,110.0,,,,,,28.0,16.0,8.65,2.6,Replica High Warlord's Quickblade,,,,Epic,60.0,,13.0,,,,2.6,,4.0,,
,,,,,,,,,,25.0,19.0,,8.62,90.0,,,,,,25.0,19.0,8.62,2.6,Baron Charr's Sceptre,,,,Rare,54.0,,13.0,,,,2.6,,,5.0,
,,,,,,,,,,25.0,19.0,,8.48,75.0,,,,,,25.0,19.0,8.48,2.6,Ancient Bone Mace,,,,Common,60.0,,13.0,,,,2.6,,,,
,,,,,,,,,,13.0,9.0,,4.4,110.0,,,46.0,,,13.0,9.0,4.4,2.6,Replica Grand Marshal's Warhammer,,,,Epic,60.0,,13.0,,,,2.6,,12.0,,10.0
9.0,,,,,,,,9.0,,25.0,19.0,,8.62,110.0,,,,,,25.0,19.0,8.62,2.6,High Warlord's Bludgeon,,,,Epic,60.0,,13.0,,,,2.6,,4.0,,
13.0,,,,,,,,,,20.0,11.0,,8.82,65.0,,,,,,20.0,11.0,8.82,1.8,Sentinel's Blade,,,,Rare,58.0,,13.0,,,,1.8,,5.0,,
8.0,,,,,,,,,,20.0,11.0,,8.82,55.0,,,,,,20.0,11.0,8.82,1.8,Bloodstrike Dagger,,,,Uncommon,59.0,,13.0,,,,1.8,,12.0,,
,,,,,,,,,,28.0,16.0,,8.65,,,,,,,28.0,16.0,8.65,2.6,Protector's Sword,,,,Rare,58.0,,13.0,,,,2.6,,5.0,13.0,
,,,,,,,,9.0,,31.0,14.0,,8.79,110.0,,,,,,31.0,14.0,8.79,2.6,Replica Grand Marshal's Handaxe,,,,Epic,60.0,,13.0,,,,2.6,,4.0,9.0,
,,,,,,,,,,34.0,23.0,,11.07,55.0,,,,,,34.0,23.0,11.07,2.6,Worn Vrykul Smasher,,,,Uncommon,,,13.0,,,,2.6,,19.0,10.0,
9.0,,,,,,,,,,25.0,14.0,,11.07,55.0,,6.0,,,,25.0,14.0,11.07,1.8,Fish-Eye Poker,,,,Uncommon,,,13.0,,,,1.8,,,,
9.0,,,,,,,,,,25.0,14.0,,11.07,55.0,,8.0,,,,25.0,14.0,11.07,1.8,Serrated Scale Shank,,,,Uncommon,,,13.0,,,,1.8,,21.0,,
9.0,,,,,,,,13.0,,32.0,25.0,,10.96,75.0,,9.0,,,,32.0,25.0,10.96,2.6,Rod of Poacher Punishment,,,,Uncommon,,,13.0,,,,2.6,,,,
9.0,,9.0,,,,,,,,32.0,25.0,,10.96,75.0,,6.0,,,,32.0,25.0,10.96,2.6,Fireborn Warhammer,,,,Uncommon,,,13.0,,,,2.6,,,9.0,
,,,,,,,,9.0,,11.0,6.0,,4.83,55.0,,,49.0,,,11.0,6.0,4.83,1.8,Ensorcelled Marshfang Blade,,,,Uncommon,,,13.0,,,,1.8,,13.0,,
8.0,,,,,,,,9.0,,31.0,18.0,,9.51,75.0,,,,,,31.0,18.0,9.51,2.6,Keen Marshfang Slicer,,,,Uncommon,,,13.0,,,,2.6,,12.0,,
,,,,,,,,,,14.0,10.0,,4.76,75.0,,,49.0,,,14.0,10.0,4.76,2.6,Earthcaller's Mace,,,,Uncommon,,,13.0,,,,2.6,,13.0,,
9.0,,,,,,,,9.0,,27.0,18.0,,8.78,80.0,,,,,,27.0,18.0,8.78,2.6,Replica High Warlord's Claw,,,,Epic,60.0,,13.0,,,,2.6,,4.0,,
8.0,,8.0,,,,,,,,31.0,14.0,,8.79,,,,,,,31.0,14.0,8.79,2.6,Soulrender,,,,Rare,57.0,,13.0,,,,2.6,,,8.0,
9.0,,,,,,,,9.0,,27.0,18.0,,8.78,80.0,,,,,,27.0,18.0,8.78,2.6,High Warlord's Razor Claw,,,,Epic,60.0,,13.0,,,,2.6,,4.0,,
9.0,,,,,,,,9.0,,25.0,19.0,,8.62,110.0,,,,,,25.0,19.0,8.62,2.6,Grand Marshal's Punisher,,,,Epic,60.0,,13.0,,,,2.6,,4.0,,
9.0,,,,,,,,9.0,,25.0,19.0,,8.62,110.0,,,,,,25.0,19.0,8.62,2.6,Replica Grand Marshal's Punisher,,,,Epic,60.0,,13.0,,,,2.6,,4.0,,
8.0,,,,,,,,,,20.0,11.0,,8.82,80.0,,,,,,20.0,11.0,8.82,1.8,Qiraji Sacrificial Dagger,,,,Epic,60.0,,13.0,,,,1.8,,11.0,,
,,,,,,,,,,25.0,19.0,,8.62,,,4.0,,,,25.0,19.0,8.62,2.6,Sceptre of Smiting,,,,Rare,60.0,,13.0,,,,2.6,,,,
,,,,,,,,,,16.0,12.0,,5.48,75.0,,10.0,55.0,,,16.0,12.0,5.48,2.6,Scepter of the Winterfin,,,,Uncommon,,,13.0,,,,2.6,,14.0,,13.0
,,,,,,,,14.0,,12.0,7.0,,5.39,55.0,,9.0,55.0,,,12.0,7.0,5.39,1.8,Glimmering Orca Tooth,,,,Uncommon,,,13.0,,,,1.8,,14.0,,
9.0,,9.0,,,,,,,,36.0,21.0,,11.04,75.0,,,,,,36.0,21.0,11.04,2.6,Coldstone Cutlass,,,,Uncommon,,,13.0,,,,2.6,,13.0,9.0,
,,,,,,,,,,10.0,6.0,,4.49,55.0,,,46.0,,,10.0,6.0,4.49,1.8,Combustion Dagger,,,,Uncommon,59.0,,13.0,,,,1.8,,12.0,,
,,,,,,,,,,32.0,15.0,,9.12,75.0,,,,,,32.0,15.0,9.12,2.6,Jagged Broadaxe,,,,Uncommon,59.0,,13.0,,,,2.6,,12.0,8.0,
,,,,,,,,,,10.0,6.0,,4.47,55.0,,,46.0,,,10.0,6.0,4.47,1.8,Tuning Knife,,,,Uncommon,58.0,,13.0,,,,1.8,,12.0,,
,,,,,,,,,,26.0,20.0,,8.95,75.0,,,,,,26.0,20.0,8.95,2.6,Riversong Mace,,,,Uncommon,58.0,,13.0,,,,2.6,,12.0,8.0,
,,,,,,,,9.0,,10.0,5.0,,4.41,80.0,,,46.0,,,10.0,5.0,4.41,1.8,Replica High Warlord's Spellblade,,,,Epic,60.0,,13.0,,,,1.8,,12.0,,
,,,,,,,,9.0,,10.0,5.0,,4.41,80.0,,,46.0,,,10.0,5.0,4.41,1.8,Replica Grand Marshal's Mageblade,,,,Epic,60.0,,13.0,,,,1.8,,12.0,,
9.0,,,,,,,,9.0,,25.0,19.0,,8.62,110.0,,,,,,25.0,19.0,8.62,2.6,Replica High Warlord's Bludgeon,,,,Epic,60.0,,13.0,,,,2.6,,4.0,,
9.0,,,,,,,,,,34.0,24.0,,11.16,80.0,,,,,,34.0,24.0,11.16,2.6,Claw of Molten Fury,,,,Epic,70.0,,13.0,,,,2.6,,19.0,,
,,,,,,,,,,16.0,9.0,,4.94,110.0,,,52.0,,,16.0,9.0,4.94,2.6,Blade of Wizardry,,,,Epic,70.0,,13.0,,,,2.6,,13.0,,
9.0,,,,,,,,,,34.0,24.0,,11.16,80.0,,,,,,34.0,24.0,11.16,2.6,Fist of Molten Fury,,,,Epic,70.0,,13.0,,,,2.6,,19.0,,
9.0,,,,,,,,7.0,,35.0,21.0,,10.81,90.0,,,,,,35.0,21.0,10.81,2.6,The Sunbreaker,,,,Rare,70.0,,13.0,,,,2.6,,16.0,,
,,,,,,,,12.0,,16.0,9.0,,4.94,110.0,,,52.0,,,16.0,9.0,4.94,2.6,Stormcaller,,,,Epic,70.0,,13.0,,,,2.6,,13.0,,
15.0,,,,,,,,,,33.0,19.0,,10.17,110.0,,,,,,33.0,19.0,10.17,2.6,Felsteel Longblade,,,,Epic,70.0,,13.0,,,,2.6,,9.0,,
,,,,,,,,5.0,,34.0,20.0,13.0,10.51,75.0,,,,,,34.0,20.0,10.51,2.6,Pilfered Ethereal Blade,,,,Uncommon,,,13.0,,,,2.6,,12.0,9.0,
,,,,,,,,7.0,,15.0,9.0,,4.64,90.0,,,49.0,,,15.0,9.0,4.64,2.6,Spellfire Longsword,,,,Rare,62.0,,13.0,,,,2.6,,13.0,,
9.0,,9.0,,,,,,,,35.0,21.0,,10.81,110.0,,,,,,35.0,21.0,10.81,2.6,Hope Ender,,,,Epic,70.0,,13.0,,,,2.6,,,9.0,
,,,,,,,,10.0,,16.0,12.0,,5.53,110.0,,,58.0,,,16.0,12.0,5.53,2.6,Hammer of Atonement,,,,Epic,70.0,,13.0,,,,2.6,,15.0,,
9.0,,9.0,,,,,,9.0,,35.0,21.0,,10.81,110.0,,,,,,35.0,21.0,10.81,2.6,Quickening Blade of the Prince,,,,Epic,70.0,,13.0,,,,2.6,,14.0,9.0,
,,,,,,,,5.0,,18.0,10.0,,5.5,90.0,,,55.0,,,18.0,10.0,5.5,2.6,Continuum Blade,,,,Rare,70.0,,13.0,,,,2.6,,14.0,,
,,,,,,,,,,17.0,10.0,,5.22,75.0,,,52.0,,,17.0,10.0,5.22,2.6,Ethereum Phase Blade,,,,Uncommon,66.0,,13.0,,,,2.6,,13.0,,
,,,,,,,,,,22.0,13.0,,9.83,80.0,,,,,,22.0,13.0,9.83,1.8,The Night Blade,,,,Epic,70.0,,13.0,,,,1.8,,,,
,,,,,,,,6.0,,35.0,21.0,,10.81,90.0,,6.0,,,,35.0,21.0,10.81,2.6,Sword of Unyielding Force,,,,Rare,70.0,,13.0,,,,2.6,,14.0,9.0,
,,,,,,,,12.0,,16.0,9.0,,4.94,110.0,,,52.0,,,16.0,9.0,4.94,2.6,Blade of the Archmage,,,,Epic,70.0,,13.0,,,,2.6,,13.0,,
,,,,,,,,11.0,,38.0,23.0,,11.75,110.0,,11.0,,,,38.0,23.0,11.75,2.6,Dragonscale-Encrusted Longblade,,,,Epic,70.0,,13.0,,,,2.6,,15.0,11.0,
11.0,,,,,,,,,,26.0,15.0,,11.62,80.0,,,,,,26.0,15.0,11.62,1.8,Shard of Azzinoth,,,,Epic,70.0,,13.0,,,,1.8,,,,
,,,,,,,,,,36.0,21.0,10.0,11.12,110.0,,,,,,36.0,21.0,11.12,2.6,The Unbreakable Will,,,,Epic,70.0,,13.0,,,,2.6,,15.0,10.0,4.0
,,,,,,,,9.0,,18.0,10.0,,5.5,90.0,,,55.0,,,18.0,10.0,5.5,2.6,Greatsword of Horrid Dreams,,,,Rare,70.0,,13.0,,,,2.6,,14.0,,
,,,,,,,,9.0,,32.0,19.0,9.0,9.87,90.0,,,,,,32.0,19.0,9.87,2.6,Crystalline Kopesh,,,,Rare,,,13.0,,,,2.6,,13.0,9.0,
,,,,,,,,11.0,,18.0,10.0,,5.5,90.0,,,55.0,,,18.0,10.0,5.5,2.6,The Willbreaker,,,,Rare,70.0,,13.0,,,,2.6,,14.0,,
,,,,,,,,9.0,,35.0,21.0,7.0,10.81,110.0,,,,,,35.0,21.0,10.81,2.6,King's Defender,,,,Epic,70.0,,13.0,,,,2.6,,15.0,9.0,3.0
,,,,,,,,,,11.0,6.0,,4.83,55.0,,,49.0,,,11.0,6.0,4.83,1.8,Lightning Dagger,,,,Uncommon,61.0,,13.0,,,,1.8,,13.0,,
,,,,,,,,,,32.0,24.0,,10.92,110.0,,,,,,32.0,24.0,10.92,2.6,Dragonstrike,,,,Epic,70.0,,13.0,,,,2.6,,9.0,,
9.0,,9.0,,,,,,7.0,,35.0,21.0,,10.81,90.0,,,,,,35.0,21.0,10.81,2.6,Phosphorescent Blade,,,,Rare,70.0,,13.0,,,,2.6,,8.0,9.0,
,,,,,,,,9.0,,17.0,9.0,,5.18,75.0,,,52.0,,,17.0,9.0,5.18,2.6,Vibro Sword,,,,Uncommon,,,13.0,,,,2.6,,13.0,,9.0
,,,,,,,,10.0,,12.0,7.0,,5.38,80.0,,5.0,55.0,,,12.0,7.0,5.38,1.8,Talon of the Tempest,,2.0,,Epic,70.0,,13.0,Prismatic socket,Prismatic socket,,1.8,,14.0,,
8.0,,,,,,,,,,35.0,21.0,,10.81,110.0,,,,,,35.0,21.0,10.81,2.6,Spiteblade,,,,Epic,70.0,,13.0,,,,2.6,,21.0,,
,,,,,,,,,,31.0,21.0,,10.17,80.0,,,,,,31.0,21.0,10.17,2.6,The Bladefist,,,,Epic,70.0,,13.0,,,,2.6,,,,
11.0,,,,,,,,7.0,,38.0,23.0,,11.75,110.0,,15.0,,,,38.0,23.0,11.75,2.6,Muramasa,,,,Epic,70.0,,13.0,,,,2.6,,11.0,,
,,,,,,,,10.0,,19.0,11.0,,5.85,110.0,,7.0,62.0,,,19.0,11.0,5.85,2.6,Tempest of Chaos,,,,Epic,70.0,,13.0,,,,2.6,,16.0,,
,,,,,,0.05,,14.0,,38.0,18.0,,10.85,110.0,,,,,,38.0,18.0,10.85,2.6,The Decapitator,,,,Epic,70.0,,13.0,,,,2.6,,,,
12.0,,,,,,,,,,38.0,18.0,,10.85,110.0,,,,,,38.0,18.0,10.85,2.6,Netherbane,,,,Epic,70.0,,13.0,,,,2.6,,18.0,,
8.0,,,,,,,,5.0,,24.0,14.0,,10.6,65.0,,,,,,24.0,14.0,10.6,1.8,Borak's Reminder,,,,Rare,,,13.0,,,,1.8,,21.0,,
,,,,,,,,12.0,,18.0,10.0,,5.5,110.0,,,55.0,,,18.0,10.0,5.5,2.6,Bloodmaw Magus-Blade,,,,Epic,70.0,,13.0,,,,2.6,,14.0,,
10.0,,,,,,,,10.0,,25.0,14.0,,11.03,65.0,,,,,,25.0,14.0,11.03,1.8,Timeslicer,,,,Rare,70.0,,13.0,,,,1.8,,9.0,,
,,,,,,,,,,12.0,7.0,,5.38,80.0,,10.0,55.0,,,12.0,7.0,5.38,1.8,Jaded Crystal Dagger,,,,Epic,70.0,,13.0,,,,1.8,,14.0,,
,,,,,,,,,,32.0,24.0,,10.92,110.0,,,,,,32.0,24.0,10.92,2.6,Dragonmaw,,,,Epic,70.0,,13.0,,,,2.6,,5.0,,
,,,,,,,,,,15.0,11.0,,5.05,110.0,,,52.0,,,15.0,11.0,5.05,2.6,Gavel of Pure Light,,,,Epic,70.0,,13.0,,,,2.6,,13.0,,12.0
10.0,,,,,,,,,,35.0,21.0,,10.81,90.0,,9.0,,,,35.0,21.0,10.81,2.6,Latro's Shifting Sword,,,,Rare,70.0,,13.0,,,,2.6,,13.0,,
,,,,,,,,12.0,,36.0,17.0,,10.24,110.0,,8.0,,,,36.0,17.0,10.24,2.6,Fel Edged Battleaxe,,1.0,,Epic,70.0,,13.0,Prismatic socket,,,2.6,,,9.0,
9.0,,9.0,,,,,,11.0,,32.0,19.0,,9.87,110.0,,,,,,32.0,19.0,9.87,2.6,Vindicator's Brand,,,,Epic,70.0,,13.0,,,,2.6,,,9.0,
,,,,,,,,,,33.0,19.0,14.0,10.17,110.0,,,,,,33.0,19.0,10.17,2.6,The Sun Eater,,,,Epic,68.0,,13.0,,,,2.6,,12.0,9.0,
,,,,,,,,5.0,,32.0,19.0,9.0,9.87,110.0,,,,,,32.0,19.0,9.87,2.6,Honor's Call,,,,Epic,70.0,,13.0,,,,2.6,,8.0,9.0,
7.0,,,,,,,,9.0,,35.0,21.0,,10.81,110.0,,,,,,35.0,21.0,10.81,2.6,Talon of Azshara,,,,Epic,70.0,,13.0,,,,2.6,,14.0,,2.0
,,,,,,,,9.0,,15.0,11.0,,5.05,110.0,,,52.0,,,15.0,11.0,5.05,2.6,Gavel of Unearthed Secrets,,,,Epic,70.0,,13.0,,,,2.6,,13.0,,
9.0,,9.0,,,,,,13.0,,32.0,24.0,,10.92,110.0,,,,,,32.0,24.0,10.92,2.6,Fool's Bane,,1.0,,Epic,70.0,,13.0,Prismatic socket,,,2.6,,,9.0,
9.0,,,,,Demon hunter,,,9.0,,38.0,24.0,,11.94,,,,,,,38.0,24.0,11.94,2.6,Warglaive of Azzinoth,,,,Legendary,70.0,,13.0,,,,2.6,,20.0,,
,,,,,,,,9.0,,15.0,11.0,,5.12,110.0,,,52.0,,,15.0,11.0,5.12,2.6,Shockwave Truncheon,,,,Epic,70.0,,13.0,,,,2.6,,13.0,,9.0
9.0,,9.0,,,,,,9.0,,33.0,23.0,,10.84,80.0,,7.0,,,,33.0,23.0,10.84,2.6,Talon of the Phoenix,,,,Epic,70.0,,13.0,,,,2.6,,,9.0,
10.0,,,,,,,,10.0,,23.0,14.0,,10.29,65.0,,10.0,,,,23.0,14.0,10.29,1.8,Claw of the Netherwing Flight,,,,Rare,,,13.0,,,,1.8,,15.0,,
,,,,,,,,,,16.0,12.0,,5.46,110.0,,,55.0,,,16.0,12.0,5.46,2.6,Shard of the Virtuous,,,,Epic,70.0,,13.0,,,,2.6,,14.0,,9.0
9.0,,9.0,,,,,,,,35.0,21.0,,10.81,110.0,,8.0,,,,35.0,21.0,10.81,2.6,Akil'zon's Talonblade,,,,Epic,70.0,,13.0,,,,2.6,,12.0,9.0,
12.0,,,,,,,,9.0,,30.0,17.0,,13.25,95.0,,,,,,30.0,17.0,13.25,1.8,Infinity Blade,,,,Legendary,70.0,,13.0,,,,1.8,,13.0,,
,,,,,,,,12.0,,12.0,7.0,,5.38,80.0,,,55.0,,,12.0,7.0,5.38,1.8,Nathrezim Mindblade,,,,Epic,70.0,,13.0,,,,1.8,,14.0,,
9.0,,9.0,,,,,,12.0,,33.0,23.0,,10.84,65.0,,12.0,,,,33.0,23.0,10.84,2.6,Shocking Claws,,,,Rare,70.0,,13.0,,,,2.6,,12.0,9.0,
,,,,,,,,,,,,,,,,,,,,,,,,Titanium Weapon Chain,,,,Uncommon,70.0,,,,,,,,,,
9.0,,,,,,,,11.0,,23.0,13.0,,10.21,80.0,,,,,,23.0,13.0,10.21,1.8,Dirge,,,,Epic,70.0,,13.0,,,,1.8,,,,
,,,,,,,,,,16.0,12.0,,5.46,90.0,,,55.0,,,16.0,12.0,5.46,2.6,Lightsworn Hammer,,,,Rare,70.0,,13.0,,,,2.6,,14.0,,13.0
9.0,,,,,,,,8.0,,35.0,21.0,,10.81,110.0,,,,,,35.0,21.0,10.81,2.6,Blazefury,,,,Epic,70.0,,13.0,,,,2.6,,13.0,,
,,,,,,,,12.0,,11.0,6.0,,4.97,80.0,,,52.0,,,11.0,6.0,4.97,1.8,Eternium Runed Blade,,,,Epic,70.0,,13.0,,,,1.8,,13.0,,
8.0,,,,,,,,,,31.0,18.0,,9.58,75.0,,,,,,31.0,18.0,9.58,2.6,Skystrider Katana,,,,Uncommon,62.0,,13.0,,,,2.6,,13.0,,
10.0,,10.0,,,,,,10.0,,36.0,21.0,,11.12,110.0,,7.0,,,,36.0,21.0,11.12,2.6,Blade of Savagery,,,,Epic,70.0,,13.0,,,,2.6,,9.0,10.0,
12.0,,12.0,,,,,,9.0,,43.0,25.0,,13.19,130.0,,,,,,43.0,25.0,13.19,2.6,Warp Slicer,,,,Legendary,70.0,,13.0,,,,2.6,,13.0,12.0,
,,,,,,,,,,32.0,19.0,,9.87,110.0,,,,,,32.0,19.0,9.87,2.6,Blinkstrike,,,,Epic,70.0,,13.0,,,,2.6,,,,
,,,,,,,,,,17.0,13.0,,5.84,110.0,,,62.0,,,17.0,13.0,5.84,2.6,Crystal Spire of Karabor,,,,Epic,70.0,,13.0,,,,2.6,,16.0,,7.0
12.0,,,,,,,,,,22.0,13.0,,9.83,80.0,,,,,,22.0,13.0,9.83,1.8,Riftmaker,,,,Epic,70.0,,13.0,,,,1.8,,10.0,,
10.0,,,,,,,,,,33.0,23.0,,10.84,80.0,,,,,,33.0,23.0,10.84,2.6,Claw of the Phoenix,,,,Epic,70.0,,13.0,,,,2.6,,21.0,,
,,,,,,,,,,19.0,14.0,,6.52,130.0,,,68.0,,,19.0,14.0,6.52,2.6,Cosmic Infuser,,,,Legendary,70.0,,13.0,,,,2.6,,17.0,,33.0
,,,,,,,,,,16.0,12.0,,5.46,110.0,,,55.0,,,16.0,12.0,5.46,2.6,Light's Justice,,,,Epic,70.0,,13.0,,,,2.6,,14.0,,10.0
,,,,,,,,4.0,,35.0,16.0,9.0,9.96,110.0,,,,,,35.0,16.0,9.96,2.6,Warbringer,,,,Epic,70.0,,13.0,,,,2.6,,7.0,9.0,
9.0,,,,,,,,9.0,,34.0,20.0,,10.44,110.0,,,,,,34.0,20.0,10.44,2.6,Fireguard,,,,Epic,70.0,,13.0,,,,2.6,,13.0,,
9.0,,,,,,,,8.0,,25.0,14.0,,11.03,80.0,,,,,,25.0,14.0,11.03,1.8,Malchazeen,,,,Epic,70.0,,13.0,,,,1.8,,8.0,,
