agi,agiint,agistr,agistrint,arcres,armor,atkpwr,classes,cooldown,critstrkrtng,dodgertng,firres,frores,hastertng,int,itemset,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqlevel,rgdhastepct,slotbak,socket1,socket2,speed,splhastepct,sta,str,strint,versatility
14.0,,,,,8.0,,,,8.0,,,,11.0,,,,Sleek Flamewrath Cloak,,,,Epic,85.0,,16.0,,,,,21.0,,,
,,,,,8.0,,,,7.0,,,,,11.0,,8.0,Nanoprecise Cape,,1.0,,Epic,85.0,,16.0,Prismatic socket,,,,21.0,,,
14.0,,,,,8.0,,,,9.0,,,,,,,,Vicious Fur Cloak,,,,Rare,85.0,,16.0,,,,,21.0,,,9.0
,,,,,8.0,,,,7.0,,,,,,,,Indefatigable Greatcloak,,,14.0,Epic,85.0,,16.0,,,,,21.0,11.0,,
,,,,,8.0,,,,,,,,,,,8.0,Iceward Cloak,,,10.0,Epic,85.0,,16.0,,,,,21.0,14.0,,
15.0,,,,,9.0,,,,11.0,,,,9.0,,,,Dory's Pageantry,,,,Epic,90.0,,16.0,,,,,23.0,,,
,,,,,8.0,,,,9.0,,,,9.0,14.0,,,Cloak of Ancient Wisdom,,,,Rare,85.0,,16.0,,,,,21.0,,,
,,,,,9.0,,"Warrior,Paladin,Death knight",,9.0,,,,,,,11.0,Crafted Dreadful Gladiator's Cloak of Prowess,,,,Rare,90.0,,16.0,,,,,23.0,15.0,,
11.0,,,,,8.0,,,,7.0,,,,8.0,,,,Batwing Cloak,,1.0,,Epic,85.0,,16.0,Prismatic socket,,,,21.0,,,
,,,,,8.0,,,,8.0,14.0,,,,,,,Zom's Electrostatic Cloak,,,,Epic,85.0,,16.0,,,,,21.0,10.0,,
14.0,,,,,8.0,,,,9.0,,,,,,,9.0,Mantle of Doubt,,,,Epic,1.0,,16.0,,,,,21.0,,,
,,,,,8.0,,,,9.0,,,,9.0,14.0,,,Haunt of Flies,,,,Epic,85.0,,16.0,,,,,21.0,,,
,,,,,8.0,,,,9.0,,,,,14.0,,10.0,Wings of Flame,,,,Epic,85.0,,16.0,,,,,21.0,,,
,,,,,8.0,,,,8.0,,,,,14.0,,,Azureborne Cloak,,,,Rare,83.0,,16.0,,,,,21.0,,,10.0
14.0,,,14.0,,8.0,,,,9.0,,,,,14.0,,9.0,Billowing Skydrape,,,,Rare,85.0,,16.0,,,,,21.0,14.0,,
,,,,,8.0,,,,,,,,,,,,Permafrost Cape,,,,Epic,85.0,,16.0,,,,,21.0,14.0,,
,,,,,10.0,,,,,,,,10.0,16.0,,11.0,Drape of the Omega,,,,Epic,90.0,,16.0,,,,,24.0,,,
,,,,,8.0,,,,9.0,,,,5.0,,,,Dreamcrusher Drape,,1.0,,Epic,85.0,,16.0,Prismatic socket,,,,21.0,11.0,,
,,,,,8.0,,,,,,,,9.0,14.0,,9.0,Periwinkle Cloak,,,,Rare,85.0,,16.0,,,,,21.0,,,
,,,,,8.0,,,,7.0,11.0,,,,,,,Ripped Sandstorm Cloak,,,,Heirloom,,,16.0,,,,,21.0,14.0,,
,,,,,8.0,,,,8.0,,,,,14.0,,,Azureborne Cloak,,,,Rare,85.0,,16.0,,,,,21.0,,,10.0
,,,,,8.0,,,,7.0,,,,11.0,,,,Bladed Flamewrath Cover,,,,Epic,85.0,,16.0,,,,,21.0,14.0,,
,,,,,8.0,,,,,9.0,,,,,,9.0,Wrap of the Great Turtle,,,,Epic,85.0,,16.0,,,,,21.0,14.0,,
,,,,,8.0,,,,9.0,,,,,,,9.0,Shroud of the Dead,,,,Rare,83.0,,16.0,,,,,21.0,14.0,,
15.0,,,,,11.0,,,,,,,,9.0,,,9.0,Oxhoof Greatcloak,,1.0,,Epic,90.0,,16.0,Prismatic socket,,,,28.0,,,9.0
,,,,,11.0,,,,,,,,9.0,,,9.0,Oxhorn Bladebreaker,,1.0,,Epic,90.0,,16.0,Prismatic socket,,,,28.0,15.0,,9.0
15.0,,,,,11.0,,,,9.0,,,,9.0,,,9.0,Tigerfang Wrap,,1.0,,Epic,90.0,,16.0,Prismatic socket,,,,28.0,,,
,,,,,9.0,,"Warrior,Paladin,Death knight",,9.0,,,,11.0,,,,Crafted Dreadful Gladiator's Cloak of Alacrity,,,,Rare,90.0,,16.0,,,,,23.0,15.0,,
,,,,,9.0,,,,,,,,10.0,15.0,,10.0,Cloak of Overwhelming Corruption,,,,Epic,90.0,,16.0,,,,,23.0,,,
,,,,,8.0,,,,9.0,,,,,14.0,,10.0,Wings of Flame,,,,Epic,85.0,,16.0,,,,,21.0,,,
,,,,,8.0,,,,,,,,9.0,14.0,,9.0,Mantle of Desire,,,,Epic,1.0,,16.0,,,,,21.0,,,
,,,,,11.0,,,,9.0,,,,9.0,,,9.0,Tigerclaw Cape,,1.0,,Epic,90.0,,16.0,Prismatic socket,,,,28.0,15.0,,
,,,,,11.0,,,,9.0,,,,9.0,15.0,,9.0,Jadefire Drape,,1.0,,Epic,90.0,,16.0,Prismatic socket,,,,28.0,,,
,,,,,10.0,,,,,,,,10.0,,,,Gloomwrap Greatcloak,,,,Epic,90.0,,16.0,,,,,24.0,16.0,,12.0
16.0,,,,,9.0,,,,11.0,,,,,,,11.0,Legbreaker Greatcloak,,,,Epic,90.0,,16.0,,,,,24.0,,,
12.0,,,,,8.0,,,,,,,,7.0,,,2.0,Dreadfire Drape,,2.0,,Epic,85.0,,16.0,Prismatic socket,Prismatic socket,,,21.0,,,
14.0,,,14.0,,8.0,,,,11.0,,,,7.0,14.0,,,Shadow of Perfect Bliss,,,,Rare,85.0,,16.0,,,,,21.0,14.0,,
,,,,,9.0,,,,11.0,,,,,15.0,,,Cloak of Collective Thought,,,,Rare,1.0,,16.0,,,,,23.0,,,9.0
,,,,,9.0,,,,10.0,,,,10.0,,,,The Frost Lord's Battle Shroud,,,,Epic,90.0,,16.0,,,,,23.0,15.0,,
15.0,,,,,9.0,,,,10.0,,,,10.0,,,,Bladesong Cloak,,,,Rare,90.0,,16.0,,,,,23.0,,,
,,,,,8.0,,,,7.0,14.0,,,,,,,Shroud of Dark Memories,,,,Rare,83.0,,16.0,,,,,21.0,11.0,,
,,,,,8.0,,,,,9.0,,,,,,,Ironstar's Impenetrable Cover,,,9.0,Epic,85.0,,16.0,,,,,21.0,14.0,,
,,,,,8.0,,,,11.0,,,,,14.0,,,Spiritcaller Cloak,,,,Epic,85.0,,16.0,,,,,21.0,,,7.0
14.0,,,,,8.0,,,,9.0,,,,10.0,,,,Recovered Cloak of Frostheim,,,,Epic,85.0,,16.0,,,,,21.0,,,
,,,,,10.0,,,,,,,,12.0,17.0,,,Brave Niunai's Cloak,,,,Epic,90.0,,16.0,,,,,26.0,,,12.0
,,,,,9.0,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,11.0,,,,9.0,15.0,,,Crafted Dreadful Gladiator's Drape of Cruelty,,,,Rare,90.0,,16.0,,,,,23.0,,,
,,,,,9.0,,,,8.0,,,,,,,,Blade-Dulling Greatcloak,,,,Rare,85.0,,16.0,,,,,23.0,15.0,,11.0
15.0,,,,,9.0,,,,,,,,10.0,,,10.0,Agile Sprite Cloak,,,,Rare,81.0,,16.0,,,,,23.0,,,
14.0,,,,,8.0,,,,9.0,,,,,,,9.0,Cloak of Biting Chill,,,,Epic,85.0,,16.0,,,,,21.0,,,
,,,,,8.0,,,,,,,,6.0,11.0,,9.0,Ritssyn's Ruminous Drape,,1.0,,Epic,85.0,,16.0,Prismatic socket,,,,21.0,,,
,,,,,9.0,,,,10.0,,,,,,,,Daybreak Drape,,,,Epic,90.0,,16.0,,,,,24.0,16.0,,11.0
,,,,,9.0,,,,8.0,,,,,15.0,,,Drape of Booming Nights,,,,Epic,90.0,,16.0,,,,,23.0,,,11.0
15.0,,,15.0,,9.0,,,,8.0,,,,12.0,15.0,,,Drape of the Screeching Swarm,,,,Rare,90.0,,16.0,,,,,23.0,15.0,,
,,,,,9.0,,,,10.0,,,,10.0,15.0,,,Precise Sprite Cloak,,,,Rare,81.0,,16.0,,,,,23.0,,,
,,,,,8.0,,,,,,,,,14.0,,9.0,Cloak of the Dryads,,,,Rare,83.0,,16.0,,,,,21.0,,,9.0
,,,,,8.0,,,,9.0,,,,,14.0,,9.0,Shadow of Dread,,,,Epic,85.0,,16.0,,,,,21.0,,,
14.0,,,,,8.0,,,,11.0,,,,,,,7.0,Cloak of Beasts,,,,Rare,83.0,,16.0,,,,,21.0,,,
14.0,,,,,8.0,,,,9.0,,,,,,,,Bloodthirsty Fur Cloak,,,,Rare,85.0,,16.0,,,,,21.0,,,9.0
,,,,,8.0,,,,,10.0,,,,,,,Spiritguard Drape,,,8.0,Epic,85.0,,16.0,,,,,21.0,14.0,,
,,,,,8.0,,,,8.0,14.0,,,,,,,Gray Hair Cloak,,,,Epic,85.0,,16.0,,,,,21.0,10.0,,
,,,,,8.0,,,,,9.0,,,,,,9.0,Mantle of Patience,,,,Epic,1.0,,16.0,,,,,21.0,14.0,,
,,,,,8.0,,,,,,,,10.0,14.0,,7.0,Stonebinder's Cloak,,,,Rare,,,16.0,,,,,21.0,,,
16.0,,,,,10.0,,,,,,,,12.0,,,10.0,Foulspawn Drape,,,,Rare,,,16.0,,,,,24.0,,,
,,,,,9.0,,,,,,,,,16.0,,9.0,Black-Blooded Drape,,,,Epic,90.0,,16.0,,,,,24.0,,,12.0
,,,,,9.0,,,,11.0,,,,,16.0,,,Dreamweaver Drape,,,,Epic,90.0,,16.0,,,,,24.0,,,10.0
15.0,,,15.0,,9.0,,,,8.0,,,,,15.0,,11.0,Scorched Earth Cloak,,,,Rare,90.0,,16.0,,,,,23.0,15.0,,
,,,,,9.0,,,,10.0,,,,10.0,15.0,,,Shroud of Winter's Chill,,,,Epic,90.0,,16.0,,,,,23.0,,,
15.0,,,,,9.0,,,,12.0,,,,8.0,,,,The Frost Lord's War Cloak,,,,Epic,90.0,,16.0,,,,,23.0,,,
,,,,,8.0,,,,9.0,,,,9.0,14.0,,,Shroud of Winter's Chill,,,,Epic,85.0,,16.0,,,,,21.0,,,
14.0,,,,,8.0,,,,9.0,,,,9.0,,,,Dory's Finery,,,,Epic,85.0,,16.0,,,,,21.0,,,
,,,,,8.0,,,,8.0,,,,10.0,14.0,,,Rippling Flamewrath Drape,,,,Epic,85.0,,16.0,,,,,21.0,,,
,,,,,8.0,,,,,,,,6.0,11.0,,9.0,Shroud of Endless Grief,,1.0,,Epic,85.0,,16.0,Prismatic socket,,,,21.0,,,
17.0,,,,,10.0,,,,11.0,,,,12.0,,,,Cape of the Alpha,,,,Epic,90.0,,16.0,,,,,26.0,,,
,,,,,10.0,,,,12.0,,,,,,,11.0,Turtleshell Greatcloak,,,,Epic,90.0,,16.0,,,,,25.0,17.0,,
13.0,,,,,10.0,,,,9.0,,,,,,,9.0,Pinionfeather Greatcloak,,1.0,,Epic,90.0,,16.0,Prismatic socket,,,,24.0,,,
,,,,,10.0,,,,11.0,,,,11.0,16.0,,,Cloak of Misguided Power,,,,Epic,90.0,,16.0,,,,,24.0,,,
,,,,,9.0,,,,11.0,,,,,,,,Many-Layered Scalecloak,,,,Epic,90.0,,16.0,,,,,24.0,16.0,,10.0
15.0,,,15.0,,9.0,,,,8.0,,,,,15.0,,12.0,Cloak of Failing Will,,,,Rare,90.0,,16.0,,,,,23.0,15.0,,
,,,,,9.0,,,,,,,,,,,9.0,Yi's Cloak of Courage,,,,Epic,90.0,,16.0,,,,,23.0,15.0,,11.0
15.0,,,,,9.0,,"Hunter,Rogue,Shaman,Monk,Druid",,,,,,9.0,,,11.0,Tyrannical Gladiator's Cape of Prowess,,,,Epic,90.0,,16.0,,,,,23.0,,,
,,,,,9.0,,,,11.0,,,,9.0,,,,Cloak of Peacock Feathers,,,,Epic,90.0,,16.0,,,,,23.0,15.0,,
,,,,,9.0,,,,,,,,10.0,15.0,,,Cloak of the Frigid Winds,,,,Epic,90.0,,16.0,,,,,23.0,,,10.0
,,,,,9.0,,,,8.0,,,,,15.0,,12.0,Wise Sprite Cloak,,,,Rare,81.0,,16.0,,,,,23.0,,,
,,,,,9.0,,,,11.0,,,,9.0,,,,Cloak of Peacock Feathers,,,,Epic,90.0,,16.0,,,,,23.0,15.0,,
,,,,,9.0,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,,,,,9.0,15.0,,11.0,Crafted Malevolent Gladiator's Drape of Prowess,,,,Rare,90.0,,16.0,,,,,24.0,,,
,,,,,8.0,,"Paladin,Priest,Shaman,Mage,Warlock,Druid",,,,,,9.0,14.0,,9.0,Cataclysmic Gladiator's Drape of Prowess,,,,Epic,85.0,,16.0,,,,,21.0,,,
,,,,,8.0,,,,,,,,,,,9.0,Vicious Hide Cloak,,,,Rare,85.0,,16.0,,,,,21.0,14.0,,9.0
,,,,,8.0,,,,,,,,,14.0,,8.0,Cloak of Subtle Light,,,,Epic,85.0,,16.0,,,,,21.0,,,10.0
,,,,,8.0,,,,9.0,,,,9.0,14.0,,,Drapes of the Dragonshrine,,,,Epic,85.0,,16.0,,,,,21.0,,,
,,,,,8.0,,,,9.0,,,,9.0,,,,Drape of Inimitable Fate,,,,Epic,85.0,,16.0,,,,,21.0,14.0,,
14.0,,,,,8.0,,,,9.0,,,,9.0,,,,Twitching Shadows,,,,Rare,85.0,,16.0,,,,,21.0,,,
14.0,,,,,8.0,,,,,,,,7.0,,,11.0,Kaleki Cloak,,,,Rare,85.0,,16.0,,,,,21.0,,,
,,,,,8.0,,,,9.0,,,,,,,9.0,Skin of Stone,,,,Rare,81.0,,16.0,,,,,21.0,14.0,,
,,,,,10.0,,,,,,,,,17.0,,10.0,Black-Blooded Drape,,,,Epic,90.0,,16.0,,,,,26.0,,,13.0
,,,,,9.0,,,,11.0,,,,9.0,16.0,,,Stormwake Mistcloak,,,,Epic,90.0,,16.0,,,,,24.0,,,
16.0,,,,,9.0,,,,,,,,11.0,,,,Wildfire Windcloak,,,,Rare,90.0,,16.0,,,,,24.0,,,9.0
,,,,,9.0,,,,9.0,,,,,15.0,,11.0,Shimmershell Cape,,,,Epic,90.0,,16.0,,,,,23.0,,,
,,,,,9.0,,,,10.0,,,,,,,,Daybreak Drape,,,,Epic,90.0,,16.0,,,,,23.0,15.0,,10.0
,,,,,9.0,,,,,,,,11.0,15.0,,,Pressed Flower Cloak,,,,Rare,90.0,,16.0,,,,,23.0,,,9.0
,,,,,9.0,,,,8.0,,,,11.0,,,,Ribcracker's Cloak,,,,Rare,90.0,,16.0,,,,,23.0,15.0,,
,,,,,9.0,,,,9.0,,,,,15.0,,,Cape of Three Lanterns,,,,Epic,90.0,,16.0,,,,,23.0,,,11.0
15.0,,,,,9.0,,"Hunter,Rogue,Shaman,Monk,Druid",,11.0,,,,9.0,,,,Crafted Dreadful Gladiator's Cape of Cruelty,,,,Rare,90.0,,16.0,,,,,23.0,,,
,,,,,9.0,,,,10.0,,,,,15.0,,10.0,Mindshard Drape,,,,Epic,90.0,,16.0,,,,,23.0,,,
,,,,,9.0,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,11.0,,,,9.0,15.0,,,Tyrannical Gladiator's Drape of Cruelty,,,,Epic,90.0,,16.0,,,,,23.0,,,
15.0,,,,,9.0,,,,11.0,,,,8.0,,,,Arrow Breaking Windcloak,,,,Epic,90.0,,16.0,,,,,23.0,,,
,,,,,9.0,,,,,,,,8.0,15.0,,,Sagewhisper's Wrap,,,,Epic,90.0,,16.0,,,,,23.0,,,12.0
15.0,,,,,9.0,,,,9.0,,,,,,,11.0,Mantid Exterminator's Cloak,,,,Rare,1.0,,16.0,,,,,23.0,,,
,,,,,9.0,,,,12.0,,,,,,,,Icebound Cloak,,,,Epic,90.0,,16.0,,,,,23.0,15.0,,3.0
,,,,,9.0,,,,11.0,,,,9.0,,,,Brilliant Cloak of Wu the Younger,,,,Rare,84.0,,16.0,,,,,23.0,15.0,,
,,,,,9.0,,,,10.0,,,,,,,10.0,Strong Sprite Cloak,,,,Rare,81.0,,16.0,,,,,23.0,15.0,,
,,,,,9.0,,,,,,,,10.0,15.0,,10.0,Cloak of Overwhelming Corruption,,,,Epic,90.0,,16.0,,,,,23.0,,,
15.0,,,,,9.0,,,,11.0,,,,8.0,,,,Arrow Breaking Windcloak,,,,Epic,90.0,,16.0,,,,,23.0,,,
,,,,,8.0,,,,10.0,,,,9.0,14.0,,,Dustback Cloak,,,,Uncommon,,,16.0,,,,,21.0,,,
14.0,,,,,8.0,,,,,,,,,,,,Misthide Drape,,,,Uncommon,85.0,,16.0,,,,,21.0,,,
,,,,,8.0,,,,,9.0,,,,,,9.0,Cloak of War,,,,Rare,83.0,,16.0,,,,,21.0,14.0,,
,,,,,8.0,,,,,,,,9.0,14.0,,,Drape of the Twins,,,,Epic,85.0,,16.0,,,,,21.0,,,9.0
,,,,,8.0,,,,,,,,,14.0,969.0,9.0,Bloodthirsty Embersilk Cape,,,,Rare,85.0,,16.0,,,,,21.0,,,9.0
,,,,,8.0,,,,9.0,,,,,,,9.0,Floating Web,,,,Epic,85.0,,16.0,,,,,21.0,14.0,,
14.0,,,,,8.0,,,,9.0,,,,9.0,,,,Viewless Wings,,,,Epic,85.0,,16.0,,,,,21.0,,,
,,,,,8.0,,,,9.0,,,,,14.0,,9.0,Shadow of Dread,,,,Epic,85.0,,16.0,,,,,21.0,,,
,,,,,8.0,,,,,,,,,,,8.0,Billowing Cape,,,10.0,Rare,81.0,,16.0,,,,,21.0,14.0,,
14.0,,,,,8.0,,,,,,,,,,,,Blackwolf Cloak,,,,Uncommon,84.0,,16.0,,,,,21.0,,,
,,,,,10.0,,,,12.0,,,,,,,11.0,Turtleshell Greatcloak,,,,Epic,90.0,,16.0,,,,,26.0,17.0,,
17.0,,,,,10.0,,,,11.0,,,,11.0,,,,Cape of the Alpha,,,,Epic,90.0,,16.0,,,,,25.0,,,
,,,,,10.0,,"Warrior,Paladin,Death knight",,10.0,,,,,,,12.0,Prideful Gladiator's Cloak of Prowess,,,,Epic,90.0,,16.0,,,,,25.0,17.0,,
16.0,,,,,10.0,,,,11.0,,,,11.0,,,,Cape of the Alpha,,,,Epic,90.0,,16.0,,,,,24.0,,,
,,,,,10.0,,,,10.0,,,,8.0,13.0,,,Red Sky Cloudcloak,,1.0,,Epic,90.0,,16.0,Prismatic socket,,,,24.0,,,
,,,,,9.0,,,,6.0,,,,,,,,Reinforced Mirror-Sheen Cloak,,1.0,,Epic,90.0,,16.0,Prismatic socket,,,,24.0,13.0,,10.0
16.0,,,,,9.0,,,,10.0,,,,,,,11.0,Longshot Forestcloak,,,,Epic,90.0,,16.0,,,,,24.0,,,
,,,,,9.0,,,,6.0,,,,,,,,Reinforced Mirror-Sheen Cloak,,1.0,,Epic,90.0,,16.0,Prismatic socket,,,,23.0,12.0,,10.0
15.0,,,,,9.0,,"Hunter,Rogue,Shaman,Monk,Druid",,,,,,9.0,,,11.0,Malevolent Gladiator's Cape of Prowess,,,,Epic,90.0,,16.0,,,,,23.0,,,
,,,,,9.0,,,,10.0,,,,10.0,15.0,,,Static-Collecting Cloak,,,,Epic,90.0,,16.0,,,,,23.0,,,
,,,,,9.0,,"Warrior,Paladin,Death knight",,9.0,,,,,,,11.0,Malevolent Gladiator's Cloak of Prowess,,,,Epic,90.0,,16.0,,,,,23.0,15.0,,
,,,,,9.0,,,,,,,,10.0,,,,Cloak of the Silent Mountain,,,,Rare,90.0,,16.0,,,,,23.0,15.0,,10.0
,,,,,9.0,,,,10.0,,,,,15.0,,10.0,Cloak of Snow Blossoms,,,,Epic,90.0,,16.0,,,,,23.0,,,
15.0,,,,,9.0,,"Hunter,Rogue,Shaman,Monk,Druid",,,,,,9.0,,,11.0,Crafted Dreadful Gladiator's Cape of Prowess,,,,Rare,90.0,,16.0,,,,,23.0,,,
15.0,,,15.0,,9.0,,,,8.0,,,,,15.0,,11.0,Cloak of Cleansing Flame,,,,Rare,90.0,,16.0,,,,,23.0,15.0,,
,,,,,9.0,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,,,,,9.0,15.0,,11.0,Crafted Dreadful Gladiator's Drape of Prowess,,,,Rare,90.0,,16.0,,,,,23.0,,,
,,,,,9.0,,,,11.0,,,,,15.0,,,Cape of Three Lanterns,,,,Epic,90.0,,16.0,,,,,23.0,,,9.0
,,,,,9.0,,,,,,,,,15.0,,9.0,Shan'ze Gravetender Cloak,,,,Epic,90.0,,16.0,,,,,23.0,,,11.0
,,,,,9.0,,,,11.0,,,,8.0,,,,Cristof's Crushing Cloak,,,,Epic,90.0,,16.0,,,,,23.0,15.0,,
15.0,,,15.0,,9.0,,,,10.0,,,,10.0,15.0,,,Cape of Entanglement,,,,Rare,90.0,,16.0,,,,,23.0,15.0,,
15.0,,,15.0,,9.0,,,,11.0,,,,,15.0,,9.0,Wind-Soaked Drape,,,,Rare,90.0,,16.0,,,,,23.0,15.0,,
,,,,,9.0,,,,9.0,,,,10.0,15.0,,,Snowdrift Drape,,,,Uncommon,,,16.0,,,,,22.0,,,
,,,,,9.0,,,,10.0,,,,10.0,15.0,,,Cape of Entanglement,,,,Rare,85.0,,16.0,,,,,22.0,,,
,,,,,8.0,,,,10.0,,,,9.0,14.0,,,Silkmaster's Drape,,,,Uncommon,,,16.0,,,,,21.0,,,
,,,,,8.0,,,,,,,,,,,10.0,Mudmug's Cloak,,,,Uncommon,,,16.0,,,,,21.0,14.0,,9.0
,,,,,8.0,,,,,,,,11.0,,,8.0,Cloak of the Royal Protector,,,,Epic,85.0,,16.0,,,,,21.0,14.0,,
,,,,,8.0,,,,7.0,11.0,,,,,,,Shade of Death,,,,Rare,85.0,,16.0,,,,,21.0,14.0,,
14.0,,,14.0,,8.0,,,,9.0,,,,,14.0,,9.0,Troggstitched Drape,,,,Rare,85.0,,16.0,,,,,21.0,14.0,,
,,,,,8.0,,,,11.0,,,,,14.0,,,Faded Forest Shawl,,,,Uncommon,85.0,,16.0,,,,,21.0,,,7.0
,,,,,8.0,,,,,,,,9.0,14.0,,,Cloak of the Frigid Winds,,,,Epic,85.0,,16.0,,,,,21.0,,,9.0
14.0,,,14.0,,8.0,,,,10.0,,,,9.0,14.0,,,Cloak of the Banshee Queen,,,,Rare,85.0,,16.0,,,,,21.0,14.0,,
14.0,,,,,8.0,,,,9.0,,,,10.0,,,,Drape of Neferset Destruction,,,,Rare,,,16.0,,,,,21.0,,,
,,,,,8.0,,"Warrior,Paladin,Death knight",,9.0,,,,,,,9.0,Vicious Gladiator's Cloak of Prowess,,,,Epic,85.0,,16.0,,,,,21.0,14.0,,
14.0,,,14.0,,8.0,,,,9.0,,,,,14.0,,9.0,Cloak of Thredd,,,,Rare,85.0,,16.0,,,,,21.0,14.0,,
,,,,,8.0,,,,,,,,,14.0,,,Cloudburst Cloak,,,,Epic,85.0,,16.0,,,,,21.0,,,
14.0,,,14.0,,8.0,,,,11.0,,,,8.0,14.0,,,Geordan's Cloak,,,,Rare,85.0,,16.0,,,,,21.0,14.0,,
14.0,,,,,8.0,,,,,,,,7.0,,,11.0,Kaleki Cloak,,,,Rare,83.0,,16.0,,,,,21.0,,,
,,,,,8.0,,"Paladin,Priest,Shaman,Mage,Warlock,Druid",,,,,,9.0,14.0,,9.0,Bloodthirsty Gladiator's Drape of Prowess,,,,Rare,85.0,,16.0,,,,,21.0,,,
14.0,,,,,8.0,,,,,,,,,,,,Nethander Cloak,,,,Uncommon,81.0,,16.0,,,,,21.0,,,
,,,,,10.0,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,,,,,10.0,17.0,,12.0,Prideful Gladiator's Drape of Prowess,,,,Epic,90.0,,16.0,,,,,25.0,,,
13.0,,,,,10.0,,,,9.0,,,,,,,9.0,Pinionfeather Greatcloak,,1.0,,Epic,90.0,,16.0,Prismatic socket,,,,24.0,,,
16.0,,,,,10.0,,,,,,,,10.0,,,12.0,Poisonmist Nightcloak,,,,Epic,90.0,,16.0,,,,,24.0,,,
13.0,,,,,10.0,,,,8.0,,,,9.0,,,,Grey Wind Mistcloak,,1.0,,Epic,90.0,,16.0,Prismatic socket,,,,24.0,,,
,,,,,10.0,,,,12.0,,,,,,,10.0,Flayed Flesh Cloak,,,,Rare,,,16.0,,,,,24.0,16.0,,
,,,,,10.0,,,,11.0,,,,,,,11.0,Horn-Rimmed Doomcloak,,,,Epic,90.0,,16.0,,,,,24.0,16.0,,
16.0,,,,,9.0,,,,11.0,,,,,,,9.0,Darktalon's Drape,,,,Rare,90.0,,16.0,,,,,24.0,,,
,,,,,9.0,,,,,,,,,16.0,,,Heartlander's Cloak,,,,Epic,90.0,,16.0,,,,,24.0,,,
,,,,,9.0,,,,,,,,,,,8.0,Cloak of Raining Blades,,,,Epic,90.0,,16.0,,,,,24.0,16.0,,12.0
,,,,,9.0,,,,,,,,10.0,16.0,,11.0,Cloak of Overwhelming Corruption,,,,Epic,90.0,,16.0,,,,,24.0,,,
,,,,,9.0,,,,9.0,,,,7.0,,,,Hydra-Scale Bloodcloak,,1.0,,Epic,90.0,,16.0,Prismatic socket,,,,23.0,12.0,,
,,,,,9.0,,,,,,,,,15.0,,,Brewfather Cloak,,,,Epic,90.0,,16.0,,,,,23.0,,,
,,,,,9.0,,,,,,,,,15.0,,,Amaranthine Cloak,,,,Epic,90.0,,16.0,,,,,23.0,,,
,,,,,9.0,,,,,,,,10.0,15.0,,,Dirl's Drafty Drape,,,,Epic,90.0,,16.0,,,,,23.0,,,10.0
15.0,,,,,9.0,,,,11.0,,,,,,,9.0,Blackguard Cape,,,,Epic,90.0,,16.0,,,,,23.0,,,
,,,,,9.0,,,,8.0,,,,,15.0,,11.0,Cloak of Cleansing Flame,,,,Rare,88.0,,16.0,,,,,23.0,,,
,,,,,9.0,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,,,,,9.0,15.0,,11.0,Tyrannical Gladiator's Drape of Prowess,,,,Epic,90.0,,16.0,,,,,23.0,,,
15.0,,,,,9.0,,Hunter,,10.0,,,,10.0,,,,Trailseeker Cloak of Rage,,,,Uncommon,90.0,,16.0,,,,,23.0,,,
,,,,,9.0,,,,,,,,,15.0,,,Lavasoul Cloak,,,,Rare,90.0,,16.0,,,,,23.0,,,
15.0,,,15.0,,9.0,,,,11.0,,,,,15.0,,9.0,Blackguard Cape,,,,Rare,90.0,,16.0,,,,,23.0,15.0,,
15.0,,,15.0,,9.0,,,,8.0,,,,,15.0,,,Phantasmal Drape,,,,Rare,90.0,,16.0,,,,,23.0,15.0,,15.0
15.0,,,,,9.0,,,,9.0,,,,,,,11.0,Quick Strike Cloak,,,,Rare,90.0,,16.0,,,,,23.0,,,
15.0,,,,,9.0,,,,11.0,,,,9.0,,,,Aquino's Cloak of Unity,,,,Rare,83.0,,16.0,,,,,23.0,,,
,,,,,9.0,,,,11.0,,,,,15.0,,,Shadebound Cape,,,,Uncommon,,,16.0,,,,,23.0,,,9.0
,,,,,9.0,,,,,,,,,,,8.0,Cloak of Raining Blades,,,,Epic,90.0,,16.0,,,,,23.0,15.0,,12.0
,,,,,9.0,,"Paladin,Priest,Shaman,Monk,Druid",,9.0,,,,,15.0,,,Crafted Malevolent Gladiator's Drape of Meditation,,,,Rare,90.0,,16.0,,,,,24.0,,,11.0
14.0,,,14.0,,8.0,,,,9.0,,,,9.0,14.0,,,Cloak of Elven Might,,,,Rare,,,16.0,,,1.0,,21.0,14.0,,
,,,,,8.0,,,,7.0,,,,11.0,,,,Silkmaster's Cloak,,,,Uncommon,,,16.0,,,,,21.0,14.0,,
,,,,,8.0,,,,10.0,,,,9.0,,,,Mountainscaler Cloak,,,,Uncommon,87.0,,16.0,,,,,21.0,14.0,,
,,,,,8.0,,,,,,,,,,,,Cloudburst Cloak,,,,Epic,85.0,,16.0,,,,,21.0,14.0,,
