agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,int,lifesteal,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,strint,versatility
16.0,16.0,,18.0,,,8.0,,55.0,,,11.0,16.0,,,Girdle of the Prowler,,,,Epic,,70.0,6.0,,,,,19.0,,,
,,,27.0,,,12.0,,55.0,,,,15.0,,,Girdle of the Endless Pit,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,13.0,15.0,15.0,
,,,7.0,,,10.0,,55.0,,,,16.0,,,Girdle of Ruination,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,14.0,,,
,,,7.0,,,10.0,,55.0,,,,15.0,,,Malefic Girdle,,,,Epic,,70.0,6.0,,,,,24.0,,,
14.0,14.0,,12.0,,,,,55.0,,,,14.0,,,Cord of Nature's Sustenance,,,,Epic,,70.0,6.0,,,,,25.0,,,11.0
,,,27.0,,,11.0,,55.0,,,,13.0,,,Waistguard of Reparation,,1.0,,Epic,,70.0,6.0,Prismatic socket,,,,25.0,13.0,13.0,
,,,27.0,,,,8.0,55.0,,,,10.0,,,Belt of the Guardian,,2.0,9.0,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,20.0,10.0,10.0,
,,,7.0,,,,,50.0,,,,14.0,,,Cord of Belief,,,,Rare,,70.0,6.0,,,,,21.0,,,17.0
14.0,14.0,,18.0,,,12.0,,50.0,,,8.0,14.0,,,Shattrath's Champion Belt,,,,Rare,,,6.0,,,,,21.0,,,
,,,7.0,,,,,55.0,,,,18.0,,,Primal Mooncloth Belt,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,9.0,,,11.0
13.0,13.0,,18.0,,,,,55.0,,,,13.0,,,Belt of Gale Force,,,,Epic,,70.0,6.0,,,,,25.0,,,12.0
,,,7.0,,,9.0,,55.0,,,,18.0,,,Spellfire Belt,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,13.0,,,
,,,7.0,,,10.0,,55.0,,,,18.0,,,Cord of Screaming Terrors,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,18.0,,,
,,,7.0,,,,,40.0,,,,14.0,,,Belt of the Sage,,,,Uncommon,,,6.0,,,,,21.0,,,11.0
,,,27.0,,,,,50.0,,,,14.0,,,Girdle of the Immovable,,2.0,13.0,Rare,,70.0,6.0,Prismatic socket,Prismatic socket,,,21.0,14.0,14.0,
,,,7.0,,,10.0,,50.0,,,,14.0,,,Sash of Serpentra,,,,Rare,,70.0,6.0,,,,,21.0,,,
11.0,11.0,,12.0,,,,,55.0,,,8.0,11.0,,,General's Dragonhide Belt,,,,Epic,,70.0,6.0,,,,,26.0,,,15.0
,,,7.0,,,,,55.0,,,,13.0,,,Unyielding Girdle,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,14.0,,,10.0
14.0,14.0,,12.0,,,8.0,,55.0,,,,14.0,,,Belt of Deep Shadow,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,20.0,,,
14.0,14.0,,18.0,,,,,55.0,,,,14.0,,,Girdle of Fallen Stars,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,17.0,,,11.0
12.0,12.0,,18.0,,,8.0,,55.0,,,,12.0,,,Netherstrike Belt,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,13.0,,,10.0
14.0,14.0,,12.0,,,,,55.0,,,,14.0,,,Girdle of Treachery,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,23.0,,,
,,,23.0,,,8.0,,50.0,,,,13.0,,,Studded Girdle of Virtue,,2.0,,Rare,,63.0,6.0,Prismatic socket,Prismatic socket,,,19.0,13.0,13.0,6.0
,,,7.0,,,,,55.0,,,,14.0,,,Belt of the Long Road,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,13.0,,,14.0
14.0,14.0,,12.0,,,8.0,,40.0,,,,14.0,,,Kirin'Var Scout's Belt,,,,Uncommon,,,6.0,,,,,21.0,,,
,,,27.0,,,8.0,,55.0,,,,15.0,,,Girdle of Hope,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,23.0,15.0,15.0,
,,,27.0,,,10.0,,50.0,,,,14.0,,,Rubium War-Girdle,,,,Rare,,70.0,6.0,,,,,21.0,14.0,14.0,
,,17.0,26.0,,,,,50.0,,,,,,,Enchanted Adamantite Belt,,2.0,,Rare,,70.0,6.0,Prismatic socket,Prismatic socket,,,12.0,,,
,,,27.0,,,,,55.0,,,,14.0,,,Girdle of Truth,,,,Epic,,70.0,6.0,,,,,26.0,14.0,14.0,9.0
16.0,16.0,,13.0,Rogue,,11.0,,55.0,,,12.0,16.0,,,Slayer's Belt,,1.0,,Epic,,70.0,6.0,Prismatic socket,,,,18.0,,,
,,,27.0,,,11.0,,55.0,,,,15.0,,,Girdle of the Righteous Path,,,,Epic,,70.0,6.0,,,,,24.0,15.0,15.0,
13.0,13.0,,11.0,,,13.0,,50.0,,,13.0,13.0,,,Burning Blade Devotee's Cinch,,,,Rare,,,6.0,,,,,19.0,,,
14.0,14.0,,12.0,,,,,40.0,,,,14.0,,,Manimal's Cinch,,,,Uncommon,,,6.0,,,,,21.0,,,
15.0,15.0,,12.0,,,10.0,,55.0,,,,15.0,,,Belt of One-Hundred Deaths,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,20.0,,,
,,,27.0,,,11.0,,50.0,,,,14.0,,,Deathforge Girdle,,2.0,,Rare,,68.0,6.0,Prismatic socket,Prismatic socket,,,21.0,14.0,14.0,
14.0,14.0,,12.0,,,10.0,,55.0,,,,14.0,,,Girdle of the Deathdealer,,,,Epic,,70.0,6.0,,,,,21.0,,,
,,,7.0,,,13.0,,55.0,,,10.0,18.0,,,Belt of Blasting,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,,,,
,,,12.0,,,,,50.0,17.0,,,,,,Blastguard Belt,,2.0,,Rare,,69.0,6.0,Prismatic socket,Prismatic socket,,,16.0,,,
12.0,12.0,,12.0,,,5.0,,55.0,,,,12.0,,,Veteran's Leather Waistband,,,,Epic,,70.0,6.0,,,,,23.0,,,18.0
,,,26.0,,,,,40.0,,,,14.0,,,Conqueror's Girdle,,,,Uncommon,,68.0,6.0,,,,,21.0,14.0,14.0,
,,,26.0,,,9.0,10.0,55.0,,,,14.0,,,Lion's Heart Girdle,,,,Epic,,70.0,6.0,,,,,21.0,14.0,14.0,
,,,27.0,,,,,55.0,,,15.0,18.0,,,Belt of Seething Fury,,,,Epic,,70.0,6.0,,,,,14.0,18.0,18.0,
,,,27.0,,,8.0,13.0,55.0,,,,9.0,,,Girdle of the Fearless,,1.0,,Epic,,70.0,6.0,Prismatic socket,,,,22.0,9.0,9.0,
,,,7.0,,,13.0,,55.0,,,,18.0,,,Fire-Cord of the Magus,,,,Epic,,70.0,6.0,,,,,18.0,,,
14.0,14.0,,12.0,,,9.0,,55.0,,,,14.0,,,Starfire Waistband,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,17.0,,,7.0
,,,30.0,,,,,50.0,,,,16.0,,,Soul-Sealed Belt,,,,Rare,,70.0,6.0,,,,,24.0,16.0,16.0,
,,,29.0,Paladin,,14.0,,55.0,,,8.0,16.0,,,Lightbringer Girdle,,1.0,,Epic,,70.0,6.0,Prismatic socket,,,,24.0,16.0,16.0,
,,,29.0,Paladin,,,15.0,55.0,,,,11.0,,,Lightbringer Waistguard,,1.0,7.0,Epic,,70.0,6.0,Prismatic socket,,,,23.0,11.0,11.0,
,,,7.0,,,9.0,,55.0,,,,18.0,,,Anetheron's Noose,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,16.0,,,
,,,7.0,,,,,55.0,,,,12.0,,,Veteran's Dreadweave Belt,,,,Epic,,70.0,6.0,,,,,27.0,,,12.0
14.0,14.0,,12.0,,,10.0,,50.0,,,,14.0,,,Epoch's Whispering Cinch,,,,Rare,,70.0,6.0,,,,,21.0,,,
,,,7.0,,,,,55.0,,,,9.0,,,Black Belt of Knowledge,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,,,,18.0
,,,29.0,Warrior,,14.0,,55.0,,,8.0,16.0,,,Onslaught Belt,,1.0,,Epic,,70.0,6.0,Prismatic socket,,,,24.0,16.0,16.0,
,,,29.0,Paladin,,,,55.0,,,9.0,20.0,,,Lightbringer Belt,,1.0,,Epic,,70.0,6.0,Prismatic socket,,,,18.0,20.0,20.0,16.0
15.0,15.0,,12.0,,,,,55.0,,,14.0,15.0,,,Shadow-Walker's Cord,,,,Epic,,70.0,6.0,,,,,23.0,,,
,,,27.0,,,9.0,,55.0,,,6.0,14.0,,,Chain of Unleashed Rage,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,16.0,14.0,14.0,
,,,7.0,,,,,55.0,,,,14.0,,,Nethershard Girdle,,,,Epic,,70.0,6.0,,,,,24.0,,,10.0
,,,7.0,,,,,40.0,,,,19.0,,,Frostwoven Belt,,,,Uncommon,,68.0,6.0,,,,,16.0,,,14.0
,,,7.0,"Priest,Mage,Warlock",,10.0,,50.0,,,,14.0,,,Oracle Belt of Timeless Mystery,,,,Rare,,70.0,6.0,,,,,21.0,,,19.0
,,,7.0,,,11.0,,50.0,,,,14.0,,,Mage-Fury Girdle,,,,Rare,,70.0,6.0,,,,,21.0,,,
,,,23.0,,,11.0,,50.0,,,,18.0,,,Girdle of Siege,,,,Rare,,63.0,6.0,,,,,11.0,18.0,18.0,
,,,27.0,,,,,55.0,,,15.0,12.0,,,Girdle of Lordaeron's Fallen,,,,Epic,,70.0,6.0,,,,,23.0,12.0,12.0,
,,,27.0,,,,13.0,55.0,,,,8.0,,,Girdle of the Invulnerable,,2.0,8.0,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,16.0,8.0,8.0,
14.0,14.0,,12.0,,,,,50.0,,,,14.0,,,Belt of the Raven Lord,,2.0,,Rare,,70.0,6.0,Prismatic socket,Prismatic socket,,,21.0,,,
,,,7.0,,,11.0,,55.0,,,,20.0,,,Inferno Waist Cord,,,,Epic,,70.0,6.0,,,,,13.0,,,
,,,8.0,Mage,,11.0,,55.0,,,11.0,16.0,,,Belt of the Tempest,,1.0,,Epic,,70.0,6.0,Prismatic socket,,,,18.0,,,
,,,8.0,Priest,,13.0,,55.0,,,11.0,16.0,,,Cord of Absolution,,1.0,,Epic,,70.0,6.0,Prismatic socket,,,,19.0,,,
12.0,12.0,,12.0,,,6.0,,55.0,,,,12.0,,,Veteran's Leather Belt,,,,Epic,,70.0,6.0,,,,,21.0,,,12.0
14.0,14.0,,12.0,,,11.0,,40.0,,,8.0,14.0,,,Eva's Strap,,,,Uncommon,,,6.0,,,,,21.0,,,
12.0,12.0,,18.0,,,4.0,,55.0,,,12.0,12.0,,,War-Feathered Loop,,,,Epic,,70.0,6.0,,,,,25.0,,,
,,,7.0,,,12.0,,50.0,,,,14.0,,,A'dal's Gift,,,,Rare,,,6.0,,,,,21.0,,,
14.0,14.0,,17.0,,,10.0,,50.0,,,,14.0,,,Felstalker Belt,,2.0,,Rare,,69.0,6.0,Prismatic socket,Prismatic socket,,,16.0,,,
13.0,13.0,,11.0,,,13.0,,50.0,,,13.0,13.0,,,Burning Blade Devotee's Cinch,,,,Rare,,,6.0,,,,,19.0,,,
,,,23.0,,,,,40.0,,,,16.0,,,Fel Iron Plate Belt,,,,Uncommon,,61.0,6.0,,,,,22.0,16.0,16.0,
,,,27.0,,,8.0,,55.0,,,12.0,19.0,,,Girdle of the Lightbearer,,,,Epic,,70.0,6.0,,,,,13.0,19.0,19.0,
,,,27.0,,,12.0,,55.0,,,,12.0,,,General's Plate Belt,,,,Epic,,70.0,6.0,,,,,18.0,12.0,12.0,12.0
,,,7.0,,,,,50.0,,,18.0,14.0,,,Akama's Sash,,,,Rare,,,6.0,,,,,21.0,,,10.0
14.0,14.0,,17.0,,,7.0,,40.0,,,,14.0,,,Devolved Drake Girdle,,,,Uncommon,,,6.0,,,,,21.0,,,
,,,6.0,,,5.0,,50.0,,,,12.0,,,Mindfire Waistband,,2.0,,Rare,,61.0,6.0,Prismatic socket,Prismatic socket,,,18.0,,,7.0
,,,7.0,,,,,55.0,,,,13.0,,,Belt of Divine Guidance,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,20.0,,,12.0
12.0,12.0,,18.0,,,6.0,,55.0,,,7.0,12.0,,,General's Chain Girdle,,,,Epic,,70.0,6.0,,,,,22.0,,,8.0
13.0,13.0,,17.0,,,,,50.0,,,,13.0,,,Voidscale Belt,,,,Rare,,66.0,6.0,,,,,20.0,,,
,,,8.0,Warlock,,11.0,,55.0,,,11.0,16.0,,,Belt of the Malefic,,1.0,,Epic,,70.0,6.0,Prismatic socket,,,,19.0,,,
,,,27.0,,,,11.0,55.0,,,,9.0,,,Girdle of Stability,,2.0,10.0,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,21.0,9.0,9.0,
12.0,12.0,,12.0,,,9.0,,55.0,,,5.0,12.0,,,Bladeangel's Money Belt,,1.0,,Epic,,70.0,6.0,Prismatic socket,,,,20.0,,,
14.0,14.0,,12.0,,,,,55.0,,,,14.0,,,Girdle of Zaetar,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,18.0,,,10.0
15.0,15.0,,18.0,,,,,55.0,,,14.0,15.0,,,Naturalist's Preserving Cinch,,,,Epic,,70.0,6.0,,,,,21.0,,,
,,,27.0,,,,,55.0,,,,10.0,,,Girdle of Mighty Resolve,,2.0,15.0,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,21.0,10.0,10.0,
,,,27.0,,,10.0,,55.0,,,6.0,17.0,,,Red Belt of Battle,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,9.0,17.0,17.0,
,,,7.0,,,,,55.0,,,,14.0,,,Lurker's Cord,,,,Epic,,70.0,6.0,,,,,21.0,,,
14.0,14.0,,12.0,,,9.0,,50.0,,,,14.0,,,Many-Pocketed Belt,,,,Rare,,70.0,6.0,,,,,25.0,,,
,,,26.0,,,15.0,,50.0,,,,14.0,,,Borak's Belt of Bravery,,,,Rare,,,6.0,,,,,21.0,14.0,14.0,
13.0,13.0,,11.0,,,,,40.0,,,,13.0,,,Talonite's Belt,,,,Uncommon,,63.0,6.0,,,,,20.0,,,
17.0,17.0,,21.0,,,,,40.0,,,,17.0,,,Broken Chastity Belt,,,,Uncommon,,,6.0,,,,,26.0,,,17.0
,,,29.0,Warrior,,10.0,14.0,55.0,,,,10.0,,,Onslaught Waistguard,,1.0,14.0,Epic,,70.0,6.0,Prismatic socket,,,,23.0,10.0,10.0,
,,,27.0,,,,18.0,40.0,,,,12.0,,,Cobalt Belt,,,,Uncommon,,70.0,6.0,,,,,19.0,12.0,12.0,
15.0,15.0,,18.0,,,10.0,,55.0,,,9.0,15.0,,,Ebon Netherscale Belt,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,10.0,,,
14.0,14.0,,12.0,,,,,40.0,,,,14.0,,,Dragonhawk Belt,,,,Uncommon,,70.0,6.0,,,,,21.0,,,
,,,27.0,,,8.0,12.0,55.0,,,,8.0,,,Girdle of the Protector,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,17.0,8.0,8.0,
14.0,14.0,,12.0,,,11.0,,50.0,,,,14.0,,,Moonrage Girdle,,,,Rare,,68.0,6.0,,,,,21.0,,,12.0
,,,26.0,,,,,40.0,,,,14.0,,,Bloodfist Girdle,,,,Uncommon,,67.0,6.0,,,,,21.0,14.0,14.0,
,,,23.0,,,,,40.0,,,,13.0,,,Bogslayer Belt,,,,Uncommon,,61.0,6.0,,,,,19.0,13.0,13.0,
,,,9.0,,,,,50.0,,,15.0,17.0,,,Sly Mojo Sash,,,,Rare,,,6.0,,,,,26.0,,,
15.0,15.0,,18.0,,,10.0,,55.0,,,14.0,15.0,,,Valestalker Girdle,,,,Epic,,70.0,6.0,,,,,15.0,,,
12.0,12.0,,18.0,,,,,55.0,,,13.0,12.0,,,Man'kin'do's Belt,,,,Epic,,70.0,6.0,,,,,19.0,,,8.0
,,,7.0,,,,,55.0,,,,12.0,,,Veteran's Mooncloth Belt,,,,Epic,,70.0,6.0,,,,,27.0,,,12.0
,,,27.0,,,,,55.0,,,,14.0,,,Lurker's Girdle,,,,Epic,,70.0,6.0,,,,,21.0,14.0,14.0,
18.0,18.0,,17.0,,,9.0,,50.0,,,11.0,18.0,,,Girdle of Gale Force,,,,Rare,,69.0,6.0,,,,,12.0,,,
,,,30.0,"Warrior,Paladin,Death knight",,14.0,,55.0,,,,14.0,,,Guardian's Plate Belt,,,,Epic,,70.0,6.0,,,,,20.0,14.0,14.0,11.0
19.0,19.0,,19.0,Hunter,,13.0,,55.0,,,9.0,19.0,,,Gronnstalker's Belt,,1.0,,Epic,,70.0,6.0,Prismatic socket,,,,13.0,,,
,,,28.0,,,13.0,,55.0,,,,13.0,,,Vindicator's Plate Belt,,,,Epic,,70.0,6.0,,,,,19.0,13.0,13.0,11.0
15.0,15.0,,12.0,Monk,,10.0,,50.0,,,9.0,15.0,,,Brown Belt of Precarious Balance,,,,Rare,,,6.0,,,,,22.0,,,
15.0,15.0,,12.0,Monk,,,,50.0,,,9.0,15.0,,,Brown Belt of Humbling Gravity,,,,Rare,,,6.0,,,,,22.0,,,11.0
10.0,10.0,,18.0,,,18.0,,55.0,,,,10.0,,,Belt of the Tracker,,,,Epic,,70.0,6.0,,,,,11.0,,,
,,,27.0,,,7.0,,55.0,,,,15.0,,,Girdle of Stromgarde's Hope,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,20.0,15.0,15.0,7.0
14.0,14.0,,18.0,,,,,50.0,,,,14.0,,,Stillwater Girdle,,,,Rare,,70.0,6.0,,,,,21.0,,,11.0
,,,26.0,,,,,55.0,,,,14.0,,,Girdle of Valorous Deeds,,,15.0,Epic,,70.0,6.0,,,,,21.0,14.0,14.0,
,,,26.0,,,,13.0,50.0,,,,14.0,,,Lightwarden's Girdle,,,,Rare,,,6.0,,,,,21.0,14.0,14.0,
,,,25.0,,,12.0,,40.0,,,11.0,14.0,,,Belt of the Soul Saver,,,,Uncommon,,,6.0,,,,,21.0,14.0,14.0,
,,,25.0,,,,,50.0,,,,13.0,,,Voidplate Girdle,,,,Rare,,66.0,6.0,,,,,20.0,13.0,13.0,
,,,24.0,,,19.0,,40.0,,,7.0,13.0,,,Ogre Beater's Belt,,,,Uncommon,,,6.0,,,,,20.0,13.0,13.0,
,,,24.0,,,10.0,,50.0,,,,13.0,,,Girdle of Divine Blessing,,,,Rare,,65.0,6.0,,,,,22.0,13.0,13.0,
,,,24.0,,,10.0,,50.0,,,,15.0,,,Avenger's Waistguard,,,,Rare,,66.0,6.0,,,,,14.0,15.0,15.0,10.0
,,,32.0,,,16.0,,50.0,,,,17.0,,,Clasp of the Fallen Demi-God,,,,Rare,,,6.0,,,,,26.0,17.0,17.0,
13.0,13.0,,20.0,"Hunter,Shaman",,8.0,,55.0,,,8.0,13.0,,,Guardian's Chain Girdle,,,,Epic,,70.0,6.0,,,,,25.0,,,8.0
16.0,16.0,,19.0,Shaman,,13.0,,55.0,,,8.0,16.0,,,Skyshatter Belt,,1.0,,Epic,,70.0,6.0,Prismatic socket,,,,18.0,,,
18.0,18.0,,19.0,Shaman,,11.0,,55.0,,,8.0,18.0,,,Skyshatter Girdle,,1.0,,Epic,,70.0,6.0,Prismatic socket,,,,16.0,,,
,,,28.0,,,11.0,,55.0,,,,11.0,,,Vindicator's Lamellar Belt,,,,Epic,,70.0,6.0,,,,,25.0,11.0,11.0,10.0
,,,27.0,,,,,40.0,,,,14.0,,,Shattered Hand Belt,,,,Uncommon,,69.0,6.0,,,,,21.0,14.0,14.0,
,,,7.0,,,,,55.0,,,,13.0,,,Cincture of Will,,,,Epic,,70.0,6.0,,,,,24.0,,,12.0
14.0,14.0,,12.0,,,,,50.0,,,,14.0,,,The Sleeper's Cord,,,,Rare,,70.0,6.0,,,,,21.0,,,12.0
,,,7.0,,,11.0,,55.0,,,,11.0,,,General's Silk Belt,,,,Epic,,70.0,6.0,,,,,23.0,,,11.0
20.0,20.0,,18.0,,,8.0,,50.0,,,,20.0,,,Blessed Scale Girdle,,,,Rare,,70.0,6.0,,,,,17.0,,,
,,,25.0,,,20.0,,40.0,,,8.0,14.0,,,Muscle Toning Belt,,,,Uncommon,,,6.0,,,,,21.0,14.0,14.0,
,,,7.0,,,,,40.0,,,,14.0,,,Astralaan Belt,,,,Uncommon,,65.0,6.0,,,,,21.0,,,
,,,32.0,,,,,50.0,,,,17.0,,,Girdle of Eternal Memory,,,,Rare,,,6.0,,,,,26.0,17.0,17.0,12.0
15.0,15.0,,12.0,,,7.0,,55.0,,,,15.0,,,Don Alejandro's Money Belt,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,23.0,,,
15.0,15.0,,18.0,,,7.0,,55.0,,,14.0,15.0,,,Flashfire Girdle,,,,Epic,,70.0,6.0,,,,,19.0,,,
19.0,19.0,,18.0,,,,,40.0,,,,19.0,,,Nerubian Belt,,,,Uncommon,,68.0,6.0,,,,,28.0,,,
,,,27.0,,,12.0,,55.0,,,,12.0,,,Veteran's Plate Belt,,,,Epic,,70.0,6.0,,,,,18.0,12.0,12.0,12.0
14.0,14.0,,12.0,,,,,50.0,,,,14.0,,,Dunewind Sash,,2.0,,Rare,,70.0,6.0,Prismatic socket,Prismatic socket,,,21.0,,,
12.0,12.0,,18.0,,,6.0,,55.0,,,6.0,12.0,,,Veteran's Chain Girdle,,,,Epic,,70.0,6.0,,,,,22.0,,,8.0
12.0,12.0,,18.0,,,6.0,,55.0,,,7.0,12.0,,,Marshal's Chain Girdle,,,,Epic,,70.0,6.0,,,,,22.0,,,8.0
,,,26.0,,,,,50.0,,,,12.0,,,Khorium Belt,,,,Rare,,70.0,6.0,,,,,26.0,12.0,12.0,11.0
,,,7.0,,,,,40.0,,,,14.0,,,Grom'tor's Bloodied Bandage,,,,Uncommon,,,6.0,,,,,21.0,,,7.0
14.0,14.0,,17.0,,,7.0,,55.0,,,11.0,14.0,,,Girdle of Ferocity,,,,Epic,,70.0,6.0,,,,,21.0,,,
,,,7.0,,,,,50.0,,,,13.0,,,Voidweave Cilice,,,,Rare,,66.0,6.0,,,,,20.0,,,
13.0,13.0,,16.0,,,,,40.0,,,,13.0,,,Blood Knight Girdle,,,,Uncommon,,64.0,6.0,,,,,20.0,,,
13.0,13.0,,11.0,,,,,40.0,,,,13.0,,,Dementia Cord,,,,Uncommon,,61.0,6.0,,,,,19.0,,,
,,,9.0,,,,,40.0,,,,17.0,,,Frosthowl Cinch,,,,Uncommon,,,6.0,,,,,26.0,,,
13.0,13.0,,14.0,,,9.0,,55.0,,,,13.0,,,Guardian's Leather Belt,,,,Epic,,70.0,6.0,,,,,25.0,,,11.0
,,,7.0,"Priest,Mage,Warlock",,,,55.0,,,,13.0,,,Vindicator's Dreadweave Belt,,,,Epic,,70.0,6.0,,,,,28.0,,,20.0
,,,27.0,,,,14.0,55.0,,,,9.0,,,Iron-Tusk Girdle,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,19.0,9.0,9.0,
12.0,12.0,,12.0,,,7.0,,55.0,,,,12.0,,,General's Leather Belt,,,,Epic,,70.0,6.0,,,,,20.0,,,12.0
,,,7.0,,,11.0,,55.0,,,,11.0,,,Marshal's Silk Belt,,,,Epic,,70.0,6.0,,,,,23.0,,,11.0
12.0,12.0,,12.0,,,,,55.0,,,,12.0,,,Belt of Natural Power,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,25.0,,,5.0
,,,26.0,,,,8.0,40.0,,,,14.0,,,Starcaller's Plated Belt,,,,Uncommon,,,6.0,,,,,21.0,14.0,14.0,
14.0,14.0,,17.0,,,11.0,,55.0,,,,14.0,,,Wave-Song Girdle,,,,Epic,,70.0,6.0,,,,,21.0,,,
,,,25.0,,,,,40.0,,,,14.0,,,Boulderfist Belt,,,,Uncommon,,65.0,6.0,,,,,21.0,14.0,14.0,
13.0,13.0,,15.0,,,,,50.0,,,,13.0,,,Feathered Belt,,,,Rare,,62.0,6.0,,,,,19.0,,,
178.0,178.0,,140.0,,,112.0,,,,,,178.0,,,Belt of One-Hundred Deaths,,,,Epic,,70.0,6.0,,,,,267.0,,,45.0
16.0,16.0,,20.0,,,21.0,,40.0,,,,16.0,,,Belt of Trapped Lightning,,,,Uncommon,,,6.0,,,,,24.0,,,
16.0,16.0,,20.0,,,,,40.0,,,,16.0,,,Seeing-Eye Belt,,,,Uncommon,,,6.0,,,,,24.0,,,
,,,8.0,"Priest,Mage,Warlock",,12.0,,55.0,,,,12.0,,,Guardian's Silk Belt,,,,Epic,,70.0,6.0,,,,,27.0,,,16.0
,,,8.0,"Priest,Mage,Warlock",,,,55.0,,,,14.0,,,Guardian's Dreadweave Belt,,,,Epic,,70.0,6.0,,,,,30.0,,,18.0
,,,8.0,Priest,,,,55.0,,,5.0,16.0,,,Belt of Absolution,,1.0,,Epic,,70.0,6.0,Prismatic socket,,,,18.0,,,15.0
15.0,15.0,,18.0,,,,,40.0,,,,15.0,,,Skom Stitched-Belt,,,,Uncommon,,69.0,6.0,,,,,22.0,,,
,,,27.0,,,,,40.0,,,,14.0,,,Warlord's Iron-Girdle,,,,Uncommon,,70.0,6.0,,,,,21.0,14.0,14.0,
,,,7.0,,,,,55.0,,,,12.0,,,General's Dreadweave Belt,,,,Epic,,70.0,6.0,,,,,27.0,,,12.0
11.0,11.0,,12.0,,,,,55.0,,,7.0,11.0,,,Veteran's Dragonhide Belt,,,,Epic,,70.0,6.0,,,,,26.0,,,15.0
,,,18.0,,,,,55.0,,,,,,,Waistguard of Shackled Souls,,,,Epic,,70.0,6.0,,,,,16.0,,,
14.0,14.0,,18.0,,,9.0,,55.0,,,,14.0,,,Monsoon Belt,,2.0,,Epic,,70.0,6.0,Prismatic socket,Prismatic socket,,,19.0,,,
,,,26.0,,,10.0,,40.0,,,7.0,14.0,,,Engraved Cattleman's Buckle,,,,Uncommon,,,6.0,,,,,21.0,14.0,14.0,
10.0,10.0,,17.0,,,,,50.0,,,,10.0,,,Netherfury Belt,,2.0,,Rare,,67.0,6.0,Prismatic socket,Prismatic socket,,,16.0,,,13.0
,,,7.0,,,13.0,,50.0,,,,17.0,,,Sash of Sealed Fate,,,,Rare,,67.0,6.0,,,,,13.0,,,
14.0,14.0,,17.0,,,,,40.0,,,,14.0,,,Cord of the Ring,,,,Uncommon,,,6.0,,,,,21.0,,,
,,,24.0,,,,,40.0,,,,13.0,,,Reaver Girdle,,,,Uncommon,,64.0,6.0,,,,,20.0,13.0,13.0,
13.0,13.0,,15.0,,,13.0,,50.0,,,8.0,13.0,,,Tracker's Belt,,,,Rare,,62.0,6.0,,,,,19.0,,,
17.0,17.0,,15.0,,,,,50.0,,,,17.0,,,Storm Lord's Girdle,,,,Rare,,61.0,6.0,,,,,15.0,,,6.0
17.0,17.0,,21.0,,,14.0,,40.0,,,,17.0,,,Argent Girdle,,1.0,,Uncommon,,,6.0,Prismatic socket,,,,26.0,,,11.0
,,,32.0,,,12.0,,40.0,,,,17.0,,,Thorim's Grasp,,,,Uncommon,,,6.0,,,,,26.0,17.0,17.0,
,,,28.0,,,15.0,,50.0,,,,15.0,,,Girdle of Forceful Annihilation,,,,Rare,,,6.0,,,,,23.0,15.0,15.0,
